Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollMean_6,RollMean_12,RollStd_3,RollStd_6,RollStd_12,RollSum_3,RollSum_6,RollSum_12,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,et0_fao_evapotranspiration (mm)_lag1
4,1996,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-4.446666666666667,0.4044444444444446,73.55555555555556,55.65555555555556,1.4023333333333334,-19.880459770114943,76.36781609195401,0.1695402298850575
5,1996,11,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,4.333333333333334,9.561290322580644,62.02150537634409,40.44086021505377,2.7194623655913976,-4.446666666666667,73.55555555555556,1.4023333333333334
6,1996,182,11,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.756666666666666,18.09777777777777,63.32222222222222,39.22222222222222,3.942555555555556,4.333333333333334,62.02150537634409,2.7194623655913976
7,1996,134,182,11,1,64.66666666666667,,,101.73658797764614,,,194.0,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.686021505376342,22.0,66.16129032258064,44.67741935483871,3.835698924731183,12.756666666666666,63.32222222222222,3.942555555555556
8,1996,22,134,182,11,109.0,,,88.1986394452885,,,327.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.53978494623656,19.87741935483871,72.3225806451613,50.2258064516129,2.708709677419354,17.686021505376342,66.16129032258064,3.835698924731183
5,1997,1,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,3.772043010752688,8.646236559139783,65.95698924731182,45.516129032258064,2.4382795698924733,-3.7022222222222223,72.7,1.5072222222222222
6,1997,17,1,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.805555555555555,16.185555555555556,74.0,53.63333333333333,3.057111111111112,3.772043010752688,65.95698924731182,2.4382795698924733
7,1997,74,17,1,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.413978494623656,21.651612903225807,72.18279569892472,51.763440860215056,3.520322580645161,11.805555555555555,74.0,3.057111111111112
8,1997,10,74,17,1,30.666666666666668,,,38.37099599089569,,,92.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.343010752688173,20.687096774193545,72.95698924731182,50.5268817204301,2.851720430107527,17.413978494623656,72.18279569892472,3.520322580645161
9,1997,3,10,74,17,33.666666666666664,,,35.10460558578223,,,101.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.004444444444443,14.844444444444443,76.37777777777778,58.422222222222224,1.704222222222222,16.343010752688173,72.95698924731182,2.851720430107527
5,1998,24,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,8.817204301075268,14.650537634408602,60.9247311827957,39.83870967741935,3.363548387096774,1.798888888888889,73.55555555555556,1.871555555555556
6,1998,76,24,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,14.976666666666668,19.433333333333334,65.94444444444444,45.17777777777778,3.721111111111112,8.817204301075268,60.9247311827957,3.363548387096774
7,1998,228,76,24,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,19.287096774193547,23.741935483870968,60.04301075268817,39.215053763440864,4.383655913978495,14.976666666666668,65.94444444444444,3.721111111111112
8,1998,69,228,76,24,109.33333333333333,,,106.0062891216051,,,328.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.11935483870968,21.38817204301075,68.72043010752688,46.15053763440861,3.1993548387096773,19.287096774193547,60.04301075268817,4.383655913978495
9,1998,2,69,228,76,124.33333333333333,,,89.84616482261961,,,373.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,9.853333333333332,13.422222222222222,75.84444444444445,55.37777777777777,1.592666666666667,17.11935483870968,68.72043010752688,3.1993548387096773
4,1999,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-0.9366666666666666,4.552222222222222,69.92222222222222,52.333333333333336,1.6706666666666667,-14.471428571428572,80.54761904761905,0.2102380952380952
5,1999,3,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,5.253763440860215,10.361290322580643,69.59139784946237,50.15053763440861,2.516236559139785,-0.9366666666666666,69.92222222222222,1.6706666666666667
6,1999,70,3,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.831111111111111,17.784444444444443,62.85555555555556,41.95555555555556,3.744444444444445,5.253763440860215,69.59139784946237,2.516236559139785
7,1999,39,70,3,1,24.666666666666668,,,39.272551907577046,,,74.0,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.838709677419354,20.398924731182795,58.516129032258064,38.15053763440861,3.991827956989247,12.831111111111111,62.85555555555556,3.744444444444445
8,1999,53,39,70,3,37.333333333333336,,,33.53108010985231,,,112.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.61505376344086,21.12043010752688,64.26881720430107,43.12903225806452,3.241612903225806,15.838709677419354,58.516129032258064,3.991827956989247
9,1999,6,53,39,70,54.0,,,15.52417469626002,,,162.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,9.726666666666668,13.462222222222222,72.62222222222222,53.78888888888889,1.7426666666666668,16.61505376344086,64.26881720430107,3.241612903225806
5,2000,5,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,4.665591397849462,9.667741935483871,66.45161290322581,44.483870967741936,2.5587096774193547,-4.425555555555556,70.57777777777778,1.4692222222222222
6,2000,90,5,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.493333333333334,17.376666666666665,57.18888888888889,35.81111111111111,3.8884444444444446,4.665591397849462,66.45161290322581,2.5587096774193547
7,2000,144,90,5,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,18.83225806451613,22.958064516129035,64.73118279569893,43.94623655913978,4.149569892473118,12.493333333333334,57.18888888888889,3.8884444444444446
8,2000,36,144,90,5,79.66666666666667,,,70.07377065160212,,,239.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.770967741935484,17.29784946236559,72.03225806451613,50.60215053763441,2.4438709677419355,18.83225806451613,64.73118279569893,4.149569892473118
6,2001,49,,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.935555555555556,17.665555555555557,58.44444444444444,39.37777777777777,4.044777777777778,4.966666666666667,72.54838709677419,2.278387096774193
7,2001,71,49,,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.83225806451613,22.17096774193548,68.2258064516129,46.892473118279575,3.749032258064516,12.935555555555556,58.44444444444444,4.044777777777778
8,2001,6,71,49,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.167741935483871,19.270967741935483,74.97849462365592,55.064516129032256,2.509677419354839,17.83225806451613,68.2258064516129,3.749032258064516
9,2001,2,6,71,49,42.0,,,33.06055050963308,,,126.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.122222222222224,14.675555555555556,76.51111111111112,58.88888888888889,1.6594444444444445,15.167741935483871,74.97849462365592,2.509677419354839
5,2002,2,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,0.7989247311827957,5.688172043010753,66.53763440860214,47.33333333333333,2.3061290322580645,-8.632222222222222,72.7,1.0951111111111111
6,2002,38,2,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.618888888888888,18.21,61.4,38.81111111111111,3.9343333333333335,0.7989247311827957,66.53763440860214,2.3061290322580645
7,2002,41,38,2,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.149462365591397,20.30430107526881,70.23655913978494,49.94623655913978,3.4346236559139784,12.618888888888888,61.4,3.9343333333333335
8,2002,4,41,38,2,27.0,,,21.702534414210707,,,81.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.406451612903227,17.6247311827957,73.51612903225806,52.17204301075269,2.4898924731182794,16.149462365591397,70.23655913978494,3.4346236559139784
5,2003,6,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,5.811827956989248,11.688172043010754,63.40860215053764,41.2258064516129,2.924731182795699,-1.6777777777777778,75.37777777777778,1.4638888888888888
6,2003,48,6,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.94111111111111,16.982222222222223,67.92222222222223,44.88888888888889,3.302111111111111,5.811827956989248,63.40860215053764,2.924731182795699
7,2003,86,48,6,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.546236559139786,21.858064516129037,64.3010752688172,43.24731182795699,3.973655913978495,11.94111111111111,67.92222222222223,3.302111111111111
8,2003,19,86,48,6,46.666666666666664,,,40.01666319589045,,,140.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.74516129032258,20.25268817204301,70.2258064516129,48.58064516129032,3.025376344086021,17.546236559139786,64.3010752688172,3.973655913978495
9,2003,1,19,86,48,51.0,,,33.60059523282288,,,153.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,9.28,12.68222222222222,73.58888888888889,52.95555555555556,1.6895555555555557,15.74516129032258,70.2258064516129,3.025376344086021
5,2004,3,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,0.256989247311828,4.72258064516129,64.0215053763441,46.24731182795699,2.1001075268817204,-5.201111111111112,72.95555555555555,1.240222222222222
6,2004,51,3,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,10.55888888888889,16.696666666666665,58.16666666666666,36.333333333333336,3.958666666666667,0.256989247311828,64.0215053763441,2.1001075268817204
7,2004,206,51,3,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,18.065591397849463,23.06666666666667,56.87096774193548,36.903225806451616,4.4850537634408605,10.55888888888889,58.16666666666666,3.958666666666667
8,2004,27,206,51,3,86.66666666666667,,,106.09586859691255,,,260.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.36774193548387,17.68064516129032,64.12903225806451,43.02150537634409,2.8287096774193548,18.065591397849463,56.87096774193548,4.4850537634408605
9,2004,9,27,206,51,94.66666666666667,,,97.16137778630629,,,284.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.02,10.627777777777776,73.24444444444445,53.86666666666667,1.503777777777778,13.36774193548387,64.12903225806451,2.8287096774193548
10,2004,2,9,27,206,80.66666666666667,,,108.91433942935765,,,242.0,,,-0.8660254037844386,0.5000000000000001,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-1.1440860215053763,1.5419354838709676,77.97849462365592,64.9784946236559,0.5568817204301075,7.02,73.24444444444445,1.503777777777778
11,2004,1,2,9,27,12.666666666666666,49.666666666666664,,12.897028081435327,78.81539612706814,,38.0,298.0,,-0.5000000000000004,0.8660254037844384,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-10.64222222222222,-7.701111111111111,80.38888888888889,73.02222222222221,0.1958888888888889,-1.1440860215053763,77.97849462365592,0.5568817204301075
5,2005,15,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,3.959139784946237,9.808602150537634,66.58064516129032,47.87096774193548,2.6321505376344083,-0.2955555555555554,76.11111111111111,1.5052222222222222
6,2005,43,15,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.76777777777778,16.66888888888889,65.84444444444445,45.12222222222223,3.523333333333333,3.959139784946237,66.58064516129032,2.6321505376344083
7,2005,194,43,15,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.03548387096774,20.101075268817205,66.96774193548387,46.38709677419355,3.620430107526882,11.76777777777778,65.84444444444445,3.523333333333333
8,2005,5,194,43,15,84.0,,,96.28603221651622,,,252.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.803225806451612,17.783870967741933,72.66666666666666,52.2258064516129,2.5905376344086024,16.03548387096774,66.96774193548387,3.620430107526882
9,2005,3,5,194,43,80.66666666666667,,,99.9716626516401,,,242.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.671111111111111,10.688888888888888,79.67777777777778,60.61111111111112,1.2617777777777777,13.803225806451612,72.66666666666666,2.5905376344086024
10,2005,1,3,5,194,67.33333333333333,,,109.70110907977791,,,202.0,,,-0.8660254037844386,0.5000000000000001,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,2.064516129032258,4.880645161290323,81.66666666666666,70.05376344086021,0.6341935483870967,7.671111111111111,79.67777777777778,1.2617777777777777
5,2006,1,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.620430107526882,12.372043010752687,69.03225806451613,48.236559139784944,2.6516129032258067,0.42,73.43333333333334,1.7633333333333332
6,2006,34,1,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.762222222222222,20.694444444444446,64.24444444444444,43.488888888888894,4.085333333333334,7.620430107526882,69.03225806451613,2.6516129032258067
7,2006,59,34,1,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.20752688172043,21.46344086021505,64.50537634408603,42.204301075268816,3.8055913978494624,15.762222222222222,64.24444444444444,4.085333333333334
8,2006,63,59,34,1,31.333333333333332,,,29.091808698211484,,,94.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.91505376344086,20.063440860215056,71.6236559139785,48.55913978494623,2.813978494623656,17.20752688172043,64.50537634408603,3.8055913978494624
9,2006,9,63,59,34,52.0,,,15.716233645501708,,,156.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.348888888888888,15.16777777777778,74.5,56.58888888888889,1.7862222222222222,15.91505376344086,71.6236559139785,2.813978494623656
10,2006,1,9,63,59,43.666666666666664,,,30.088757590391356,,,131.0,,,-0.8660254037844386,0.5000000000000001,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,1.2870967741935484,3.5580645161290323,76.12903225806451,61.68817204301075,0.7109677419354838,11.348888888888888,74.5,1.7862222222222222
5,2007,2,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,5.97741935483871,11.35483870967742,69.01075268817205,47.0,2.592258064516129,-1.5988888888888888,75.34444444444445,1.5067777777777778
6,2007,79,2,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.364444444444445,18.22222222222222,51.45555555555556,33.21111111111112,4.415666666666667,5.97741935483871,69.01075268817205,2.592258064516129
7,2007,89,79,2,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,18.95268817204301,23.3,63.62365591397849,42.73118279569893,4.094516129032258,13.364444444444445,51.45555555555556,4.415666666666667
8,2007,14,89,79,2,56.666666666666664,,,47.60602202803058,,,170.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.994623655913978,16.38494623655914,69.27956989247312,49.01075268817204,2.545268817204301,18.95268817204301,63.62365591397849,4.094516129032258
5,2008,8,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,6.662365591397849,12.30215053763441,61.03225806451613,40.86021505376344,3.160215053763441,-5.5922222222222215,71.24444444444445,1.327888888888889
6,2008,61,8,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.465555555555556,18.73444444444444,62.577777777777776,39.22222222222222,3.973555555555556,6.662365591397849,61.03225806451613,3.160215053763441
7,2008,85,61,8,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,18.226881720430107,22.3752688172043,60.84946236559139,40.58064516129032,4.314623655913978,13.465555555555556,62.577777777777776,3.973555555555556
8,2008,86,85,61,8,51.333333333333336,,,39.399661589071215,,,154.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.39677419354839,20.774193548387096,70.74193548387096,50.344086021505376,2.941935483870968,18.226881720430107,60.84946236559139,4.314623655913978
1,2009,1,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-23.45376344086021,-20.79032258064516,75.33333333333334,70.73118279569891,0.0801075268817204,-24.47741935483871,76.29032258064517,0.0562365591397849
2,2009,1,1,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-21.692857142857143,-17.583333333333332,74.92857142857143,66.52380952380953,0.1536904761904762,-23.45376344086021,75.33333333333334,0.0801075268817204
4,2009,1,1,1,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-2.557777777777778,1.7433333333333332,76.36666666666666,59.22222222222222,1.3375555555555556,-21.692857142857143,74.92857142857143,0.1536904761904762
5,2009,4,1,1,1,1.0,,,0.0,,,3.0,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,2.6258064516129034,8.149462365591399,63.892473118279575,43.87096774193548,2.5518279569892472,-2.557777777777778,76.36666666666666,1.3375555555555556
6,2009,15,4,1,1,2.0,,,1.7320508075688772,,,6.0,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.183333333333334,16.49222222222222,68.16666666666667,46.6,3.383555555555555,2.6258064516129034,63.892473118279575,2.5518279569892472
7,2009,10,15,4,1,6.666666666666667,,,7.371114795831994,,,20.0,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.427956989247312,19.76451612903226,69.40860215053763,47.655913978494624,3.5389247311827954,11.183333333333334,68.16666666666667,3.383555555555555
8,2009,13,10,15,4,9.666666666666666,5.333333333333333,,5.507570547286101,5.887840577551913,,29.0,32.0,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.731182795698926,20.19677419354839,69.8494623655914,48.64516129032258,2.876559139784946,15.427956989247312,69.40860215053763,3.5389247311827954
9,2009,1,13,10,15,12.666666666666666,7.333333333333333,,2.516611478423582,6.153589738247655,,38.0,44.0,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.424444444444443,15.898888888888887,77.67777777777778,61.58888888888889,1.632,15.731182795698926,69.8494623655914,2.876559139784946
5,2010,5,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,5.2494623655913975,10.505376344086022,66.44086021505376,45.096774193548384,2.65,1.8711111111111112,71.81111111111112,1.9078888888888887
6,2010,81,5,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,14.585555555555556,19.566666666666663,57.78888888888889,37.21111111111111,4.2443333333333335,5.2494623655913975,66.44086021505376,2.65
7,2010,121,81,5,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.926881720430107,21.97741935483871,69.63440860215053,48.204301075268816,3.676559139784946,14.585555555555556,57.78888888888889,4.2443333333333335
8,2010,13,121,81,5,69.0,,,58.92367945062494,,,207.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.880645161290325,19.44516129032258,71.82795698924731,50.27956989247312,2.7576344086021503,17.926881720430107,69.63440860215053,3.676559139784946
9,2010,4,13,121,81,71.66666666666667,,,54.60158727851539,,,215.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,8.815555555555555,12.035555555555556,78.98888888888888,59.36666666666667,1.366,15.880645161290325,71.82795698924731,2.7576344086021503
5,2011,14,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.146236559139785,12.789247311827957,61.784946236559136,42.344086021505376,3.286989247311828,-5.3788888888888895,74.68888888888888,1.2343333333333333
6,2011,78,14,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,13.168888888888889,18.273333333333333,57.6,37.66666666666666,3.971,7.146236559139785,61.784946236559136,3.286989247311828
7,2011,85,78,14,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,18.17849462365591,22.11290322580645,68.63440860215053,48.0,3.6484946236559135,13.168888888888889,57.6,3.971
8,2011,22,85,78,14,59.0,,,39.1279950930277,,,177.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,15.868817204301076,19.50752688172043,72.96774193548387,52.483870967741936,2.7198924731182794,18.17849462365591,68.63440860215053,3.6484946236559135
9,2011,2,22,85,78,61.666666666666664,,,34.530180036213736,,,185.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,11.776666666666667,15.703333333333337,70.77777777777779,51.34444444444444,2.0268888888888887,15.868817204301076,72.96774193548387,2.7198924731182794
5,2012,12,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.720430107526882,13.107526881720432,63.75268817204301,43.31182795698925,3.127741935483871,-3.9722222222222223,75.15555555555555,1.420111111111111
6,2012,76,12,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,14.416666666666666,18.725555555555555,60.84444444444445,41.27777777777778,4.016777777777778,7.720430107526882,63.75268817204301,3.127741935483871
7,2012,148,76,12,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,20.23225806451613,24.901075268817205,60.66666666666667,38.83870967741935,4.5173118279569895,14.416666666666666,60.84444444444445,4.016777777777778
8,2012,43,148,76,12,78.66666666666667,,,68.03920438492307,,,236.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,17.47204301075269,21.738709677419354,69.68817204301075,47.94623655913978,3.0765591397849463,20.23225806451613,60.66666666666667,4.5173118279569895
9,2012,10,43,148,76,89.0,,,53.6935750346352,,,267.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.416666666666666,16.463333333333335,72.76666666666667,53.45555555555556,1.9432222222222224,17.47204301075269,69.68817204301075,3.0765591397849463
5,2013,4,,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,7.080645161290323,13.212903225806452,63.18279569892473,41.12903225806452,3.1405376344086022,-6.7988888888888885,72.06666666666666,1.2006666666666668
6,2013,152,4,,,,,,,,,,,,1.2246467991473532e-16,-1.0,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,14.917777777777776,19.994444444444447,66.12222222222222,44.93333333333333,3.771444444444444,7.080645161290323,63.18279569892473,3.1405376344086022
7,2013,77,152,4,,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.783870967741933,21.10430107526882,63.10752688172043,42.41935483870968,3.8796774193548393,14.917777777777776,66.12222222222222,3.771444444444444
8,2013,19,77,152,4,77.66666666666667,,,74.0022522179787,,,233.0,,,-0.8660254037844385,-0.5000000000000004,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,16.87741935483871,21.04086021505376,68.0752688172043,48.44086021505377,3.159247311827957,16.783870967741933,63.10752688172043,3.8796774193548393
9,2013,5,19,77,152,82.66666666666667,,,66.68083182844477,,,248.0,,,-1.0,-1.8369701987210297e-16,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,12.081111111111111,16.72222222222222,75.15555555555555,57.85555555555556,1.870111111111111,16.87741935483871,68.0752688172043,3.159247311827957
4,2014,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,-5.827777777777778,-0.88,74.2,56.02222222222223,1.3077777777777777,-24.571428571428573,73.98809523809523,0.1255952380952381
5,2014,4,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Northwest Territories,0,0,0,0,0,1,0,0,0,0,0,0,4.948387096774193,10.77741935483871,64.54838709677419,41.935483870967744,2.6831182795698925,-5.827777777777778,74.2,1.3077777777777777
