time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_mean (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),Year,Month
1990-01-01,-15.113978494623657,-10.651612903225805,77.83870967741936,67.83870967741936,1.8645161290322583,5.172043010752689,13.095698924731183,18.50752688172043,200.59139784946237,0.2553763440860215,1990,1
1990-02-01,-18.552380952380954,-13.453571428571427,71.19047619047619,57.19047619047619,1.4309523809523808,3.9523809523809526,13.436904761904762,18.474999999999998,226.77380952380955,0.3413095238095238,1990,2
1990-03-01,-9.580645161290322,-4.570967741935483,72.97849462365592,55.774193548387096,1.2946236559139785,3.5053763440860215,13.438709677419356,18.306451612903224,235.01075268817203,0.8294623655913979,1990,3
1990-04-01,-1.6533333333333333,2.888888888888889,76.75555555555555,58.488888888888894,2.013333333333333,4.555555555555555,12.527777777777777,18.077777777777776,191.2888888888889,1.523111111111111,1990,4
1990-05-01,5.680645161290323,10.96989247311828,66.23655913978494,44.0752688172043,2.343010752688172,4.204301075268818,11.766666666666666,17.23763440860215,189.73118279569894,2.7600000000000002,1990,5
1990-06-01,12.870000000000001,18.30111111111111,71.86666666666666,50.43333333333333,3.537777777777778,5.066666666666666,11.658888888888889,17.20777777777778,193.15555555555557,3.1582222222222223,1990,6
1990-07-01,15.658064516129032,20.79784946236559,71.9247311827957,49.73118279569893,2.925806451612903,3.6774193548387095,11.517204301075267,16.397849462365592,229.7956989247312,3.488709677419355,1990,7
1990-08-01,15.774193548387096,20.60537634408602,72.97849462365592,51.505376344086024,2.8537634408602153,3.8494623655913975,10.682795698924732,16.04193548387097,238.05376344086022,3.091290322580645,1990,8
1990-09-01,8.755555555555556,12.547777777777778,77.03333333333333,56.96666666666667,4.25,6.311111111111112,13.747777777777777,19.11,223.6888888888889,1.6871111111111112,1990,9
1990-10-01,2.7215053763440857,5.929032258064517,80.27956989247312,61.892473118279575,4.155913978494624,6.580645161290323,13.793548387096775,19.576344086021507,218.2043010752688,0.8523655913978494,1990,10
