Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollMean_6,RollMean_12,RollStd_3,RollStd_6,RollStd_12,RollSum_3,RollSum_6,RollSum_12,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon
1,1990,1,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1990,5,1,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1990,8,5,1,,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1990,26,8,5,1,4.666666666666667,,,3.511884584284246,,,14.0,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1990,114,26,8,5,13.0,,,11.357816691600547,,,39.0,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1990,214,114,26,8,49.333333333333336,,,56.7215420570821,,,148.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1990,446,214,114,26,118.0,61.333333333333336,,94.06380813043877,86.00852670908081,,354.0,368.0,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1990,381,446,214,114,258.0,135.5,,170.31735084835015,172.22746586999415,,774.0,813.0,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1990,117,381,446,214,347.0,198.16666666666666,,119.67873662434776,183.29693578089805,,1041.0,1189.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1990,34,117,381,446,314.6666666666667,216.33333333333334,,174.24216864276377,165.18676298864466,,944.0,1298.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1990,16,34,117,381,177.33333333333334,217.66666666666666,,181.19694625830024,163.36543902143646,,532.0,1306.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1990,4,16,34,117,55.666666666666664,201.33333333333334,,53.87330817142528,179.86847046290984,,167.0,1208.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1991,9,4,16,34,18.0,166.33333333333334,113.83333333333333,15.099668870542441,196.56720648843407,154.70078646643438,54.0,998.0,1366.0,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1991,4,9,4,16,9.666666666666666,93.5,114.5,6.027713773344132,146.90507138965626,154.18672269214835,29.0,561.0,1374.0,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1991,8,4,9,4,5.666666666666667,30.666666666666668,114.41666666666667,2.8867513459532548,43.75233327111442,154.25154092840654,17.0,184.0,1373.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1991,111,8,4,9,7.0,12.5,114.41666666666667,2.6457513110701596,11.41490254010077,154.25154092840654,21.0,75.0,1373.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1991,201,111,8,4,41.0,25.333333333333332,121.5,60.65476073648322,42.197946237544144,151.7536879887333,123.0,152.0,1458.0,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1991,114,201,111,8,106.66666666666667,56.166666666666664,128.75,96.57294307068287,82.42673514501631,153.43172896941965,320.0,337.0,1545.0,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1991,125,114,201,111,142.0,74.5,120.41666666666667,51.117511676528416,80.71864716408471,151.07822075957466,426.0,447.0,1445.0,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1991,239,125,114,201,146.66666666666666,93.83333333333333,93.66666666666667,47.37439533475179,75.62384985351294,111.39637119382081,440.0,563.0,1124.0,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1991,54,239,125,114,159.33333333333334,133.0,81.83333333333333,69.21223398600388,80.49099328496327,81.67656093433786,478.0,798.0,982.0,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1991,66,54,239,125,139.33333333333334,140.66666666666666,76.58333333333333,93.32916657365668,67.31616942954098,81.23418260955435,418.0,844.0,919.0,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1991,6,66,54,239,119.66666666666667,133.16666666666666,79.25,103.51972436851518,73.50487512176772,80.2282255931052,359.0,799.0,951.0,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1991,7,6,66,54,42.0,100.66666666666667,78.41666666666667,31.74901573277557,80.30857156410309,80.9932189454865,126.0,604.0,941.0,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1992,14,7,6,66,26.333333333333332,82.83333333333333,78.66666666666667,34.35597958628695,88.24379109414252,80.74689223778587,79.0,497.0,944.0,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1992,11,14,7,6,9.0,64.33333333333333,79.08333333333333,4.358898943544534,89.26514810757145,80.36672573932948,27.0,386.0,949.0,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1992,61,11,14,7,10.666666666666666,26.333333333333332,79.66666666666667,3.5118845842890156,26.507860469428017,79.79557214114911,32.0,158.0,956.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1992,110,61,11,14,28.666666666666668,27.5,84.08333333333333,28.041635710731377,28.076680715497655,76.88179632436149,86.0,165.0,1009.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1992,91,110,61,11,60.666666666666664,34.833333333333336,84.0,49.50084174368515,42.29144909632046,76.85050422736339,182.0,209.0,1008.0,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1992,147,91,110,61,87.33333333333333,49.0,74.83333333333333,24.704925284917568,44.85978154204497,67.63381797099238,262.0,294.0,898.0,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1992,226,147,91,110,116.0,72.33333333333333,77.58333333333333,28.478061731796682,54.10237209833471,70.00059523556448,348.0,434.0,931.0,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1992,339,226,147,91,154.66666666666666,107.66666666666667,86.0,67.82575715267284,73.9666591557755,81.36896884506457,464.0,646.0,1032.0,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1992,14,339,226,147,237.33333333333334,162.33333333333334,94.33333333333333,96.50043177796326,103.5329255196948,101.17341847570738,712.0,974.0,1132.0,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1992,29,14,339,226,193.0,154.5,91.0,164.99393928262944,113.98377077461511,103.26048262877369,579.0,927.0,1092.0,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1992,15,29,14,339,127.33333333333333,141.0,87.91666666666667,183.46207600845838,124.60979094758166,104.61831782361263,382.0,846.0,1055.0,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1992,4,15,29,14,19.333333333333332,128.33333333333334,88.66666666666667,8.386497083608711,134.20233480333593,104.00815818817756,58.0,770.0,1064.0,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1993,8,4,15,29,16.0,104.5,88.41666666666667,12.529964086143455,142.65587965450285,104.22568025320066,48.0,627.0,1061.0,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1993,12,8,4,15,9.0,68.16666666666667,87.91666666666667,5.567764362834168,132.95324992893805,104.62874481911862,27.0,409.0,1055.0,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1993,29,12,8,4,8.0,13.666666666666666,88.0,4.000000000005796,8.547904226572783,104.56229113438901,24.0,82.0,1056.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1993,52,29,12,8,16.333333333333332,16.166666666666668,85.33333333333333,11.150485789120493,10.609743949156403,105.71516906147845,49.0,97.0,1024.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1993,242,52,29,12,31.0,20.0,80.5,20.074859899885773,17.854971296532355,105.8107229486175,93.0,120.0,966.0,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1993,342,242,52,29,107.66666666666667,57.833333333333336,93.08333333333333,116.90309377143686,91.94001667754179,115.69038487063285,323.0,347.0,1117.0,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1993,112,342,242,52,212.0,114.16666666666667,109.33333333333333,147.3091986265624,142.18075350295013,135.88453208737948,636.0,685.0,1312.0,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1993,35,112,342,242,232.0,131.5,99.83333333333333,115.32562594670799,132.67064483147732,130.87942635274746,696.0,789.0,1198.0,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1993,17,35,112,342,163.0,135.33333333333334,74.5,159.7278936191172,128.80320906975365,107.75603758659483,489.0,812.0,894.0,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1993,19,17,35,112,54.666666666666664,133.33333333333334,74.75,50.461206221545844,130.86124967562654,107.60628994795628,164.0,800.0,897.0,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1993,7,19,17,35,23.666666666666668,127.83333333333333,73.91666666666667,9.865765724634983,135.57199809203473,108.03068447380488,71.0,767.0,887.0,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1993,1,7,19,17,14.333333333333334,88.66666666666667,73.25,6.429100507332588,129.81628043765028,108.45118298529108,43.0,532.0,879.0,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1994,4,1,7,19,9.0,31.833333333333332,73.0,9.165151389914506,40.960550126513894,108.6286417947947,27.0,191.0,876.0,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1994,,4,1,7,4.0,13.833333333333334,72.66666666666667,3.0000000000087823,12.592325705232366,108.85213768588964,12.0,83.0,872.0,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1994,12,,4,1,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1994,64,12,,4,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1994,132,64,12,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1994,231,132,64,12,69.33333333333333,,,60.177515180783054,,,208.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1994,223,231,132,64,142.33333333333334,,,83.97817176703337,,,427.0,,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1994,118,223,231,132,195.33333333333334,,,54.99393905998505,,,586.0,,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1994,83,118,223,231,190.66666666666666,130.0,,63.05817419917382,86.34581634335272,,572.0,780.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1994,25,83,118,223,141.33333333333334,141.83333333333334,,72.85830998131483,70.31761277707503,,424.0,851.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1994,30,25,83,118,75.33333333333333,135.33333333333334,,46.97162263892291,80.07662996571887,,226.0,812.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1994,9,30,25,83,46.0,118.33333333333333,,32.14031735997713,91.00695944083982,,138.0,710.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1995,10,9,30,25,21.333333333333332,81.33333333333333,,10.969655114605265,80.56963861571343,,64.0,488.0,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1995,6,10,9,30,16.333333333333332,45.833333333333336,,11.846237095946814,44.530513882804684,,49.0,275.0,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1995,29,6,10,9,8.333333333333334,27.166666666666668,78.58333333333333,2.0816659994792315,28.992527772973844,81.57813692554167,25.0,163.0,943.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1995,57,29,6,10,15.0,18.166666666666668,80.0,12.288205727446677,10.98028536362599,80.45665123078842,45.0,109.0,960.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1995,215,57,29,6,30.666666666666668,23.5,79.41666666666667,25.540817005988345,19.460215826141106,80.60843440341525,92.0,141.0,953.0,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1995,272,215,57,29,100.33333333333333,54.333333333333336,86.33333333333333,100.28625695145557,81.01769354077331,88.68671452553271,301.0,326.0,1036.0,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1995,97,272,215,57,181.33333333333334,98.16666666666667,89.75,111.3837211325486,115.42515612580588,95.30918585892395,544.0,589.0,1077.0,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1995,26,97,272,215,194.66666666666666,112.66666666666667,79.25,89.2543182895559,107.31386987089164,85.75665889862167,584.0,676.0,951.0,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1995,58,26,97,272,131.66666666666666,116.0,71.58333333333333,126.61095265944951,103.58378251444574,86.0892331282261,395.0,696.0,859.0,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1995,33,58,26,97,60.333333333333336,120.83333333333333,69.5,35.55746522649471,99.30038603483203,86.09033310741373,181.0,725.0,834.0,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1995,5,33,58,26,39.0,116.83333333333333,70.16666666666667,16.82260384126227,102.80742515337433,85.74468797045981,117.0,701.0,842.0,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1995,,5,33,58,32.0,81.83333333333333,68.08333333333333,26.51414716712672,98.35327481414464,87.10229966000098,96.0,491.0,817.0,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1996,1,,5,33,,,,,,,,,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1996,,1,,5,,,,,,,,,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1996,1,,1,,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1996,26,1,,1,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1996,56,26,1,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1996,124,56,26,1,27.666666666666668,,,27.537852736431507,,,83.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1996,89,124,56,26,68.66666666666667,,,50.21288015373524,,,206.0,,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1996,76,89,124,56,89.66666666666667,,,34.00490160746497,,,269.0,,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1996,14,76,89,124,96.33333333333333,62.0,,24.826061575154693,44.321552319385106,,289.0,372.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1996,7,14,76,89,59.666666666666664,64.16666666666667,,40.07908847932274,40.93124316053274,,179.0,385.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1996,2,7,14,76,32.333333333333336,61.0,,37.97806384392689,45.00666617291255,,97.0,366.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1996,2,2,7,14,7.666666666666667,52.0,,6.0277137733466075,51.18202809580713,,23.0,312.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1997,1,2,2,7,3.6666666666666665,31.666666666666668,,2.8867513459585123,39.83298465677228,,11.0,190.0,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1997,,1,2,2,1.6666666666666667,17.0,,0.5773502692419283,29.31211353689781,,5.0,102.0,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1997,4,,1,2,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1997,24,4,,1,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1997,120,24,4,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1997,34,120,24,4,49.333333333333336,,,62.010751755912324,,,148.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1997,148,34,120,24,59.333333333333336,,,52.776257288039865,,,178.0,,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1997,79,148,34,120,100.66666666666667,,,59.40819247657155,,,302.0,,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1997,17,79,148,34,87.0,68.16666666666667,,57.419508879822736,57.29368784313555,,261.0,409.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1997,3,17,79,148,81.33333333333333,70.33333333333333,,65.53116307020177,54.562502386406905,,244.0,422.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1997,1,3,17,79,33.0,66.83333333333333,,40.44749683231401,58.64952401057197,,99.0,401.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1997,32,1,3,17,7.0,47.0,,8.717797887084627,57.176918419935774,,21.0,282.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1998,,32,1,3,12.0,46.666666666666664,,17.349351572899092,57.27361230677403,,36.0,280.0,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1998,,,32,1,,,,,,,,,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1998,2,,,32,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1998,152,2,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1998,412,152,2,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1998,273,412,152,2,188.66666666666666,,,207.44477176668812,,,566.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1998,196,273,412,152,279.0,,,130.1038047099315,,,837.0,,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1998,540,196,273,412,293.6666666666667,,,109.47297992351048,,,881.0,,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1998,84,540,196,273,336.3333333333333,262.5,,180.5334687345627,191.8121476862193,,1009.0,1575.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1998,60,84,540,196,273.3333333333333,276.1666666666667,,237.6327699062849,171.3714289683863,,820.0,1657.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1998,10,60,84,540,228.0,260.8333333333333,,270.4662640700315,188.0110812337046,,684.0,1565.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1998,9,10,60,84,51.333333333333336,193.83333333333334,,37.75358702604801,194.87064085353305,,154.0,1163.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,1999,4,9,10,60,26.333333333333332,149.83333333333334,,29.160475533389096,203.0531129204048,,79.0,899.0,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,1999,,4,9,10,7.666666666666667,117.83333333333333,,3.214550253672674,209.35368797006336,,23.0,707.0,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,1999,6,,4,9,,,,,,,,,,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,1999,133,6,,4,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,1999,121,133,6,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,1999,213,121,133,6,86.66666666666667,,,70.11656960614498,,,260.0,,,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,1999,280,213,121,133,155.66666666666666,,,50.01333155602976,,,467.0,,,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,1999,427,280,213,121,204.66666666666666,,,79.82689605222889,,,614.0,,,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,1999,46,427,280,213,306.6666666666667,196.66666666666666,,109.46384486821823,145.8748321907061,,920.0,1180.0,,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,1999,84,46,427,280,251.0,203.33333333333334,,192.14838016491322,135.99803920155122,,753.0,1220.0,,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,1999,29,84,46,427,185.66666666666666,195.16666666666666,,209.8626534982662,142.38738239979926,,557.0,1171.0,,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,1999,28,29,84,46,53.0,179.83333333333334,,28.160255680657702,156.25033333297776,,159.0,1079.0,,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,2000,9,28,29,84,47.0,149.0,,32.04684071792435,166.32498309033429,,141.0,894.0,,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,2000,8,9,28,29,22.0,103.83333333333333,,11.269427669585244,160.3239428989527,,66.0,623.0,,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,2000,30,8,9,28,15.0,34.0,115.33333333333333,11.269427669585237,28.30547650190621,131.35125243084485,45.0,204.0,1384.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,2000,139,30,8,9,15.666666666666666,31.333333333333332,117.33333333333333,12.423096769056686,27.695968419006956,129.70759656265554,47.0,188.0,1408.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
5,2000,112,139,30,8,59.0,40.5,117.83333333333333,70.14983962918242,49.294015863996776,129.78502038044115,177.0,243.0,1414.0,0.49999999999999994,-0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
6,2000,261,112,139,30,93.66666666666667,54.333333333333336,117.08333333333333,56.76559991168373,56.53553454834079,129.79106169906194,281.0,326.0,1405.0,1.2246467991473532e-16,-1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
7,2000,197,261,112,139,170.66666666666666,93.16666666666667,121.08333333333333,79.38723658960141,98.94527106773039,133.69671127615896,512.0,559.0,1453.0,-0.4999999999999997,-0.8660254037844388,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
8,2000,74,197,261,112,190.0,124.5,114.16666666666667,74.74623736349554,96.7031540333612,126.6913452833183,570.0,747.0,1370.0,-0.8660254037844385,-0.5000000000000004,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
9,2000,12,74,197,261,177.33333333333334,135.5,84.75,95.03858865394282,83.67735655480512,79.7280890390469,532.0,813.0,1017.0,-1.0,-1.8369701987210297e-16,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
10,2000,16,12,74,197,94.33333333333333,132.5,81.91666666666667,94.161209281388,88.40531658220554,81.8073772327226,283.0,795.0,983.0,-0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
11,2000,5,16,12,74,34.0,112.0,76.25,34.6987031457952,100.08596305176854,83.97632242050577,102.0,672.0,915.0,-0.5000000000000004,0.8660254037844384,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
12,2000,1,5,16,12,11.0,94.16666666666667,74.25,5.567764362831641,109.20332717763979,85.47633909717096,33.0,565.0,891.0,-2.4492935982947064e-16,1.0,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
1,2001,4,1,5,16,7.333333333333333,50.833333333333336,72.0,7.767453465155195,76.42883400043883,87.14355971613743,22.0,305.0,864.0,0.49999999999999994,0.8660254037844387,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
2,2001,2,4,1,5,3.3333333333333335,18.666666666666668,71.58333333333333,2.0816659994705033,27.667068270176827,87.48346164050707,10.0,112.0,859.0,0.8660254037844386,0.5000000000000001,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
3,2001,28,2,4,1,2.3333333333333335,6.666666666666667,71.08333333333333,1.5275252316579104,5.988878581723174,87.89607327389382,7.0,40.0,853.0,1.0,6.123233995736766e-17,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
4,2001,79,28,2,4,11.333333333333334,9.333333333333334,70.91666666666667,14.468356276141092,10.614455552058391,87.98290984186895,34.0,56.0,851.0,0.8660254037844387,-0.4999999999999998,Alberta,1,0,0,0,0,0,0,0,0,0,0,0
