temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_mean (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),Year,Month,Jurisdiction_raw
-11.56989247311828,-6.860215053763441,76.34408602150538,64.79569892473118,0.5924731182795699,2.505376344086021,10.40967741935484,15.327956989247312,223.36559139784944,0.2891397849462365,1990,1,Alberta
-13.560714285714283,-6.180952380952381,71.39285714285714,52.85714285714285,0.4583333333333333,1.7976190476190477,10.897619047619049,16.297619047619047,206.7619047619048,0.5329761904761905,1990,2,Alberta
-2.1763440860215053,5.023655913978495,67.83870967741936,42.82795698924731,0.4881720430107527,1.8387096774193548,10.551612903225807,15.489247311827958,229.70967741935485,1.4066666666666667,1990,3,Alberta
2.7533333333333334,9.282222222222224,64.88888888888889,40.12222222222223,1.252222222222222,3.288888888888889,10.631111111111112,16.35222222222222,208.5,2.2212222222222224,1990,4,Alberta
9.98279569892473,16.177419354838708,65.13978494623656,39.204301075268816,1.8956989247311828,3.4838709677419355,10.33548387096774,16.073118279569893,186.46236559139783,3.4306451612903226,1990,5,Alberta
14.965555555555556,20.538888888888888,67.8,42.34444444444444,3.151111111111111,4.322222222222222,11.05,16.634444444444444,199.4111111111111,3.8896666666666655,1990,6,Alberta
17.40967741935484,22.996774193548383,69.2258064516129,43.60215053763441,2.3430107526881723,3.860215053763441,10.153763440860214,15.618279569892474,215.80645161290323,4.09,1990,7,Alberta
17.098924731182798,23.031182795698925,67.20430107526882,42.94623655913978,1.4763440860215054,3.193548387096774,10.633333333333333,15.938709677419356,193.989247311828,3.51,1990,8,Alberta
12.963333333333331,19.342222222222222,64.66666666666667,40.2,0.7711111111111111,1.522222222222222,11.93,17.976666666666667,231.9555555555556,2.7728888888888887,1990,9,Alberta
1.827956989247312,6.482795698924731,70.49462365591398,50.0,1.4118279569892471,3.946236559139785,12.621505376344086,18.659139784946237,219.989247311828,1.106666666666667,1990,10,Alberta
-7.914444444444444,-3.5166666666666666,72.2,58.94444444444444,1.007777777777778,3.655555555555556,11.917777777777776,17.186666666666667,221.5888888888889,0.4836666666666666,1990,11,Alberta
-16.313978494623658,-10.48279569892473,74.0,62.70967741935484,0.6311827956989248,2.838709677419355,12.229032258064516,17.6,229.76344086021507,0.2506451612903225,1990,12,Alberta
-14.073118279569892,-8.796774193548387,74.38709677419355,61.655913978494624,0.3473118279569892,1.5483870967741935,12.890322580645162,18.353763440860217,244.74193548387095,0.3241935483870968,1991,1,Alberta
-4.251190476190476,1.1523809523809525,75.09523809523809,58.46428571428572,0.6452380952380953,2.476190476190476,10.920238095238094,16.67142857142857,204.7142857142857,0.6772619047619048,1991,2,Alberta
-6.334408602150538,0.9064516129032258,67.86021505376344,45.2258064516129,0.4064516129032258,1.4838709677419355,10.045161290322582,15.09032258064516,205.6236559139785,1.2089247311827958,1991,3,Alberta
5.781111111111112,12.362222222222222,60.13333333333333,33.97777777777778,0.31,1.3888888888888888,9.842222222222222,14.87,173.94444444444443,2.715777777777778,1991,4,Alberta
10.953763440860214,17.220430107526884,62.16129032258065,36.44086021505377,2.0462365591397846,3.150537634408602,10.691397849462366,16.07204301075269,189.05376344086025,3.5022580645161288,1991,5,Alberta
14.136666666666663,19.00777777777778,73.13333333333334,48.65555555555556,4.702222222222222,6.222222222222222,10.396666666666668,16.24222222222222,213.5444444444444,3.430111111111111,1991,6,Alberta
17.227956989247314,22.776344086021503,67.47311827956989,41.784946236559136,2.3365591397849466,3.1505376344086025,11.104301075268818,16.938709677419357,232.989247311828,4.347311827956989,1991,7,Alberta
18.623655913978496,24.532258064516128,69.81720430107528,44.43010752688172,1.867741935483871,2.7526881720430105,9.753763440860215,14.511827956989247,185.01075268817203,3.7154838709677422,1991,8,Alberta
10.926666666666668,16.797777777777778,71.38888888888889,47.8,2.305555555555556,3.5111111111111115,11.862222222222222,18.166666666666668,233.1555555555556,2.1356666666666664,1991,9,Alberta
0.9268817204301072,6.318279569892473,71.01075268817205,49.655913978494624,1.5118279569892474,4.172043010752689,12.251612903225809,18.031182795698925,227.3010752688172,1.146989247311828,1991,10,Alberta
-7.436666666666666,-2.552222222222222,79.84444444444445,67.75555555555556,1.0055555555555555,3.2777777777777777,10.866666666666667,16.224444444444444,213.88888888888889,0.351,1991,11,Alberta
-9.36774193548387,-5.027956989247312,77.74193548387096,67.26881720430109,0.6935483870967742,2.365591397849462,11.591397849462364,16.81720430107527,202.04301075268816,0.3149462365591398,1991,12,Alberta
-7.641935483870968,-2.718279569892473,79.69892473118279,68.47311827956989,0.6526881720430108,2.043010752688172,10.94516129032258,16.02043010752688,199.2258064516129,0.317741935483871,1992,1,Alberta
-7.633333333333334,-1.5862068965517242,77.64367816091954,61.72413793103448,0.3919540229885057,1.632183908045977,10.282758620689656,14.59080459770115,182.70114942528733,0.6117241379310344,1992,2,Alberta
0.2064516129032258,7.186021505376344,67.49462365591398,44.50537634408602,0.3129032258064516,1.075268817204301,10.577419354838709,15.412903225806453,208.44086021505376,1.5301075268817204,1992,3,Alberta
4.344444444444445,11.645555555555555,63.64444444444444,37.077777777777776,1.0611111111111111,2.9,10.782222222222224,16.287777777777777,176.23333333333332,2.3956666666666666,1992,4,Alberta
9.249462365591398,15.4505376344086,61.61290322580645,35.935483870967744,1.9548387096774196,3.602150537634409,11.240860215053765,17.211827956989247,203.7311827956989,3.422043010752688,1992,5,Alberta
14.987777777777778,20.81,69.18888888888888,43.977777777777774,2.8211111111111107,4.2,11.03,16.813333333333333,189.14444444444445,3.811111111111111,1992,6,Alberta
15.568817204301077,20.6,72.3763440860215,46.70967741935484,2.5021505376344084,4.53763440860215,9.327956989247312,14.740860215053765,208.93548387096772,3.5905376344086024,1992,7,Alberta
14.943010752688172,20.983870967741936,67.06451612903226,40.903225806451616,1.81505376344086,3.172043010752688,10.390322580645162,15.973118279569894,198.7956989247312,3.421075268817204,1992,8,Alberta
7.20888888888889,12.97111111111111,74.27777777777779,50.6,2.835555555555556,5.533333333333333,11.836666666666668,17.587777777777777,227.2888888888889,1.6923333333333337,1992,9,Alberta
3.513978494623656,8.451612903225806,70.53763440860214,50.064516129032256,0.543010752688172,1.4623655913978495,12.680645161290323,17.976344086021506,209.91397849462365,1.2250537634408605,1992,10,Alberta
-3.15,0.5277777777777778,79.62222222222222,66.62222222222222,0.6466666666666666,2.788888888888889,11.35,15.81111111111111,218.0888888888889,0.4354444444444444,1992,11,Alberta
-17.065591397849463,-12.126881720430108,74.40860215053763,64.68817204301075,0.532258064516129,1.978494623655914,10.504301075268817,14.776344086021505,208.08602150537635,0.2080645161290322,1992,12,Alberta
-14.859139784946237,-9.21505376344086,74.76344086021506,61.193548387096776,0.2763440860215053,1.010752688172043,10.859139784946237,15.346236559139786,220.70967741935485,0.3024731182795699,1993,1,Alberta
-10.201190476190476,-3.685714285714286,72.26190476190476,53.845238095238095,0.1654761904761905,0.988095238095238,11.036904761904765,15.453571428571427,206.6190476190476,0.6076190476190477,1993,2,Alberta
-1.010752688172043,5.356989247311828,59.03225806451613,35.38709677419355,0.4150537634408602,1.4193548387096775,11.489247311827958,16.901075268817205,196.9032258064516,1.52505376344086,1993,3,Alberta
4.446666666666667,10.964444444444444,68.94444444444444,39.62222222222223,0.9866666666666668,3.2,8.996666666666666,13.751111111111111,165.4111111111111,2.3184444444444443,1993,4,Alberta
11.173118279569891,17.870967741935484,62.88172043010753,38.193548387096776,1.6010752688172043,2.7419354838709675,11.356989247311828,16.90752688172043,163.31182795698925,3.496989247311828,1993,5,Alberta
13.908888888888889,19.33555555555556,65.67777777777778,40.43333333333333,3.5644444444444447,4.488888888888889,12.07,18.332222222222224,179.47777777777776,3.748444444444445,1993,6,Alberta
14.578494623655914,19.4741935483871,78.25806451612904,54.107526881720425,3.731182795698925,6.623655913978495,9.69462365591398,15.008602150537634,231.8494623655914,3.2364516129032257,1993,7,Alberta
15.088172043010752,20.44301075268817,75.3225806451613,50.44086021505377,2.677419354838709,4.591397849462366,9.234408602150538,14.018279569892472,223.82795698924733,2.996989247311828,1993,8,Alberta
10.156666666666666,16.13,71.18888888888888,47.01111111111111,1.722222222222222,4.0,11.356666666666666,16.912222222222223,255.32222222222225,2.148,1993,9,Alberta
3.823655913978495,9.416129032258064,74.98924731182795,53.68817204301075,0.667741935483871,1.5698924731182795,10.973118279569894,16.25698924731183,218.7311827956989,1.1326881720430109,1993,10,Alberta
-5.518888888888889,-0.648888888888889,74.6,60.81111111111111,1.0833333333333333,3.0222222222222217,12.05888888888889,17.474444444444444,229.92222222222225,0.487,1993,11,Alberta
-7.737634408602151,-2.650537634408602,79.93548387096774,69.17204301075269,0.4075268817204301,1.7741935483870968,11.620430107526882,16.94516129032258,224.66666666666669,0.2891397849462365,1993,12,Alberta
-17.549462365591395,-13.406451612903227,77.24731182795698,66.7741935483871,1.2946236559139783,5.365591397849463,9.736559139784946,14.063440860215051,182.3010752688172,0.1853763440860215,1994,1,Alberta
-18.97738095238095,-13.401190476190475,70.67857142857143,54.36904761904761,0.6130952380952381,2.821428571428572,10.546428571428573,14.802380952380952,174.88095238095238,0.3344047619047619,1994,2,Alberta
-1.1741935483870969,5.1,71.47311827956989,48.96774193548387,0.535483870967742,1.4408602150537635,11.943010752688172,18.03440860215054,230.83870967741936,1.403010752688172,1994,3,Alberta
4.373333333333333,11.323333333333332,58.322222222222216,34.65555555555556,0.3788888888888889,1.5,10.505555555555556,15.925555555555556,173.4111111111111,2.612222222222222,1994,4,Alberta
10.708602150537631,17.234408602150538,63.795698924731184,37.40860215053764,1.967741935483871,3.827956989247312,10.901075268817204,17.046236559139786,194.63440860215056,3.453010752688172,1994,5,Alberta
14.434444444444445,19.65333333333333,69.93333333333334,44.88888888888889,3.6944444444444446,5.433333333333334,11.595555555555556,17.55222222222222,182.26666666666668,3.6876666666666655,1994,6,Alberta
17.576344086021507,22.76881720430108,73.34408602150538,49.08602150537634,3.1806451612903226,4.623655913978495,10.496774193548388,15.717204301075268,216.1935483870968,3.947634408602151,1994,7,Alberta
16.879569892473118,22.4,70.93548387096774,45.94623655913978,1.5387096774193547,2.806451612903226,9.43763440860215,14.227956989247312,180.7311827956989,3.4386021505376343,1994,8,Alberta
13.10777777777778,19.308888888888887,66.71111111111111,43.87777777777777,1.1922222222222223,2.377777777777778,11.85777777777778,17.63888888888889,206.06666666666663,2.6318888888888887,1994,9,Alberta
4.333333333333334,8.98279569892473,72.44086021505376,52.064516129032256,0.9172043010752688,2.032258064516129,12.4,18.25268817204301,210.2150537634409,1.200752688172043,1994,10,Alberta
-5.423333333333333,-1.332222222222222,69.13333333333334,55.37777777777777,0.4755555555555555,1.9555555555555555,11.032222222222222,15.912222222222224,203.35555555555555,0.5305555555555556,1994,11,Alberta
-11.748387096774191,-6.887096774193548,78.16129032258064,67.80645161290323,0.4494623655913978,1.4731182795698927,11.056989247311828,15.191397849462366,208.38709677419357,0.2247311827956989,1994,12,Alberta
-12.141935483870968,-6.8247311827956985,79.46236559139786,66.98924731182795,0.1419354838709677,0.4623655913978495,8.537634408602152,11.956989247311828,184.44086021505376,0.2427956989247311,1995,1,Alberta
-10.45,-4.351190476190476,73.92857142857143,56.44047619047619,0.5821428571428572,1.8214285714285716,11.282142857142857,16.267857142857142,232.5,0.5320238095238096,1995,2,Alberta
-5.391397849462366,1.4494623655913978,70.34408602150538,47.774193548387096,0.656989247311828,2.010752688172043,10.466666666666669,15.343010752688173,159.08602150537635,1.1804301075268815,1995,3,Alberta
1.9288888888888889,8.077777777777778,67.33333333333333,40.68888888888889,1.098888888888889,3.633333333333333,11.276666666666667,16.884444444444444,157.0,2.0411111111111118,1995,4,Alberta
10.325806451612904,17.166666666666664,59.39784946236559,32.58064516129032,0.964516129032258,2.2795698924731185,9.829032258064515,15.390322580645162,185.7311827956989,3.74989247311828,1995,5,Alberta
15.77,21.59777777777778,67.23333333333333,41.15555555555556,2.9033333333333333,4.444444444444445,10.03888888888889,15.406666666666666,193.6,4.058111111111112,1995,6,Alberta
15.727956989247312,20.570967741935487,74.26881720430109,47.56989247311828,3.0612903225806454,5.602150537634408,9.5752688172043,14.464516129032257,214.46236559139783,3.4797849462365598,1995,7,Alberta
13.296774193548387,18.153763440860214,75.93548387096774,51.84946236559139,3.364516129032258,4.913978494623656,10.738709677419354,15.927956989247312,222.83870967741936,2.7115053763440864,1995,8,Alberta
12.40111111111111,18.66,67.13333333333334,42.74444444444444,0.3711111111111111,1.1777777777777778,10.722222222222223,15.66,201.9333333333333,2.6373333333333333,1995,9,Alberta
3.838709677419355,8.298924731182796,73.63440860215053,52.50537634408602,1.1612903225806452,3.2795698924731185,11.262365591397849,16.76989247311828,224.78494623655916,1.1118279569892473,1995,10,Alberta
-9.155555555555557,-5.222222222222222,76.97777777777779,65.22222222222223,1.1922222222222223,3.8666666666666663,10.863333333333332,15.573333333333332,164.4111111111111,0.3601111111111111,1995,11,Alberta
-15.425806451612903,-11.058064516129033,78.13978494623656,67.95698924731182,0.4870967741935483,1.8602150537634408,10.59462365591398,14.753763440860215,202.93548387096772,0.1632258064516129,1995,12,Alberta
-20.87741935483871,-16.287096774193547,72.96774193548387,61.58064516129032,0.9365591397849462,3.795698924731183,9.941935483870967,14.435483870967742,199.0752688172043,0.2034408602150537,1996,1,Alberta
-10.07816091954023,-3.7091954022988505,74.06896551724138,54.689655172413794,0.5045977011494254,2.1724137931034484,10.886206896551723,15.85057471264368,196.20689655172413,0.5587356321839081,1996,2,Alberta
-8.444086021505376,-2.001075268817204,69.94623655913979,48.913978494623656,0.6784946236559141,3.365591397849462,11.155913978494622,17.56989247311828,186.4301075268817,0.9638709677419356,1996,3,Alberta
2.612222222222222,9.042222222222222,68.66666666666667,41.93333333333333,1.1577777777777778,4.466666666666667,10.803333333333336,16.02888888888889,177.07777777777775,2.1727777777777777,1996,4,Alberta
6.573118279569892,12.151612903225804,68.90322580645162,44.44086021505377,2.29247311827957,6.290322580645161,9.64516129032258,14.50967741935484,143.31182795698925,2.5834408602150534,1996,5,Alberta
13.426666666666668,18.747777777777777,70.92222222222222,45.8,3.6766666666666663,6.455555555555555,10.875555555555556,16.74111111111111,203.92222222222225,3.577111111111111,1996,6,Alberta
16.21505376344086,21.293548387096774,74.3763440860215,49.064516129032256,3.365591397849462,6.655913978494624,10.63548387096774,16.006451612903227,205.80645161290323,3.617849462365592,1996,7,Alberta
16.635483870967743,22.5505376344086,70.38709677419355,45.903225806451616,2.8107526881720437,4.397849462365592,11.301075268817206,17.103225806451615,208.0752688172043,3.5084946236559142,1996,8,Alberta
9.307777777777778,13.713333333333336,76.1,53.02222222222223,3.4,7.466666666666667,12.283333333333331,17.673333333333336,200.4333333333333,1.7114444444444443,1996,9,Alberta
2.020430107526882,6.97741935483871,75.47311827956989,55.96774193548387,1.3580645161290323,4.741935483870968,11.179569892473118,16.903225806451612,211.78494623655916,1.0165591397849465,1996,10,Alberta
-11.674444444444443,-7.945555555555556,79.82222222222222,68.17777777777778,1.356666666666667,6.811111111111112,10.508888888888889,14.25777777777778,182.94444444444443,0.2724444444444444,1996,11,Alberta
-17.21720430107527,-13.216129032258063,77.23655913978494,67.6021505376344,0.7419354838709677,3.5376344086021505,10.880645161290325,15.529032258064516,207.6451612903226,0.1620430107526881,1996,12,Alberta
