time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_mean (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),Year,Month
1990-01-01,-1.0741935483870966,2.661290322580645,79.3978494623656,66.66666666666666,3.6763440860215053,5.225806451612903,17.876344086021504,26.23225806451613,222.50537634408605,0.6246236559139785,1990,1
1990-02-01,-4.083333333333334,-0.01547619047619037,75.19047619047619,58.273809523809526,3.685714285714286,4.892857142857143,18.633333333333333,26.596428571428568,237.98809523809524,0.8060714285714285,1990,2
1990-03-01,-0.5247311827956989,3.225806451612903,71.40860215053763,54.68817204301075,1.6623655913978495,2.827956989247312,16.130107526881723,23.18924731182796,234.78494623655914,1.3664516129032258,1990,3
1990-04-01,4.8100000000000005,8.45,78.17777777777778,60.766666666666666,4.403333333333333,4.822222222222222,16.47888888888889,23.034444444444443,195.16666666666666,1.911111111111111,1990,4
1990-05-01,8.402150537634409,11.94516129032258,79.36559139784947,61.03225806451613,4.863440860215054,5.505376344086021,15.750537634408602,22.913978494623656,179.67741935483872,2.4188172043010754,1990,5
1990-06-01,14.626666666666667,18.36111111111111,83.87777777777778,67.4888888888889,2.8777777777777778,3.744444444444445,13.145555555555555,17.925555555555555,189.73333333333332,3.0534444444444446,1990,6
1990-07-01,18.348387096774193,21.9,81.63440860215053,64.46236559139784,2.7053763440860212,3.225806451612903,11.83763440860215,16.470967741935485,216.6989247311828,3.560967741935484,1990,7
1990-08-01,19.565591397849463,23.18387096774193,83.17204301075269,65.70967741935483,2.159139784946236,2.161290322580645,11.148387096774194,15.940860215053762,207.91397849462365,3.34247311827957,1990,8
1990-09-01,14.958888888888888,18.195555555555554,81.56666666666666,64.07777777777777,3.0055555555555555,2.7555555555555555,12.437777777777777,18.566666666666666,202.0,2.327,1990,9
1990-10-01,11.94516129032258,14.576344086021505,81.33333333333334,68.19354838709677,4.476344086021506,4.720430107526882,17.934408602150537,25.149462365591397,202.50537634408605,1.4803225806451612,1990,10
