Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollStd_3,RollSum_3,is_summer,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,temperature_2m_max (°C)_lag1,relative_humidity_2m_min (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,summer_temp,summer_dryness,summer_lag,pre_summer_heat,spring_dryness
7,2005,15,39,12,155,68.66666666666667,75.97587336341276,206.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.18222222222222,82.9,18.504444444444445,67.13333333333334,3.167222222222222,18.504444444444445,0.0464856490541422,39,21.14824372759856,5.152440860215052
8,2005,41,15,39,12,22.0,14.798648586948714,66.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.866666666666667,83.40860215053763,21.57741935483871,66.1505376344086,3.379569892473118,21.57741935483871,0.050328262610088076,15,37.78064516129032,7.112351254480284
9,2005,22,41,15,39,31.666666666666668,14.468356276140437,95.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.74301075268817,82.0752688172043,22.437634408602147,63.67741935483871,3.283763440860215,0.0,0.0,0,50.82917562724014,8.426254480286737
10,2005,2,22,41,15,26.0,13.453624047073676,78.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,16.495555555555555,79.16666666666667,19.852222222222224,62.36666666666667,2.652888888888889,0.0,0.0,0,62.51949820788529,9.830555555555554
1,2006,1,,2,22,,,,0,0.49999999999999994,0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,6.181111111111111,79.01111111111112,9.393333333333334,64.73333333333333,0.9847777777777778,0.0,0.0,,56.19415770609318,7.275146953405017
3,2006,87,1,,2,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-0.0333333333333333,79.33333333333334,3.197849462365592,67.04301075268818,0.667741935483871,0.0,0.0,0,43.14985663082436,4.976161290322579
4,2006,69,87,1,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-0.1548387096774194,70.88172043010753,3.609677419354839,52.13978494623656,1.555268817204301,0.0,0.0,0,26.495483870967735,2.9910143369175604
5,2006,29,69,87,1,52.333333333333336,45.35783651513079,157.0,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,5.133333333333334,76.31111111111112,8.725555555555555,58.18888888888889,2.041888888888889,0.0,0.0,0,16.20086021505376,3.2077885304659475
6,2006,1,29,69,87,61.666666666666664,29.687258770949736,185.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.521505376344086,80.46236559139786,14.394623655913978,62.84946236559139,2.7408602150537638,14.394623655913978,0.04292691141798586,29,15.53308243727598,4.264899641577059
7,2006,6,1,29,69,33.0,34.176014981270114,99.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,15.006666666666666,90.46666666666668,18.206666666666667,78.12222222222222,2.304111111111111,18.206666666666667,0.029120909984552735,1,26.729856630824365,6.338017921146951
8,2006,10,6,1,29,12.0,14.933184523068048,36.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.05268817204301,85.51612903225806,22.437634408602158,69.45161290322581,3.43494623655914,22.437634408602158,0.048756105006105006,6,41.3268458781362,7.086860215053762
9,2006,12,10,6,1,5.666666666666667,4.509249752822794,17.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.34193548387097,79.6774193548387,20.54301075268817,60.97849462365591,3.1993548387096777,0.0,0.0,0,55.03892473118279,8.479917562724014
10,2006,1,12,10,6,9.333333333333334,3.055050463303746,28.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,15.197777777777778,81.25555555555555,18.62333333333333,63.56666666666667,2.417111111111111,0.0,0.0,0,61.18731182795699,8.938412186379926
3,2007,18,,,1,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-2.681720430107527,74.8494623655914,1.0494623655913975,60.795698924731184,0.6543010752688173,0.0,0.0,,40.99419354838709,4.759982078853045
4,2007,148,18,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-0.8602150537634409,72.9247311827957,2.596774193548387,55.344086021505376,1.3301075268817204,0.0,0.0,0,23.420322580645156,2.9971720430107505
5,2007,165,148,18,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,2.8800000000000003,74.04444444444445,6.135555555555555,56.477777777777774,1.8736666666666664,0.0,0.0,0,12.976236559139778,2.756741935483869
6,2007,16,165,148,18,110.33333333333333,80.41351461870904,331.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,8.858064516129033,75.83870967741936,12.86989247311828,58.50537634408602,2.7795698924731185,12.86989247311828,0.04671123960968559,165,9.781792114695332,3.8580752688172018
7,2007,15,16,165,148,109.66666666666667,81.561837481345,329.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,13.812222222222225,83.14444444444445,17.512222222222224,67.37777777777778,3.004555555555556,17.512222222222224,0.043940526486837835,16,21.602222222222217,5.9833440860215035
8,2007,19,15,16,165,65.33333333333333,86.3153134347164,196.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.567741935483873,86.87096774193549,21.09354838709677,71.33333333333334,3.0506451612903223,21.09354838709677,0.04217481789802288,15,36.517670250896046,7.657792114695338
9,2007,2,19,15,16,16.666666666666668,2.0816659994659186,50.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.07849462365592,82.51612903225806,21.636559139784943,64.45161290322581,3.279677419354839,0.0,0.0,0,51.475663082437265,8.834770609318994
10,2007,3,2,19,15,12.0,8.888194417315535,36.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,15.502222222222224,79.13333333333334,18.871111111111112,62.17777777777778,2.671777777777778,0.0,0.0,0,60.242329749103924,9.334878136200714
11,2007,1,3,2,19,8.0,9.539392014169405,24.0,0,-0.5000000000000004,0.8660254037844384,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,11.191397849462366,79.16129032258064,14.204301075268816,64.03225806451613,1.6055913978494625,0.0,0.0,0,61.601218637992815,9.002100358422936
3,2008,2,,1,3,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-1.998924731182796,79.21505376344085,1.20752688172043,66.9247311827957,0.6012903225806452,0.0,0.0,,40.90430107526881,5.174035842293905
4,2008,136,2,,1,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-0.910752688172043,70.54838709677419,2.824731182795699,53.75268817204301,1.2880645161290325,0.0,0.0,0,23.240716845878126,3.103548387096772
5,2008,45,136,2,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,5.236666666666666,75.46666666666667,9.562222222222225,56.32222222222222,2.218777777777778,0.0,0.0,0,11.861146953405008,2.7860215053763424
6,2008,37,45,136,2,61.0,68.4178339323893,183.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,8.840860215053763,75.82795698924731,12.933333333333334,57.064516129032256,2.778494623655914,12.933333333333334,0.047851851851851854,45,13.594480286738344,4.108132616487453
7,2008,19,37,45,136,72.66666666666667,54.99393905998491,218.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.854444444444445,82.36666666666666,18.81222222222222,66.41111111111111,3.159333333333333,18.81222222222222,0.046866655678259435,37,25.32028673835125,6.285336917562722
8,2008,2,19,37,45,33.666666666666664,13.31665623695876,101.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.538709677419355,86.76344086021506,23.12688172043011,70.02150537634408,3.342795698924731,23.12688172043011,0.04706737320211961,19,41.30777777777777,8.156605734767023
9,2008,3,2,19,37,19.333333333333332,17.502380790433403,58.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.668817204301074,86.59139784946237,20.60322580645161,71.68817204301075,2.5715053763440863,0.0,0.0,0,54.872437275985654,9.280623655913976
10,2008,2,3,2,19,8.0,9.539392014169378,24.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.963333333333331,81.63333333333334,17.82111111111111,66.5111111111111,2.2093333333333334,0.0,0.0,0,62.542329749103935,9.073634408602148
11,2008,1,2,3,2,2.3333333333333335,0.5773502691881436,7.0,0,-0.5000000000000004,0.8660254037844384,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,9.748387096774191,78.6236559139785,12.283870967741937,62.86021505376344,1.532150537634409,0.0,0.0,0,61.55121863799282,8.123634408602149
3,2009,4,,1,2,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-5.670967741935484,77.36559139784947,-1.770967741935484,64.95698924731182,0.5351612903225806,-0.0,0.0,,37.95609318996415,4.611817204301073
4,2009,104,4,,1,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-0.9795698924731184,75.83870967741936,2.7440860215053764,59.44086021505377,1.2476344086021507,0.0,0.0,0,18.364014336917553,2.9376451612903205
5,2009,46,104,4,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,5.361111111111112,75.83333333333333,9.177777777777775,57.61111111111111,2.1847777777777777,0.0,0.0,0,8.824229390680992,2.6531290322580627
6,2009,8,46,104,4,51.333333333333336,50.21288015373479,154.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.086021505376344,81.41935483870968,13.796774193548387,63.73118279569893,2.5013978494623657,13.796774193548387,0.038642857142857145,46,10.150896057347657,3.967573476702507
7,2009,7,8,46,104,52.666666666666664,48.345975358175714,158.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.472222222222223,82.73333333333333,17.896666666666665,67.82222222222222,2.8161111111111112,17.896666666666665,0.04091863093316112,8,25.71863799283153,5.933810035842292
8,2009,14,7,8,46,20.333333333333332,22.23360819420303,61.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.43333333333333,86.55913978494624,20.39569892473118,72.04301075268818,2.82010752688172,20.39569892473118,0.03860886206388929,7,40.87121863799281,7.502286738351252
9,2009,7,14,7,8,9.666666666666666,3.7859388971999715,29.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.32365591397849,84.11827956989247,22.659139784946237,67.13978494623656,3.18494623655914,0.0,0.0,0,52.08913978494623,8.137616487455196
3,2010,59,,,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-2.560215053763441,81.03225806451613,-0.089247311827957,69.80645161290323,0.5523655913978495,-0.0,0.0,,38.31896057347669,4.879609318996414
4,2010,114,59,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,2.218279569892473,74.6774193548387,5.661290322580645,57.55913978494623,1.5398924731182797,0.0,0.0,0,20.3863799283154,2.8841971326164852
5,2010,63,114,59,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,6.826666666666667,78.24444444444445,10.756666666666666,58.96666666666667,2.170333333333333,0.0,0.0,0,15.249820788530453,3.039035842293905
6,2010,9,63,114,59,78.66666666666667,30.6648550189518,236.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.670967741935485,73.30107526881721,14.6247311827957,53.62365591397849,3.1847311827956992,14.6247311827957,0.058303149606299225,63,16.328709677419344,4.2625913978494605
11,2010,5,,,,,,,0,-0.5000000000000004,0.8660254037844384,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.689247311827955,77.83870967741936,13.181720430107529,62.97849462365591,1.6383870967741936,0.0,0.0,,64.3364157706093,9.248444444444443
3,2011,20,,5,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-2.6655913978494628,81.10752688172043,0.1150537634408602,69.54838709677419,0.536236559139785,0.0,0.0,,40.22394265232974,4.817942652329747
4,2011,62,20,,5,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,0.0473118279569892,72.26881720430109,3.868817204301076,57.12903225806452,1.409032258064516,0.0,0.0,0,21.310107526881712,3.0690681003584213
5,2011,9,62,20,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,5.275555555555555,78.01111111111112,8.601111111111111,59.66666666666666,1.7502222222222223,0.0,0.0,0,11.997204301075259,2.8397132616487433
6,2011,6,9,62,20,30.333333333333332,27.970222261064237,91.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.625806451612902,87.04301075268818,14.016129032258064,74.21505376344085,1.9337634408602151,14.016129032258064,0.025709792709077917,9,12.584982078853036,3.6954910394265212
7,2011,8,6,9,62,25.666666666666668,31.50132272355136,77.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,13.497777777777776,82.68888888888888,16.945555555555554,67.66666666666667,2.838888888888889,16.945555555555554,0.04134304207119741,6,26.48605734767024,5.093017921146952
8,2011,7,8,6,9,7.666666666666667,1.52752523165191,23.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.004301075268817,82.68817204301075,21.596774193548388,66.1505376344086,3.438064516129032,21.596774193548388,0.05119935948759008,8,39.56279569892472,6.5228745519713245
9,2011,2,7,8,6,7.0,0.9999999999999413,21.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.18817204301076,86.12903225806451,21.365591397849464,70.98924731182795,2.8398924731182795,0.0,0.0,0,52.55845878136199,8.210716845878133
3,2012,72,,,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-1.3935483870967742,74.81720430107528,2.358064516129032,59.204301075268816,0.6958064516129032,0.0,0.0,,43.349032258064504,5.004720430107525
4,2012,157,72,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,2.1688172043010754,73.27956989247312,6.060215053763441,56.053763440860216,1.6258064516129032,0.0,0.0,0,26.107096774193536,3.249860215053762
5,2012,35,157,72,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,6.271111111111111,75.72222222222221,9.973333333333333,56.71111111111111,2.2302222222222223,0.0,0.0,0,18.271612903225794,3.3706129032258048
6,2012,22,35,157,72,88.0,62.55397669213365,264.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,11.258064516129032,79.0752688172043,15.189247311827955,61.36559139784946,2.7331182795698923,15.189247311827955,0.043824137931034485,35,18.391612903225795,4.551835125448028
7,2012,32,22,35,157,71.33333333333333,74.47370900749695,214.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,13.967777777777776,82.86666666666666,17.30666666666667,67.25555555555556,2.9776666666666665,17.30666666666667,0.04362526452873188,22,31.222795698924717,6.589146953405017
8,2012,26,32,22,35,29.666666666666668,6.80685928555398,89.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.061290322580643,80.54838709677419,22.73010752688172,62.08602150537634,3.917311827956989,22.73010752688172,0.06209476734276462,32,42.46924731182794,7.941007168458779
9,2012,9,26,32,22,26.666666666666668,5.033222956847073,80.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.866666666666667,85.80645161290323,23.063440860215056,69.45161290322581,3.099032258064516,0.0,0.0,0,55.22602150537634,9.628096774193546
3,2013,3,,,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-4.002150537634408,76.9247311827957,0.0634408602150537,65.2258064516129,0.6102150537634409,0.0,0.0,,41.324480286738336,4.792462365591396
4,2013,59,3,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,0.3236559139784946,77.76344086021506,2.998924731182796,61.98924731182796,1.2890322580645162,0.0,0.0,0,22.149032258064505,3.1154551971326145
5,2013,85,59,3,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,4.477777777777778,76.16666666666667,8.13888888888889,57.9,1.9623333333333333,0.0,0.0,0,10.782365591397838,2.8516917562723996
6,2013,2,85,59,3,49.0,41.90465367951393,147.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.13010752688172,83.06451612903226,13.807526881720433,66.04301075268818,2.437956989247312,13.807526881720433,0.03636407377706496,85,11.201254480286728,3.8615806451612884
7,2013,6,2,85,59,48.666666666666664,42.45389656242797,146.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,15.057777777777778,84.03333333333333,18.50111111111111,68.3,2.907777777777778,18.50111111111111,0.04195927529260863,2,24.94534050179211,5.689322580645159
8,2013,17,6,2,85,31.0,46.80811895387381,93.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,20.05806451612903,85.25806451612904,23.32903225806452,69.40860215053763,3.35247311827957,23.32903225806452,0.047614538790470375,6,40.44752688172042,7.308068100358421
9,2013,2,17,6,2,8.333333333333334,7.767453465154082,25.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.418279569892476,81.3225806451613,21.9741935483871,63.516129032258064,3.40247311827957,0.0,0.0,0,55.63767025089605,8.698207885304658
3,2014,1,,,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-3.1236559139784945,79.50537634408602,0.7182795698924731,67.41935483870968,0.5488172043010754,0.0,0.0,,39.323333333333316,4.870050179211468
4,2014,41,1,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-3.0086021505376346,74.11827956989247,1.021505376344086,58.107526881720425,1.12247311827957,0.0,0.0,0,21.71161290322579,3.26353405017921
5,2014,71,41,1,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,4.455555555555555,78.8,8.16,61.35555555555555,1.828111111111111,0.0,0.0,0,9.166451612903211,2.640845878136199
6,2014,23,71,41,1,37.666666666666664,35.11884584284246,113.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,9.101075268817205,79.44086021505376,13.166666666666668,60.82795698924731,2.596344086021505,13.166666666666668,0.04199304347826086,71,9.899784946236544,3.4994014336917547
7,2014,13,23,71,41,45.0,24.248711305964278,135.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.806666666666668,79.42222222222222,18.952222222222225,61.96666666666667,3.4114444444444443,18.952222222222225,0.05417857773072172,23,22.348172043010738,5.546928315412184
8,2014,10,13,23,71,35.666666666666664,31.005375877955963,107.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.106451612903225,84.35483870967742,22.50967741935484,68.95698924731182,3.4413978494623656,22.50967741935484,0.049193052566861364,13,40.27888888888888,7.8358996415770585
9,2014,8,10,13,23,15.333333333333334,6.806859285554102,46.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.13010752688172,82.49462365591398,21.413978494623656,65.12903225806451,3.154408602150537,0.0,0.0,0,54.62856630824372,9.449186379928314
10,2014,5,8,10,13,10.333333333333334,2.516611478423772,31.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,15.65,78.0,19.19888888888889,60.14444444444444,2.651222222222222,0.0,0.0,0,62.87587813620071,10.007250896057345
4,2015,1,,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-3.2301075268817208,75.96774193548387,0.1193548387096774,60.37634408602151,1.0993548387096774,0.0,0.0,,23.78860215053762,2.906562724014335
5,2015,204,1,,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,2.2155555555555555,80.23333333333333,5.415555555555556,62.72222222222222,1.6827777777777777,0.0,0.0,0,8.902580645161276,2.5893584229390663
6,2015,6,204,1,,,,,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,10.303225806451612,75.89247311827957,14.78494623655914,56.9247311827957,2.949462365591398,14.78494623655914,0.050918878782253575,204,5.804802867383499,3.4086917562723995
7,2015,12,6,204,1,70.33333333333333,115.78572162979913,211.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,13.045555555555556,81.21111111111112,16.42,64.75555555555556,3.006666666666667,16.42,0.045724907063197026,6,20.31985663082436,5.731594982078851
8,2015,8,12,6,204,74.0,112.6232658024087,222.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,17.87741935483871,83.68817204301075,21.404301075268812,66.70967741935483,3.367741935483872,21.404301075268812,0.04973797046212484,12,36.62050179211468,7.638906810035841
9,2015,18,8,12,6,8.666666666666666,3.055050463303895,26.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.69677419354839,86.17204301075269,22.99247311827957,69.66666666666666,3.1768817204301074,0.0,0.0,0,52.60924731182794,9.323870967741936
3,2016,1,,,,,,,0,1.0,6.123233995736766e-17,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-2.286021505376344,78.43010752688173,0.4548387096774193,67.12903225806451,0.641505376344086,0.0,0.0,,42.13781362007167,5.2603082437275965
4,2016,104,1,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,0.3032258064516129,72.66666666666666,4.118279569892473,55.17204301075269,1.3247311827956991,0.0,0.0,0,21.844874551971312,3.214035842293905
5,2016,59,104,1,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,4.196666666666667,71.24444444444445,7.887777777777777,52.3,2.178,0.0,0.0,0,13.030896057347658,2.9713476702508945
6,2016,28,59,104,1,54.666666666666664,51.63655036244514,164.0,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,9.99462365591398,79.72043010752688,13.986021505376344,63.107526881720425,2.615698924731183,13.986021505376344,0.04080174438108018,59,12.460896057347659,4.144236559139784
7,2016,15,28,59,104,63.666666666666664,38.21430796617066,191.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.06,79.31111111111112,17.763333333333332,62.333333333333336,3.3056666666666668,17.763333333333332,0.052194736842105266,28,25.992078853046586,6.11843010752688
8,2016,38,15,28,59,34.0,22.605309110914654,102.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.61720430107527,82.50537634408602,22.16021505376344,65.59139784946237,3.5393548387096776,22.16021505376344,0.0531503310188923,15,39.63713261648744,8.099365591397849
9,2016,22,38,15,28,27.0,11.53256259467085,81.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,19.16344086021505,80.6236559139785,22.60430107526882,63.215053763440864,3.310215053763441,0.0,0.0,0,53.9095698924731,9.460720430107525
10,2016,4,22,38,15,25.0,11.78982612255165,75.0,0,-0.8660254037844386,0.5000000000000001,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,16.265555555555554,80.64444444444445,19.384444444444444,63.88888888888889,2.433333333333333,0.0,0.0,0,62.52784946236558,10.155236559139784
4,2017,82,,,,,,,0,0.8660254037844387,-0.4999999999999998,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,-2.221505376344086,68.61290322580645,1.7344086021505376,50.72043010752688,1.2586021505376344,0.0,0.0,,24.719247311827942,3.14348028673835
5,2017,44,82,,,,,,0,0.49999999999999994,-0.8660254037844387,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,5.2988888888888885,77.64444444444445,9.792222222222222,58.422222222222224,2.006,0.0,0.0,0,12.241827956989233,2.8446630824372745
6,2017,11,44,82,,,,,1,1.2246467991473532e-16,-1.0,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,9.793548387096775,79.11827956989247,13.90537634408602,60.74193548387097,2.477204301075269,13.90537634408602,0.040121908742598404,44,13.670716845878122,3.986107526881719
7,2017,12,11,44,82,45.666666666666664,35.52933060632206,137.0,1,-0.4999999999999997,-0.8660254037844388,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,14.59888888888889,80.26666666666667,18.71333333333333,62.62222222222223,3.264777777777778,18.71333333333333,0.051315054139015014,11,25.432007168458767,5.741806451612902
8,2017,15,12,11,44,22.333333333333332,18.770544300401465,67.0,1,-0.8660254037844385,-0.5000000000000004,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.16021505376344,81.31182795698925,22.070967741935487,62.86021505376344,3.496881720430108,22.070967741935487,0.05475837683111636,12,42.41093189964156,7.747982078853045
9,2017,7,15,12,11,12.666666666666666,2.081665999466305,38.0,0,-1.0,-1.8369701987210297e-16,Nova Scotia,0,0,0,0,0,0,1,0,0,0,0,0,18.3752688172043,81.16129032258064,22.30322580645161,61.72043010752688,3.24,0.0,0.0,0,54.68967741935482,9.238863799283154
