Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollStd_3,RollSum_3,is_summer,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,temperature_2m_max (°C)_lag1,relative_humidity_2m_min (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,summer_temp,summer_dryness,summer_lag,pre_summer_heat,spring_dryness
9,2016,43,325,206,164,231.66666666666666,83.51247411814212,695.0,0,-1.0,-1.8369701987210297e-16,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,18.02795698924731,63.64516129032258,24.134408602150536,37.01075268817204,3.638709677419355,0.0,0.0,0,63.081290322580635,11.673021505376344
10,2016,12,43,325,206,191.33333333333334,141.57094805550105,574.0,0,-0.8660254037844386,0.5000000000000001,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,11.422222222222222,71.85555555555555,16.804444444444446,44.68888888888889,2.1327777777777777,0.0,0.0,0,68.41677419354838,11.596892473118277
11,2016,3,12,43,325,126.66666666666667,172.45965711821825,380.0,0,-0.5000000000000004,0.8660254037844384,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,3.970967741935484,83.12903225806451,7.880645161290323,63.494623655913976,0.8731182795698925,0.0,0.0,0,63.66788530465949,9.632670250896055
1,2017,1,,3,12,,,,0,0.49999999999999994,0.8660254037844387,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,-10.764516129032256,77.6021505376344,-6.875268817204301,66.17204301075269,0.241505376344086,-0.0,0.0,,29.507311827956972,3.5196738351254453
2,2017,2,1,,3,,,,0,0.8660254037844386,0.5000000000000001,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,-7.561290322580645,76.56989247311827,-3.434408602150538,63.795698924731184,0.384516129032258,-0.0,0.0,0,5.827598566308226,1.6284014336917536
3,2017,10,2,1,,,,,0,1.0,6.123233995736766e-17,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,-6.672619047619047,72.26190476190476,-1.4214285714285717,52.773809523809526,0.6707142857142857,-0.0,0.0,0,-5.487455197132634,1.1397992831541193
4,2017,40,10,2,1,4.333333333333333,4.932882862329543,13.0,0,0.8660254037844387,-0.4999999999999998,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,-2.967741935483871,72.72043010752688,2.99247311827957,48.483870967741936,1.191290322580645,0.0,0.0,0,-11.731105990783426,1.2967357910906272
5,2017,91,40,10,2,17.333333333333332,20.033305601758745,52.0,0,0.49999999999999994,-0.8660254037844387,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,3.832222222222222,69.97777777777779,9.795555555555556,43.08888888888889,2.1564444444444444,0.0,0.0,0,-1.8633640552995572,2.2465207373271863
6,2017,145,91,40,10,47.0,40.95119045888789,141.0,1,1.2246467991473532e-16,-1.0,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,11.44731182795699,63.31182795698925,18.365591397849464,35.645161290322584,3.678924731182796,18.365591397849464,0.10039319248826291,91,11.366600102406537,4.018449052739372
7,2017,622,145,91,40,92.0,52.507142371301164,276.0,1,-0.4999999999999997,-0.8660254037844388,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,15.08888888888889,57.0,21.79777777777777,30.344444444444445,4.366111111111111,21.79777777777777,0.13929457639135057,145,31.15362007168457,7.0266594982078825
8,2017,306,622,145,91,286.0,292.23449488381755,858.0,1,-0.8660254037844385,-0.5000000000000004,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,18.30537634408602,52.65591397849463,25.63225806451613,28.096774193548388,4.920860215053763,25.63225806451613,0.16912047302291203,622,49.958924731182776,10.201480286738349
9,2017,115,306,622,145,357.6666666666667,242.66094315594611,1073.0,0,-1.0,-1.8369701987210297e-16,British Columbia,0,1,0,0,0,0,0,0,0,0,0,0,18.98924731182796,54.83870967741935,26.44193548387097,27.526881720430108,4.202795698924731,0.0,0.0,0,65.79562724014335,12.965896057347667
