Jurisdiction,Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollStd_3,RollSum_3,is_summer,Month_sin,Month_cos,temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,relative_humidity_2m_min (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,temperature_2m_max (°C)_lag1
Alberta,11,2001,22,56,55,91,67.33333333333333,20.50203241957613,202.0,0,-0.5000000000000004,0.8660254037844384,12.097777777777775,68.74444444444445,44.17777777777778,2.4496666666666664,18.07333333333333
Alberta,12,2001,10,22,56,55,44.333333333333336,19.347695814575705,133.0,0,-2.4492935982947064e-16,1.0,2.981720430107527,66.06451612903226,45.774193548387096,1.2921505376344085,7.641935483870968
Alberta,1,2002,10,10,22,56,29.333333333333332,23.860706890898058,88.0,0,0.49999999999999994,0.8660254037844387,-2.26,75.86666666666666,61.977777777777774,0.5494444444444445,1.6266666666666665
Alberta,2,2002,4,10,10,22,14.0,6.928203230276705,42.0,0,0.8660254037844386,0.5000000000000001,-12.13548387096774,79.75268817204302,68.48387096774194,0.2061290322580645,-6.647311827956989
Alberta,3,2002,3,4,10,10,8.0,3.4641016151401334,24.0,0,1.0,6.123233995736766e-17,-12.422580645161291,75.7741935483871,63.40860215053764,0.3067741935483871,-7.158064516129032
Alberta,4,2002,35,3,4,10,5.666666666666667,3.785938897202354,17.0,0,0.8660254037844387,-0.4999999999999998,-6.863095238095238,75.20238095238095,57.72619047619048,0.6233333333333333,-0.8642857142857144
Alberta,5,2002,264,35,3,4,14.0,18.19340539866071,42.0,0,0.49999999999999994,-0.8660254037844387,-12.513978494623656,69.7741935483871,48.344086021505376,0.825268817204301,-5.644086021505377
Alberta,6,2002,588,264,35,3,100.66666666666667,142.35284799867318,302.0,1,1.2246467991473532e-16,-1.0,-1.8066666666666669,63.45555555555556,39.54444444444445,1.9252222222222224,4.397777777777778
Alberta,7,2002,358,588,264,35,295.6666666666667,277.8566776835377,887.0,1,-0.4999999999999997,-0.8660254037844388,7.166666666666666,54.03225806451613,31.93548387096774,3.4204301075268817,13.425806451612903
Alberta,8,2002,122,358,588,264,403.3333333333333,166.68933179220974,1210.0,1,-0.8660254037844385,-0.5000000000000004,16.074444444444445,59.988888888888894,33.86666666666667,4.501,22.40111111111111
Alberta,9,2002,60,122,358,588,356.0,233.00643767930544,1068.0,0,-1.0,-1.8369701987210297e-16,17.434408602150537,65.66666666666667,39.84946236559139,4.141827956989248,23.133333333333333
Alberta,10,2002,22,60,122,358,180.0,157.23867208800783,540.0,0,-0.8660254037844386,0.5000000000000001,14.668817204301076,70.19354838709677,44.60215053763441,3.208494623655913,20.358064516129037
Alberta,11,2002,21,22,60,122,68.0,50.477717856496355,204.0,0,-0.5000000000000004,0.8660254037844384,9.55,72.14444444444445,48.1,1.9903333333333333,14.708888888888888
Alberta,12,2002,6,21,22,60,34.333333333333336,22.233608194204205,103.0,0,-2.4492935982947064e-16,1.0,0.3301075268817203,74.53763440860214,54.53763440860215,0.9263440860215052,5.068817204301075
Alberta,1,2003,14,6,21,22,16.333333333333332,8.962886439835348,49.0,0,0.49999999999999994,0.8660254037844387,-2.9166666666666665,76.43333333333334,62.75555555555556,0.5384444444444444,1.4844444444444445
Alberta,2,2003,4,14,6,21,13.666666666666666,7.505553499468535,41.0,0,0.8660254037844386,0.5000000000000001,-5.994623655913978,76.23655913978494,65.75268817204301,0.3158064516129032,-2.2096774193548385
Alberta,3,2003,1,4,14,6,8.0,5.291502622134008,24.0,0,1.0,6.123233995736766e-17,-12.035483870967742,70.68817204301075,57.64516129032258,0.3738709677419354,-6.802150537634409
Alberta,4,2003,34,1,4,14,6.333333333333333,6.806859285557799,19.0,0,0.8660254037844387,-0.4999999999999998,-11.79404761904762,76.28571428571429,59.38095238095239,0.433452380952381,-6.082142857142857
Alberta,5,2003,267,34,1,4,13.0,18.24828759089606,39.0,0,0.49999999999999994,-0.8660254037844387,-8.06989247311828,71.27956989247312,48.16129032258065,1.0361290322580643,-1.7053763440860212
Alberta,6,2003,215,267,34,1,100.66666666666667,144.9908043061124,302.0,1,1.2246467991473532e-16,-1.0,3.118888888888889,66.6,42.73333333333333,2.256555555555556,9.67
Alberta,7,2003,328,215,267,34,172.0,122.30699080592265,516.0,1,-0.4999999999999997,-0.8660254037844388,8.595698924731183,62.36559139784946,37.3010752688172,3.300860215053764,15.026881720430108
Alberta,8,2003,257,328,215,267,270.0,56.559702969517524,810.0,1,-0.8660254037844385,-0.5000000000000004,13.868888888888888,68.85555555555555,43.5,3.695333333333333,19.637777777777774
Alberta,9,2003,59,257,328,215,266.6666666666667,57.116839314981206,800.0,0,-1.0,-1.8369701987210297e-16,17.50537634408602,69.47311827956989,43.67741935483871,4.147741935483871,23.143010752688173
Alberta,10,2003,57,59,257,328,214.66666666666666,139.40707777345233,644.0,0,-0.8660254037844386,0.5000000000000001,17.16774193548387,69.01075268817205,43.70967741935484,3.62505376344086,23.164516129032258
Alberta,11,2003,14,57,59,257,124.33333333333333,114.89705537277005,373.0,0,-0.5000000000000004,0.8660254037844384,10.24222222222222,71.86666666666666,47.94444444444444,2.109444444444444,15.891111111111112
Alberta,12,2003,7,14,57,59,43.333333333333336,25.423086620892207,130.0,0,-2.4492935982947064e-16,1.0,5.794623655913978,74.41935483870968,52.2258064516129,1.2694623655913977,10.901075268817204
Alberta,1,2004,3,7,14,57,26.0,27.07397274136279,78.0,0,0.49999999999999994,0.8660254037844387,-7.11,73.26666666666667,57.988888888888894,0.461,-2.31
Alberta,2,2004,3,3,7,14,8.0,5.567764362835029,24.0,0,0.8660254037844386,0.5000000000000001,-9.440860215053764,78.3978494623656,67.3978494623656,0.2710752688172043,-4.323655913978494
Alberta,3,2004,9,3,3,7,4.333333333333333,2.3094010767705924,13.0,0,1.0,6.123233995736766e-17,-16.690322580645162,76.7741935483871,66.18279569892472,0.1805376344086021,-12.229032258064516
Alberta,4,2004,230,9,3,3,5.0,3.464101615145812,15.0,0,0.8660254037844387,-0.4999999999999998,-7.290804597701149,78.39080459770115,60.310344827586206,0.5981609195402299,-0.9862068965517242
Alberta,5,2004,300,230,9,3,80.66666666666667,129.3612512823426,242.0,0,0.49999999999999994,-0.8660254037844387,-3.206451612903225,72.3763440860215,48.763440860215056,1.2734408602150538,3.5494623655913977
Alberta,6,2004,283,300,230,9,179.66666666666666,151.8892140124946,539.0,1,1.2246467991473532e-16,-1.0,4.348888888888889,57.71111111111111,33.74444444444445,2.582666666666667,10.955555555555556
Alberta,7,2004,658,283,300,230,271.0,36.510272527057964,813.0,1,-0.4999999999999997,-0.8660254037844388,6.789247311827957,61.73118279569893,38.096774193548384,2.96494623655914,12.691397849462366
Alberta,8,2004,122,658,283,300,413.6666666666667,211.7695288121815,1241.0,1,-0.8660254037844385,-0.5000000000000004,14.0,62.34444444444444,38.75555555555556,4.177111111111111,19.844444444444445
Alberta,9,2004,43,122,658,283,354.3333333333333,275.02787737488245,1063.0,0,-1.0,-1.8369701987210297e-16,17.531182795698925,72.18279569892472,47.354838709677416,3.8341935483870966,22.95268817204301
Alberta,10,2004,27,43,122,658,274.3333333333333,334.6047419468729,823.0,0,-0.8660254037844386,0.5000000000000001,14.568817204301077,74.93548387096774,51.55913978494623,2.826774193548387,19.648387096774197
Alberta,11,2004,3,27,43,122,64.0,50.862559904118356,192.0,0,-0.5000000000000004,0.8660254037844384,9.032222222222224,74.54444444444445,51.61111111111111,1.795777777777778,14.31777777777778
Alberta,12,2004,2,3,27,43,24.333333333333332,20.132891827389322,73.0,0,-2.4492935982947064e-16,1.0,2.2333333333333334,73.91397849462366,54.55913978494623,1.1130107526881718,7.259139784946236
Alberta,1,2005,4,2,3,27,10.666666666666666,14.153915830375679,32.0,0,0.49999999999999994,0.8660254037844387,-1.702222222222222,70.2,54.5,0.6481111111111111,2.2333333333333334
Alberta,2,2005,8,4,2,3,3.0,1.0000000000128138,9.0,0,0.8660254037844386,0.5000000000000001,-11.41505376344086,76.47311827956989,66.21505376344085,0.3041935483870968,-6.254838709677419
Alberta,3,2005,4,8,4,2,4.666666666666667,3.055050463308098,14.0,0,1.0,6.123233995736766e-17,-15.05483870967742,77.49462365591398,65.68817204301075,0.2327956989247311,-9.462365591397848
Alberta,4,2005,205,4,8,4,5.333333333333333,2.309401076764071,16.0,0,0.8660254037844387,-0.4999999999999998,-7.525,74.48809523809523,55.95238095238096,0.6694047619047618,-1.2023809523809526
Alberta,5,2005,443,205,4,8,72.33333333333333,114.91010979601997,217.0,0,0.49999999999999994,-0.8660254037844387,-2.2763440860215054,70.68817204301075,47.15053763440861,1.2946236559139783,3.616129032258064
Alberta,6,2005,283,443,205,4,217.33333333333334,219.75971726714013,652.0,1,1.2246467991473532e-16,-1.0,5.308888888888888,59.18888888888889,34.03333333333333,2.7116666666666664,11.972222222222223
Alberta,7,2005,250,283,443,205,310.3333333333333,121.3315018176787,931.0,1,-0.4999999999999997,-0.8660254037844388,9.787096774193548,61.45161290322581,37.02150537634409,3.6011827956989246,16.261290322580646
Alberta,8,2005,89,250,283,443,325.3333333333333,103.2295177424237,976.0,1,-0.8660254037844385,-0.5000000000000004,13.641111111111112,73.14444444444445,47.88888888888889,3.355888888888889,19.04111111111111
Alberta,9,2005,65,89,250,283,207.33333333333334,103.79948619012218,622.0,0,-1.0,-1.8369701987210297e-16,16.168817204301074,71.98924731182795,45.2258064516129,3.838279569892473,21.6494623655914
Alberta,10,2005,35,65,89,250,134.66666666666666,100.59986746180816,404.0,0,-0.8660254037844386,0.5000000000000001,14.138709677419357,73.90322580645162,49.43010752688172,2.966989247311828,19.929032258064517
Alberta,11,2005,30,35,65,89,63.0,27.055498516937966,189.0,0,-0.5000000000000004,0.8660254037844384,9.466666666666669,73.43333333333334,50.82222222222222,1.9766666666666663,14.433333333333334
Alberta,12,2005,9,30,35,65,43.333333333333336,18.929694486001754,130.0,0,-2.4492935982947064e-16,1.0,4.346236559139785,74.97849462365592,53.02150537634409,1.136021505376344,9.489247311827958
Alberta,1,2006,22,9,30,35,24.666666666666668,13.796134724384387,74.0,0,0.49999999999999994,0.8660254037844387,-0.9966666666666668,70.43333333333334,55.25555555555556,0.6641111111111111,2.7377777777777776
Alberta,2,2006,19,22,9,30,20.333333333333332,10.598742063724568,61.0,0,0.8660254037844386,0.5000000000000001,-6.374193548387097,75.1505376344086,63.61290322580645,0.3251612903225806,-2.9451612903225803
Alberta,3,2006,50,19,22,9,16.666666666666668,6.806859285556331,50.0,0,1.0,6.123233995736766e-17,-6.587096774193548,76.09677419354838,63.32258064516129,0.3773118279569892,-2.2
Alberta,4,2006,355,50,19,22,30.333333333333332,17.0977581376438,91.0,0,0.8660254037844387,-0.4999999999999998,-8.561904761904762,69.1547619047619,51.10714285714285,0.6508333333333333,-2.4119047619047618
Alberta,5,2006,399,355,50,19,141.33333333333334,185.68880777616448,424.0,0,0.49999999999999994,-0.8660254037844387,-5.187096774193549,76.40860215053763,55.64516129032258,1.0352688172043012,0.3720430107526881
Alberta,6,2006,354,399,355,50,268.0,190.07103935108063,804.0,1,1.2246467991473532e-16,-1.0,6.79,59.22222222222222,31.82222222222222,2.945888888888889,14.474444444444446
Alberta,7,2006,546,354,399,355,369.3333333333333,25.696951829611418,1108.0,1,-0.4999999999999997,-0.8660254037844388,11.083870967741936,64.18279569892474,37.784946236559136,3.454516129032258,17.294623655913977
Alberta,8,2006,154,546,354,399,433.0,100.41414243023756,1299.0,1,-0.8660254037844385,-0.5000000000000004,16.22111111111111,65.9,42.75555555555556,4.188888888888889,21.66555555555556
Alberta,9,2006,141,154,546,354,351.3333333333333,196.01360496999533,1054.0,0,-1.0,-1.8369701987210297e-16,18.458064516129035,69.73118279569891,43.38709677419355,4.017849462365592,23.950537634408605
Alberta,10,2006,56,141,154,546,280.3333333333333,230.16588220962151,841.0,0,-0.8660254037844386,0.5000000000000001,15.96989247311828,70.1505376344086,44.31182795698925,3.488064516129032,21.891397849462365
Alberta,11,2006,6,56,141,154,117.0,53.22593352868539,351.0,0,-0.5000000000000004,0.8660254037844384,12.117777777777778,71.74444444444445,48.86666666666667,2.3507777777777776,17.612222222222222
Alberta,12,2006,5,6,56,141,67.66666666666667,68.25198409814446,203.0,0,-2.4492935982947064e-16,1.0,2.4064516129032256,74.29032258064517,53.763440860215056,1.0306451612903225,6.689247311827957
Alberta,1,2007,6,5,6,56,22.333333333333332,29.160475533388713,67.0,0,0.49999999999999994,0.8660254037844387,-11.041111111111112,74.95555555555555,64.21111111111111,0.3419999999999999,-7.147777777777778
Alberta,2,2007,3,6,5,6,5.666666666666667,0.5773502692130695,17.0,0,0.8660254037844386,0.5000000000000001,-6.827956989247311,75.26881720430109,64.93548387096774,0.3820430107526882,-2.5172043010752687
Alberta,3,2007,9,3,6,5,4.666666666666667,1.527525231660782,14.0,0,1.0,6.123233995736766e-17,-8.393548387096773,73.0,60.59139784946236,0.4173118279569892,-3.806451612903226
Alberta,4,2007,129,9,3,6,6.0,3.000000000004516,18.0,0,0.8660254037844387,-0.4999999999999998,-13.498809523809523,76.08333333333334,60.01190476190476,0.4119047619047619,-8.123809523809523
Alberta,5,2007,238,129,9,3,47.0,71.07742257566765,141.0,0,0.49999999999999994,-0.8660254037844387,-3.5021505376344084,70.09677419354838,46.67741935483871,1.2810752688172042,2.847311827956989
Alberta,6,2007,264,238,129,9,125.33333333333333,114.54402356008528,376.0,1,1.2246467991473532e-16,-1.0,2.0900000000000003,67.13333333333334,42.95555555555556,2.137,8.02111111111111
Alberta,7,2007,410,264,238,129,210.33333333333334,71.62634524623866,631.0,1,-0.4999999999999997,-0.8660254037844388,9.631182795698924,65.91397849462365,39.516129032258064,3.327956989247312,16.08279569892473
Alberta,8,2007,163,410,264,238,304.0,92.71461589199431,912.0,1,-0.8660254037844385,-0.5000000000000004,14.501111111111111,68.71111111111112,42.32222222222222,3.924111111111111,19.77777777777778
Alberta,9,2007,66,163,410,264,279.0,124.18131904598229,837.0,0,-1.0,-1.8369701987210297e-16,19.83655913978495,68.19354838709677,42.03225806451613,4.583333333333334,25.635483870967743
Alberta,10,2007,59,66,163,410,213.0,177.36685146892597,639.0,0,-0.8660254037844386,0.5000000000000001,13.73225806451613,75.34408602150538,50.88172043010753,2.754516129032258,18.865591397849464
Alberta,11,2007,26,59,66,163,96.0,58.12916651733486,288.0,0,-0.5000000000000004,0.8660254037844384,9.572222222222225,73.84444444444445,49.46666666666667,2.0044444444444443,15.157777777777778
Alberta,12,2007,5,26,59,66,50.333333333333336,21.361959960017177,151.0,0,-2.4492935982947064e-16,1.0,5.087096774193548,71.12903225806451,49.46236559139785,1.3074193548387096,10.148387096774194
Alberta,1,2008,12,5,26,59,30.0,27.2213151776332,90.0,0,0.49999999999999994,0.8660254037844387,-4.443333333333333,71.42222222222222,58.68888888888889,0.591,-0.8677777777777779
