time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_mean (km/h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),Year,Month
1990-01-01,-11.455913978494623,-7.6956989247311824,80.53763440860214,69.53763440860214,1.743010752688172,4.290322580645161,12.251612903225807,18.006451612903227,208.8494623655914,0.27268817204301077,1990,1
1990-02-01,-13.639285714285716,-8.882142857142858,73.79761904761905,58.964285714285715,0.8416666666666667,2.511904761904762,12.951190476190476,18.021428571428572,211.55952380952382,0.4653571428571429,1990,2
1990-03-01,-5.796774193548386,-1.2043010752688172,73.54838709677419,55.645161290322584,1.0989247311827957,2.365591397849462,12.943010752688172,17.93333333333333,201.98924731182797,1.026774193548387,1990,3
1990-04-01,1.2444444444444442,6.698888888888889,71.83333333333333,50.06666666666667,1.94,3.155555555555556,12.797777777777778,18.60111111111111,213.35555555555555,1.9252222222222222,1990,4
1990-05-01,8.473118279569894,14.366666666666667,64.60215053763442,40.9247311827957,2.2086021505376343,3.3870967741935485,10.852688172043012,15.76774193548387,168.76344086021507,3.1976344086021506,1990,5
1990-06-01,15.473333333333333,20.774444444444445,74.97777777777779,50.22222222222222,4.7555555555555555,5.033333333333333,11.513333333333332,16.82111111111111,199.9888888888889,3.3040000000000003,1990,6
1990-07-01,18.261290322580646,22.556989247311826,71.98924731182795,50.02150537634409,2.349462365591398,3.161290322580645,11.00752688172043,15.893548387096773,207.21505376344086,3.785806451612903,1990,7
1990-08-01,18.318279569892475,23.153763440860214,69.96774193548387,47.236559139784944,1.513978494623656,2.172043010752688,11.164516129032258,16.091397849462368,206.21505376344086,3.6655913978494623,1990,8
1990-09-01,12.213333333333333,16.474444444444444,75.42222222222222,54.94444444444444,2.8355555555555556,4.033333333333333,12.753333333333334,17.974444444444444,200.83333333333334,2.032888888888889,1990,9
1990-10-01,4.155913978494624,7.622580645161291,77.50537634408602,57.096774193548384,2.2903225806451615,3.7096774193548385,13.08279569892473,18.443010752688174,209.03225806451613,1.0741935483870966,1990,10
1990-11-01,-1.9355555555555557,1.3611111111111112,77.72222222222221,62.74444444444444,1.777777777777778,3.5444444444444443,13.696666666666665,18.615555555555556,228.0888888888889,0.5732222222222222,1990,11
1990-12-01,-13.36774193548387,-9.18494623655914,78.1505376344086,68.3978494623656,1.178494623655914,3.225806451612903,12.879569892473118,17.618279569892472,201.68817204301075,0.24344086021505376,1990,12
1991-01-01,-18.1505376344086,-13.86989247311828,76.11827956989247,64.25806451612904,1.1075268817204302,3.7204301075268815,11.370967741935484,16.050537634408602,222.82795698924733,0.2106451612903226,1991,1
1991-02-01,-10.870238095238095,-6.45952380952381,76.03571428571429,60.714285714285715,0.36309523809523814,1.3095238095238095,11.467857142857143,15.832142857142857,237.83333333333331,0.5241666666666667,1991,2
1991-03-01,-6.1956989247311824,-1.5204301075268818,73.34408602150538,54.29032258064516,1.2258064516129032,2.1182795698924735,11.895698924731182,16.00215053763441,171.88172043010752,1.0329032258064517,1991,3
1991-04-01,4.551111111111111,10.662222222222223,66.82222222222222,42.8,1.897777777777778,2.588888888888889,11.826666666666666,16.54111111111111,159.61111111111111,2.4347777777777777,1991,4
1991-05-01,12.827956989247312,18.831182795698926,66.54838709677419,42.935483870967744,2.309677419354839,3.397849462365591,11.325806451612904,15.779569892473118,171.1505376344086,3.6033333333333335,1991,5
1991-06-01,18.477777777777778,23.78111111111111,64.1888888888889,40.56666666666667,2.344444444444444,2.3,12.322222222222223,17.962222222222223,163.84444444444443,4.599444444444444,1991,6
1991-07-01,18.812903225806455,23.201075268817206,71.13978494623656,47.54838709677419,4.025806451612904,4.129032258064516,11.573118279569892,16.695698924731186,207.44086021505376,3.928279569892473,1991,7
1991-08-01,19.53333333333333,24.573118279569893,67.47311827956989,44.817204301075265,1.3408602150537636,1.8387096774193548,10.619354838709677,15.23225806451613,176.9784946236559,3.738602150537634,1991,8
1991-09-01,11.346666666666666,15.181111111111111,74.31111111111112,53.43333333333333,4.316666666666666,5.055555555555555,13.844444444444443,19.796666666666667,230.11111111111111,2.029,1991,9
1991-10-01,3.648387096774194,6.998924731182796,77.40860215053763,58.87096774193548,1.972043010752688,3.827956989247312,13.577419354838709,18.723655913978494,197.33333333333331,1.0306451612903225,1991,10
1991-11-01,-5.713333333333334,-2.6244444444444444,82.51111111111112,70.43333333333334,2.3288888888888892,4.7,13.477777777777778,18.275555555555556,208.93333333333334,0.39655555555555555,1991,11
1991-12-01,-11.293548387096774,-7.682795698924731,79.90322580645162,68.82795698924731,1.110752688172043,3.1505376344086025,12.650537634408602,17.653763440860214,214.34408602150538,0.2611827956989248,1991,12
1992-01-01,-13.18494623655914,-9.155913978494622,79.6774193548387,68.70967741935483,0.996774193548387,2.774193548387097,11.181720430107527,15.670967741935485,229.67741935483872,0.23408602150537636,1992,1
1992-02-01,-11.973563218390805,-8.011494252873563,77.37931034482759,63.25287356321839,0.8275862068965517,2.896551724137931,10.544827586206896,14.764367816091955,183.05747126436782,0.4318390804597701,1992,2
1992-03-01,-7.719354838709678,-3.370967741935484,73.53763440860214,54.26881720430107,1.2365591397849462,2.6451612903225805,10.837634408602149,15.237634408602151,203.08602150537635,0.9332258064516129,1992,3
1992-04-01,-0.8266666666666667,3.344444444444444,75.47777777777779,57.36666666666667,1.866666666666667,3.8666666666666667,11.891111111111112,16.538888888888888,163.53333333333333,1.5112222222222222,1992,4
1992-05-01,9.647311827956988,16.087096774193547,64.9784946236559,40.806451612903224,1.9602150537634409,2.5483870967741935,12.498924731182795,17.853763440860217,189.5268817204301,3.4421505376344084,1992,5
1992-06-01,13.75,18.811111111111114,68.91111111111111,45.955555555555556,2.7944444444444443,3.844444444444444,11.187777777777777,16.093333333333334,202.53333333333333,3.5313333333333334,1992,6
1992-07-01,14.953763440860214,19.40752688172043,75.70967741935483,52.67741935483871,3.50752688172043,4.591397849462366,10.620430107526882,15.483870967741936,218.39784946236557,3.0587096774193547,1992,7
1992-08-01,15.553763440860216,19.926881720430107,76.6774193548387,54.34408602150537,4.5935483870967735,4.612903225806452,11.235483870967743,15.694623655913977,212.55913978494624,2.700967741935484,1992,8
1992-09-01,11.525555555555554,15.723333333333333,76.43333333333334,54.15555555555556,3.7233333333333336,4.511111111111111,14.185555555555556,20.628888888888888,221.83333333333334,1.9596666666666667,1992,9
1992-10-01,4.13763440860215,7.595698924731183,76.35483870967742,57.25806451612903,1.5827956989247312,3.032258064516129,11.165591397849463,15.801075268817204,207.6451612903226,1.1241935483870968,1992,10
1992-11-01,-3.9277777777777776,-1.4833333333333334,81.97777777777779,68.88888888888889,1.5322222222222224,3.4,11.251111111111111,15.37888888888889,190.6888888888889,0.41377777777777774,1992,11
1992-12-01,-11.66451612903226,-8.289247311827959,80.19354838709677,70.1505376344086,1.229032258064516,4.268817204301076,11.225806451612904,15.633333333333333,197.34408602150538,0.22548387096774195,1992,12
1993-01-01,-15.113978494623657,-11.280645161290321,76.73118279569891,64.9784946236559,0.6978494623655914,2.043010752688172,11.689247311827957,16.838709677419356,215.98924731182797,0.26225806451612904,1993,1
