Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollMean_6,RollMean_12,RollStd_3,RollStd_6,RollStd_12,RollSum_3,RollSum_6,RollSum_12,is_summer,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,summer_temp,summer_dryness,summer_lag,pre_summer_heat,spring_dryness
4,1998,110,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.122222222222222,11.01777777777778,61.77777777777778,38.75555555555556,2.594888888888889,-8.431182795698925,75.0752688172043,0.8889247311827958,0.0,0.0,,-24.7455837173579,1.4114631336405539
5,1998,51,110,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.381720430107526,16.070967741935483,64.79569892473118,41.17204301075269,3.193548387096774,4.122222222222222,61.77777777777778,2.594888888888889,0.0,0.0,0,3.303376856118806,3.8655993343574
6,1998,52,51,110,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.39222222222222,19.094444444444445,70.82222222222222,48.12222222222223,3.3243333333333336,9.381720430107526,64.79569892473118,3.193548387096774,19.094444444444445,0.06767473422302646,51,23.723154121863814,6.67736200716846
7,1998,136,52,51,110,71.0,,,33.77869150810907,,,213.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.827956989247312,23.286021505376343,68.8494623655914,45.26881720430107,3.989032258064516,14.39222222222222,70.82222222222222,3.3243333333333336,23.286021505376343,0.08621426911457122,52,46.18318996415772,9.112770609318998
8,1998,106,136,52,51,79.66666666666667,,,48.7886598845811,,,239.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.091397849462368,23.83118279569893,70.87096774193549,45.88172043010753,3.5261290322580647,18.827956989247312,68.8494623655914,3.989032258064516,23.83118279569893,0.07521330275229358,136,58.451433691756286,10.506913978494625
9,1998,50,106,136,52,98.0,,,42.56759330758552,,,294.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,12.03111111111111,16.095555555555556,73.26666666666667,50.27777777777778,2.158888888888889,19.091397849462368,70.87096774193549,3.5261290322580647,0.0,0.0,0,66.21164874551974,10.839494623655916
10,1998,1,50,106,136,97.33333333333333,84.16666666666667,,43.65012409298893,37.76991748292107,,292.0,505.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.478494623655913,7.959139784946237,81.24731182795698,64.56989247311829,0.8981720430107527,12.03111111111111,73.26666666666667,2.158888888888889,0.0,0.0,0,63.21275985663084,9.67405017921147
11,1998,1,1,50,106,52.333333333333336,66.0,,52.538874496255936,47.75353390064446,,157.0,396.0,,0,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-4.625555555555555,-2.4522222222222223,78.9,66.03333333333333,0.356,4.478494623655913,81.24731182795698,0.8981720430107527,-0.0,0.0,0,47.88587813620074,6.583189964157708
1,1999,2,,1,1,,,,,,,,,,0,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-20.83225806451613,-17.10537634408602,75.6236559139785,66.04301075268818,0.1580645161290322,-16.27956989247312,79.58064516129032,0.1450537634408602,-0.0,0.0,,-7.721039426523284,1.3992258064516143
4,1999,133,,,2,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,3.517777777777778,9.704444444444444,65.91111111111111,43.988888888888894,2.331444444444444,-5.9602150537634415,75.23655913978494,0.9831182795698924,0.0,0.0,,-26.376766513056822,1.5428494623655926
5,1999,104,133,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.59462365591398,14.89247311827957,66.53763440860214,44.236559139784944,2.977204301075269,3.517777777777778,65.91111111111111,2.331444444444444,0.0,0.0,0,0.43305427547364417,3.7162293906810047
6,1999,115,104,133,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.147777777777778,20.28333333333333,68.42222222222222,42.977777777777774,3.6626666666666665,9.59462365591398,66.53763440860214,2.977204301075269,20.28333333333333,0.0832844871147044,104,23.641003584229406,6.291767025089607
7,1999,125,115,104,133,117.33333333333333,,,14.6401275039985,,,352.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.97956989247312,22.78494623655914,71.81720430107528,46.86021505376344,3.712258064516129,15.147777777777778,68.42222222222222,3.6626666666666665,22.78494623655914,0.07756459222646597,115,44.88025089605736,8.971315412186382
8,1999,112,125,115,104,114.66666666666667,,,10.503967504392481,,,344.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,16.967741935483872,21.616129032258065,70.75268817204302,48.096774193548384,3.199247311827957,17.97956989247312,71.81720430107528,3.712258064516129,21.616129032258065,0.06516206745510293,125,57.96075268817205,10.352129032258066
9,1999,17,112,125,115,117.33333333333333,,,6.806859285554033,,,352.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,10.018888888888888,14.008888888888889,76.41111111111111,55.72222222222222,1.6909999999999998,16.967741935483872,70.75268817204302,3.199247311827957,0.0,0.0,0,64.68440860215055,10.574172043010755
10,1999,5,17,112,125,84.66666666666667,101.0,,58.96043871388113,42.383959229878464,,254.0,606.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.6483870967741936,5.041935483870968,79.72043010752688,60.70967741935484,0.8046236559139786,10.018888888888888,76.41111111111111,1.6909999999999998,0.0,0.0,0,58.409964157706106,8.602505376344087
3,2000,1,,,,,,,,,,,,,0,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-4.872043010752688,0.2731182795698923,71.78494623655915,52.02150537634409,1.0504301075268816,-11.66206896551724,78.3103448275862,0.418735632183908,0.0,0.0,,-33.25817575083425,0.7759399332591781
4,2000,1,1,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.2922222222222222,5.762222222222222,63.577777777777776,40.077777777777776,1.989,-4.872043010752688,71.78494623655915,1.0504301075268816,0.0,0.0,0,-23.786132740081563,1.625187245087135
5,2000,1,1,1,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,7.138709677419355,12.668817204301076,72.24731182795698,46.75268817204301,2.4516129032258065,-0.2922222222222222,63.577777777777776,1.989,0.0,0.0,0,-1.1830503028055723,3.458165739710791
10,2000,1,,,,,,,,,,,,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.087096774193548,8.046236559139786,75.90322580645162,57.86021505376344,1.078709677419355,9.488888888888887,73.81111111111112,1.8815555555555556,0.0,0.0,,57.49831541218639,8.53736200716846
4,2001,1,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.551111111111111,7.573333333333333,69.75555555555555,46.66666666666666,2.1,-7.421505376344085,76.80645161290323,0.8003225806451613,0.0,0.0,,-25.97319508448539,1.2774423963133654
5,2001,3,1,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.66989247311828,15.846236559139786,67.45161290322581,41.0,3.0623655913978496,1.551111111111111,69.75555555555555,2.1,0.0,0.0,0,-10.100937019969262,3.1738940092165913
9,2001,1,,,,,,,,,,,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,12.047777777777778,16.68777777777778,74.25555555555555,52.577777777777776,2.0716666666666668,18.181720430107525,70.82795698924731,3.419247311827957,0.0,0.0,,66.03290322580646,10.96646953405018
10,2001,1,1,,,,,,,,,,,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,2.7978494623655914,5.848387096774193,76.43010752688173,57.0752688172043,0.9873118279569894,12.047777777777778,74.25555555555555,2.0716666666666668,0.0,0.0,0,63.26734767025091,9.437580645161292
4,2002,1,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-3.4655555555555555,1.5577777777777777,71.74444444444445,50.36666666666667,1.517111111111111,-14.478494623655914,70.45161290322581,0.6291397849462366,0.0,0.0,,-33.43337173579108,1.1378801843317987
5,2002,4,1,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,3.670967741935484,9.93763440860215,63.66666666666667,38.96774193548387,2.8448387096774197,-3.4655555555555555,71.74444444444445,1.517111111111111,0.0,0.0,0,-16.6755939580133,2.514346134152587
4,2003,1,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.4166666666666667,5.568888888888889,65.46666666666667,43.6,2.033,-11.541935483870969,73.72043010752688,0.7436559139784946,0.0,0.0,,-39.852534562211964,1.1651996927803396
8,2003,1,,,,,,,,,,,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.7752688172043,24.465591397849465,68.16129032258064,44.32258064516129,3.75258064516129,18.280645161290323,70.13978494623656,3.855913978494624,24.465591397849465,0.08279715302491103,,62.65240143369178,11.964616487455197
4,2004,7,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-1.36,3.807777777777778,68.3,46.56666666666667,1.7152222222222224,-8.720430107526882,75.0,0.799247311827957,0.0,0.0,,-33.25524657026324,1.2560919540229893
5,2004,8,7,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,3.637634408602151,9.317204301075268,60.913978494623656,38.56989247311828,2.68494623655914,-1.36,68.3,1.7152222222222224,0.0,0.0,0,-8.298006426894062,2.8605614880731687
6,2004,2,8,7,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,11.495555555555557,17.11,67.87777777777778,43.82222222222222,3.2391111111111117,3.637634408602151,60.913978494623656,2.68494623655914,17.11,0.0722657411998017,8,10.275519713261666,5.1994157706093205
7,2004,35,2,8,7,5.666666666666667,,,3.2145502536643185,,,17.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.446236559139788,22.595698924731185,69.05376344086021,45.31182795698925,3.7497849462365593,11.495555555555557,67.87777777777778,3.2391111111111117,22.595698924731185,0.08096819131646157,2,30.23498207885306,7.639279569892475
8,2004,2,35,2,8,15.0,,,17.578395831246947,,,45.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,13.264516129032256,17.29247311827957,73.49462365591398,50.107526881720425,2.4681720430107528,17.446236559139788,69.05376344086021,3.7497849462365593,17.29247311827957,0.04829370923627183,35,49.02290322580647,9.673842293906812
4,2005,34,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,3.3177777777777777,8.784444444444444,68.32222222222222,47.266666666666666,2.1456666666666666,-10.317204301075268,73.68817204301075,0.7880645161290323,0.0,0.0,,-33.22499999999998,1.3003302611367138
5,2005,32,34,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,7.961290322580645,14.004301075268817,65.26881720430107,42.655913978494624,2.913010752688172,3.3177777777777777,68.32222222222222,2.1456666666666666,0.0,0.0,0,-6.59862007168457,3.2949216589861763
6,2005,22,32,34,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.306666666666668,19.34888888888889,73.65555555555555,50.71111111111111,3.1896666666666667,7.961290322580645,65.26881720430107,2.913010752688172,19.34888888888889,0.06168242372152987,32,17.46401433691758,5.846741935483871
7,2005,140,22,32,34,29.333333333333332,,,6.429100507328636,,,88.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.172043010752688,23.11397849462365,72.55913978494624,48.72043010752688,3.864516129032258,14.306666666666668,73.65555555555555,3.1896666666666667,23.11397849462365,0.07772491349480969,22,42.13763440860217,8.248344086021506
8,2005,21,140,22,32,64.66666666666667,,,65.43189843901317,,,194.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.744086021505376,19.89462365591398,75.8494623655914,54.5268817204301,2.7963440860215054,18.172043010752688,72.55913978494624,3.864516129032258,19.89462365591398,0.05036018590240125,140,56.46716845878137,9.967193548387097
9,2005,2,21,140,22,61.0,,,68.4178339323893,,,183.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,11.204444444444444,15.455555555555556,77.41111111111111,54.7,1.8726666666666667,15.744086021505376,75.8494623655914,2.7963440860215054,0.0,0.0,0,62.35749103942654,9.85052688172043
10,2005,3,2,21,140,54.333333333333336,41.833333333333336,,74.79527614317185,49.41423546577106,,163.0,251.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.182795698924731,7.656989247311828,82.88172043010753,65.36559139784946,0.8425806451612904,11.204444444444444,77.41111111111111,1.8726666666666667,0.0,0.0,0,58.464157706093204,8.53352688172043
4,2006,45,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.792222222222222,11.685555555555556,68.64444444444445,46.56666666666667,2.464777777777777,-6.872043010752688,74.80645161290323,0.920537634408602,0.0,0.0,,-23.632219662058354,1.4158256528417825
5,2006,26,45,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.491397849462366,14.105376344086022,71.38709677419355,48.70967741935484,2.497311827956989,4.792222222222222,68.64444444444445,2.464777777777777,0.0,0.0,0,-3.446664106502798,3.6999582693292368
6,2006,237,26,45,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.026666666666667,22.36,65.52222222222223,40.52222222222223,4.176222222222223,8.491397849462366,71.38709677419355,2.497311827956989,22.36,0.10057800374632057,26,23.26942652329751,5.882627240143369
7,2006,172,237,26,45,102.66666666666667,,,116.72331957810887,,,308.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.06451612903226,24.144086021505377,71.74193548387096,45.60215053763441,3.8895698924731184,17.026666666666667,65.52222222222223,4.176222222222223,24.144086021505377,0.08346331333640979,237,48.15093189964159,9.13831182795699
8,2006,116,172,237,26,145.0,,,108.06016842481783,,,435.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.26774193548387,21.924731182795696,72.21505376344085,50.107526881720425,3.2698924731182792,19.06451612903226,71.74193548387096,3.8895698924731184,21.924731182795696,0.06398064380391331,172,60.60946236559142,10.563103942652331
9,2006,81,116,172,237,175.0,,,60.55575942881072,,,525.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,11.436666666666667,16.00777777777778,72.03333333333333,51.58888888888889,2.164111111111111,17.26774193548387,72.21505376344085,3.2698924731182792,0.0,0.0,0,68.42881720430108,11.33568458781362
10,2006,6,81,116,172,123.0,112.83333333333333,,45.90206967011398,80.10347474777025,,369.0,677.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.7677419354838708,4.813978494623656,77.05376344086021,59.96774193548387,0.9052688172043012,11.436666666666667,72.03333333333333,2.164111111111111,0.0,0.0,0,62.07659498207887,9.32357347670251
11,2006,1,6,81,116,67.66666666666667,106.33333333333333,,56.199051000291206,87.91056060944365,,203.0,638.0,,0,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-8.83222222222222,-5.627777777777778,78.61111111111111,68.13333333333334,0.3274444444444445,1.7677419354838708,77.05376344086021,0.9052688172043012,-0.0,0.0,0,42.746487455197155,6.339272401433693
4,2007,38,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.5900000000000002,5.1177777777777775,67.36666666666666,44.55555555555556,2.0318888888888886,-8.518279569892472,74.36559139784947,0.8190322580645162,0.0,0.0,,-32.98717357910905,1.276163594470047
5,2007,53,38,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.916129032258064,15.027956989247311,68.01075268817205,45.12903225806452,2.868817204301076,-0.5900000000000002,67.36666666666666,2.0318888888888886,0.0,0.0,0,-14.468320532514063,3.1446116231438817
6,2007,71,53,38,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.222222222222223,19.724444444444444,67.83333333333333,42.9,3.5636666666666668,8.916129032258064,68.01075268817205,2.868817204301076,19.724444444444444,0.08117691723614276,53,16.77154121863801,5.719738351254482
7,2007,161,71,53,38,54.0,,,16.522711641858304,,,162.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.913978494623656,24.870967741935484,68.56989247311827,43.33333333333333,4.272258064516129,14.222222222222223,67.83333333333333,3.5636666666666668,24.870967741935484,0.09636672325976232,71,39.87017921146955,8.464372759856632
8,2007,50,161,71,53,95.0,,,57.86190456595773,,,285.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.466666666666663,19.723655913978494,73.3978494623656,50.107526881720425,2.8321505376344085,19.913978494623656,68.56989247311827,4.272258064516129,19.723655913978494,0.055415527035556494,161,59.62336917562726,10.704741935483874
9,2007,9,50,161,71,94.0,,,58.966091951222275,,,282.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.497777777777776,13.644444444444444,79.22222222222221,58.2,1.5825555555555555,15.466666666666663,73.3978494623656,2.8321505376344085,0.0,0.0,0,64.31906810035844,10.668075268817207
10,2007,1,9,50,161,73.33333333333333,63.666666666666664,,78.64053238205686,51.9140315008059,,220.0,382.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.601075268817204,7.598924731182795,83.11827956989247,66.38709677419355,0.8324731182795698,9.497777777777776,79.22222222222221,1.5825555555555555,0.0,0.0,0,58.23906810035844,8.686964157706095
4,2008,18,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-1.328888888888889,4.1466666666666665,66.75555555555556,45.03333333333333,1.9132222222222224,-11.40752688172043,73.20430107526882,0.7479569892473118,0.0,0.0,,-36.84249165739709,1.1905932517612179
5,2008,154,18,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,5.929032258064517,12.133333333333333,60.064516129032256,37.2258064516129,3.1520430107526884,-1.328888888888889,66.75555555555556,1.9132222222222224,0.0,0.0,0,-17.60012606599924,2.9470412804350534
6,2008,123,154,18,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.974444444444446,20.724444444444444,63.53333333333333,37.74444444444444,4.02,5.929032258064517,60.064516129032256,3.1520430107526884,20.724444444444444,0.10375681101233152,154,10.058494623655932,5.813222222222224
7,2008,40,123,154,18,98.33333333333333,,,71.27645707618564,,,295.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.31720430107527,21.932258064516127,74.53763440860214,49.74193548387097,3.3410752688172045,14.974444444444446,63.53333333333333,4.02,21.932258064516127,0.06584445857173131,123,37.00444444444446,9.085265232974912
8,2008,54,40,123,154,105.66666666666667,,,58.94347574866393,,,317.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.69139784946237,23.63118279569893,71.13978494623656,48.516129032258064,3.6175268817204302,17.31720430107527,74.53763440860214,3.3410752688172045,23.63118279569893,0.07305754614549403,40,54.79003584229392,10.513118279569895
9,2008,6,54,40,123,72.33333333333333,,,44.43347086750406,,,217.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,10.323333333333332,14.224444444444446,76.84444444444445,56.71111111111111,1.7295555555555555,18.69139784946237,71.13978494623656,3.6175268817204302,0.0,0.0,0,66.28788530465951,10.978602150537636
10,2008,2,6,54,40,33.333333333333336,65.83333333333333,,24.684678108764793,59.5261847145159,,100.0,395.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.58494623655914,7.910752688172042,78.41935483870968,60.16129032258065,0.9658064516129032,10.323333333333332,76.84444444444445,1.7295555555555555,0.0,0.0,0,59.78788530465952,8.688157706093191
4,2009,2,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.2488888888888888,4.403333333333333,72.08888888888889,51.23333333333333,1.6622222222222225,-11.790322580645162,71.97849462365592,0.743763440860215,0.0,0.0,,-35.284600614439306,1.191044546851
5,2009,35,2,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.634408602150537,11.26774193548387,63.3010752688172,37.80645161290322,2.7437634408602154,-0.2488888888888888,72.08888888888889,1.6622222222222225,0.0,0.0,0,-13.924278033794145,2.704557091653868
6,2009,72,35,2,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,12.805555555555554,18.24888888888889,71.42222222222222,48.93333333333333,3.210555555555556,4.634408602150537,63.3010752688172,2.7437634408602154,18.24888888888889,0.06429684023141968,35,9.406559139784965,5.149749103942655
7,2009,21,72,35,2,36.333333333333336,,,35.019042438840806,,,109.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.13763440860215,19.746236559139785,74.6021505376344,51.354838709677416,3.089677419354839,12.805555555555554,71.42222222222222,3.210555555555556,19.746236559139785,0.05901417128773876,72,33.91996415770611,7.6165412186379955
8,2009,11,21,72,35,42.666666666666664,,,26.350205565295568,,,128.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.406451612903227,19.86236559139785,76.06451612903226,52.86021505376344,2.722795698924731,15.13763440860215,74.6021505376344,3.089677419354839,19.86236559139785,0.050553004591734875,21,49.262867383512564,9.043996415770613
9,2009,26,11,21,72,34.666666666666664,,,32.715949219506584,,,104.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.627777777777778,20.108888888888888,74.64444444444445,53.81111111111111,2.450888888888889,15.406451612903227,76.06451612903226,2.722795698924731,0.0,0.0,0,57.857491039426534,9.023028673835128
10,2009,17,26,11,21,19.333333333333332,27.833333333333332,,7.637626158259734,24.506461732911728,,58.0,167.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.719354838709677,4.020430107526882,81.52688172043011,66.31182795698925,0.6666666666666667,15.627777777777778,74.64444444444445,2.450888888888889,0.0,0.0,0,59.71749103942654,8.26336200716846
11,2009,1,17,26,11,18.0,30.333333333333332,,7.549834435270751,21.978777642686747,,54.0,182.0,,0,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-1.71,1.48,82.18888888888888,68.45555555555555,0.4678888888888889,1.719354838709677,81.52688172043011,0.6666666666666667,0.0,0.0,0,43.991684587813644,5.8403512544802885
4,2010,91,,,,,,,,,,,,,0,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.804444444444444,11.12,62.08888888888889,39.32222222222222,2.534222222222222,-2.804301075268817,76.68817204301075,1.0464516129032255,0.0,0.0,,-19.3190476190476,1.6241090629800325
5,2010,62,91,,,,,,,,,,,,0,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.765591397849462,14.295698924731184,65.9784946236559,43.193548387096776,2.9708602150537637,4.804444444444444,62.08888888888889,2.534222222222222,0.0,0.0,0,4.084823348694336,3.980911930363545
6,2010,79,62,91,,,,,,,,,,,1,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.367777777777778,20.697777777777777,64.82222222222222,39.6,4.074222222222222,8.765591397849462,65.9784946236559,2.9708602150537637,20.697777777777777,0.1003503010399562,62,27.566236559139803,6.551534050179214
7,2010,211,79,62,91,77.33333333333333,,,14.571661996262929,,,232.0,,,1,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.90322580645161,23.654838709677417,73.40860215053763,46.96774193548387,3.736666666666667,15.367777777777778,64.82222222222222,4.074222222222222,23.654838709677417,0.07789957408652769,79,46.113476702508976,9.57930465949821
8,2010,115,211,79,62,117.33333333333333,,,81.561837481345,,,352.0,,,1,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,16.489247311827956,21.010752688172044,77.04301075268818,54.9247311827957,2.6658064516129034,18.90322580645161,73.40860215053763,3.736666666666667,21.010752688172044,0.047667756200730625,211,58.64831541218639,10.781749103942655
9,2010,27,115,211,79,135.0,,,68.23488843692792,,,405.0,,,0,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.02111111111111,12.44,77.76666666666667,57.22222222222222,1.588111111111111,16.489247311827956,77.04301075268818,2.6658064516129034,0.0,0.0,0,65.36336917562726,10.476695340501795
10,2010,3,27,115,211,117.66666666666667,97.5,,92.02898094259945,62.934092509545266,,353.0,585.0,,0,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,5.361290322580646,8.956989247311828,77.3978494623656,59.53763440860215,1.1723655913978497,9.02111111111111,77.76666666666667,1.588111111111111,0.0,0.0,0,57.10559139784948,7.990584229390684
