latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
44.46397,-65.29141,131.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),precipitation_sum (mm),precipitation_hours (h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_min (%)
1990-01-01,4.1,6.8,21.30,23.0,204,0.16,26.3,20.1,97,81
1990-01-02,-5.2,0.3,0.00,0.0,286,0.78,27.7,22.6,69,62
1990-01-03,-1.0,1.1,0.00,0.0,282,0.74,22.7,17.4,76,67
1990-01-04,-0.9,4.5,0.00,0.0,199,0.57,17.7,12.0,86,75
1990-01-05,2.0,5.0,3.20,4.0,268,0.57,24.2,19.0,84,60
1990-01-06,-2.3,1.6,0.30,2.0,196,0.48,13.4,6.9,74,63
1990-01-07,-4.6,-1.0,0.00,0.0,299,0.59,19.9,12.9,71,51
1990-01-08,-0.3,3.1,0.40,2.0,240,0.64,16.0,11.2,80,63
1990-01-09,-0.3,2.1,0.40,3.0,60,0.67,12.7,7.9,81,69
1990-01-10,1.2,3.1,7.60,9.0,157,0.16,18.5,15.0,95,89
1990-01-11,-1.4,2.9,2.00,6.0,299,0.49,22.0,14.5,83,67
1990-01-12,-0.0,3.5,3.80,9.0,172,0.30,17.7,13.0,93,80
1990-01-13,-2.0,-0.9,0.00,0.0,269,0.53,15.5,10.6,84,67
1990-01-14,-8.7,-3.4,0.30,3.0,295,0.58,23.8,19.1,63,58
1990-01-15,-8.5,-3.4,0.00,0.0,262,0.55,14.8,9.9,68,57
1990-01-16,-1.4,0.7,1.90,7.0,230,0.50,16.7,12.3,87,72
1990-01-17,-3.2,1.9,0.00,0.0,263,0.50,14.6,9.3,86,75
1990-01-18,3.6,6.2,0.20,1.0,214,0.36,25.6,20.3,96,90
1990-01-19,-1.0,4.1,0.20,2.0,289,0.96,30.5,22.4,69,40
1990-01-20,-6.3,-0.9,0.00,0.0,269,1.03,26.7,15.3,53,42
1990-01-21,-4.7,-0.8,2.90,5.0,13,0.64,15.7,12.9,63,40
1990-01-22,-11.8,-7.3,3.40,11.0,69,0.52,16.5,11.4,72,62
1990-01-23,-2.4,1.6,2.80,10.0,175,0.60,16.8,13.6,88,70
1990-01-24,-2.3,2.6,2.70,7.0,179,0.39,22.4,13.7,86,79
1990-01-25,2.6,4.5,3.00,4.0,212,0.48,19.9,11.4,97,93
1990-01-26,7.3,12.1,7.80,9.0,180,0.19,32.7,23.0,100,99
1990-01-27,3.1,12.4,7.40,12.0,273,0.92,32.1,22.8,80,53
1990-01-28,1.1,6.6,0.00,0.0,221,0.97,24.2,15.8,79,62
1990-01-29,0.2,3.2,0.30,2.0,296,1.32,24.2,13.0,54,43
1990-01-30,-1.1,2.4,26.40,22.0,99,0.35,35.9,24.1,88,75
1990-01-31,-5.5,-2.5,0.10,1.0,313,0.62,29.0,12.4,83,68
1990-02-01,-2.8,2.2,0.00,0.0,221,0.51,19.5,12.6,89,77
1990-02-02,1.7,4.9,1.00,3.0,277,0.91,24.5,20.0,76,53
1990-02-03,-12.3,-4.3,0.00,0.0,341,0.60,16.9,15.1,61,48
1990-02-04,-12.7,-9.1,3.10,8.0,8,0.34,12.5,6.1,65,56
1990-02-05,-14.5,-12.0,3.90,8.0,2,0.46,18.4,14.5,74,57
1990-02-06,-10.1,0.8,1.20,4.0,228,0.43,19.1,11.6,81,72
1990-02-07,-3.0,1.8,0.00,0.0,278,0.97,21.2,14.4,78,59
1990-02-08,-0.1,3.3,0.00,0.0,277,1.07,16.7,13.0,79,52
1990-02-09,2.8,6.9,0.00,0.0,219,1.08,28.8,18.4,84,71
1990-02-10,6.5,9.2,26.50,19.0,211,0.20,31.6,20.7,97,83
1990-02-11,2.0,8.5,2.90,6.0,269,1.18,19.9,16.4,76,39
1990-02-12,-2.3,-0.3,0.00,0.0,306,1.29,13.0,11.2,57,41
1990-02-13,-3.5,1.8,0.30,2.0,280,1.34,18.2,11.2,56,31
1990-02-14,1.9,4.0,1.80,7.0,266,1.17,21.6,18.0,80,51
1990-02-15,-5.7,-2.4,0.20,1.0,343,1.08,23.2,9.8,45,32
1990-02-16,-3.7,-1.5,12.60,16.0,105,0.32,14.5,10.5,85,65
1990-02-17,-0.5,2.1,2.60,4.0,284,0.87,28.0,18.3,84,60
1990-02-18,-11.4,-6.7,0.20,2.0,308,0.73,21.9,17.6,68,54
1990-02-19,-1.6,4.3,0.00,0.0,238,1.02,23.6,14.9,80,63
1990-02-20,-6.7,0.2,0.90,4.0,308,0.75,31.6,25.2,70,40
1990-02-21,-10.7,-5.1,0.00,0.0,302,0.80,23.4,18.1,71,45
1990-02-22,1.6,7.4,0.00,0.0,236,1.57,26.3,16.8,73,52
1990-02-23,7.8,9.7,10.80,11.0,231,0.39,28.5,24.1,96,78
1990-02-24,-1.6,5.9,23.40,20.0,25,0.21,23.1,16.2,93,80
1990-02-25,-9.9,-6.5,0.10,1.0,21,0.81,17.9,11.1,78,52
1990-02-26,-13.8,-11.2,0.00,0.0,341,0.62,15.4,12.9,73,55
1990-02-27,-12.4,-4.8,0.00,0.0,177,0.77,19.6,10.8,76,58
1990-02-28,-2.8,-0.5,4.40,14.0,248,0.79,20.6,16.6,79,60
1990-03-01,-9.4,-6.4,0.00,0.0,280,0.82,22.1,13.9,67,51
1990-03-02,-0.3,4.2,0.00,0.0,223,1.59,24.7,20.6,72,57
1990-03-03,3.3,8.2,0.00,0.0,218,1.38,25.2,12.4,85,68
1990-03-04,-0.5,2.1,4.00,8.0,36,0.64,13.1,8.8,85,65
1990-03-05,-6.0,-2.7,1.00,3.0,300,1.00,19.1,15.4,63,50
1990-03-06,-7.6,-4.1,0.00,0.0,290,1.18,13.4,9.0,57,36
1990-03-07,-10.8,-7.7,0.00,0.0,343,1.10,17.6,14.0,50,34
1990-03-08,-8.4,-1.9,0.00,0.0,318,1.44,16.1,13.3,51,29
1990-03-09,-1.4,3.1,0.00,0.0,315,1.96,19.6,14.0,54,41
1990-03-10,0.7,8.5,0.00,0.0,243,1.99,13.7,8.7,68,43
1990-03-11,2.5,8.8,0.00,0.0,239,1.11,19.6,15.2,82,60
1990-03-12,2.9,8.4,0.00,0.0,298,2.34,16.5,13.8,59,28
1990-03-13,2.4,5.9,1.30,4.0,278,0.83,12.3,5.9,81,60
1990-03-14,2.1,7.5,0.00,0.0,58,1.98,10.3,6.2,63,44
1990-03-15,-0.5,1.1,6.70,9.0,133,0.43,15.5,12.8,89,65
1990-03-16,3.0,9.0,0.00,0.0,140,0.99,11.5,8.8,93,80
1990-03-17,7.6,12.2,0.00,0.0,221,0.74,26.0,13.9,98,93
1990-03-18,9.4,11.5,5.50,7.0,225,0.29,27.4,19.8,99,97
1990-03-19,3.9,7.1,0.00,0.0,265,2.20,21.3,17.1,70,37
1990-03-20,3.3,8.0,0.00,0.0,144,1.91,19.2,11.7,69,40
1990-03-21,4.3,8.2,14.40,14.0,117,0.44,29.2,16.7,98,86
1990-03-22,2.8,8.7,1.10,2.0,300,2.42,25.4,13.9,67,39
1990-03-23,6.0,12.8,1.50,5.0,194,2.03,32.2,24.1,77,61
1990-03-24,-1.4,6.8,2.20,4.0,297,2.06,24.7,20.3,50,31
1990-03-25,-0.9,2.2,0.00,0.0,179,1.38,15.0,11.3,60,47
1990-03-26,1.4,6.8,0.00,0.0,206,1.89,24.1,15.7,72,41
1990-03-27,-4.4,1.4,0.30,2.0,305,1.86,23.2,17.7,49,32
1990-03-28,-3.7,1.3,0.00,0.0,267,1.72,26.3,15.2,53,41
1990-03-29,-4.4,-1.2,0.10,1.0,315,1.98,20.5,15.3,43,26
1990-03-30,-2.2,5.4,0.00,0.0,264,2.47,8.9,5.4,44,18
1990-03-31,-0.4,1.1,15.90,18.0,111,0.49,24.3,17.7,85,57
1990-04-01,2.8,4.4,0.30,3.0,80,0.62,23.8,19.8,93,87
1990-04-02,4.5,8.9,0.60,5.0,100,0.79,17.7,8.0,96,83
1990-04-03,5.0,9.5,0.10,1.0,72,0.82,15.1,8.8,97,85
1990-04-04,8.4,10.2,20.40,15.0,118,0.39,27.5,20.5,100,99
1990-04-05,5.6,10.0,0.20,2.0,190,1.74,29.5,18.3,84,54
1990-04-06,5.6,11.6,1.90,5.0,211,1.95,25.8,15.8,75,38
1990-04-07,1.4,4.1,15.50,12.0,326,0.43,18.1,10.6,88,81
1990-04-08,0.4,2.3,1.40,4.0,277,1.78,18.7,16.3,69,51
1990-04-09,1.2,5.1,0.00,0.0,283,2.50,17.3,12.3,61,32
1990-04-10,4.8,11.0,1.80,7.0,220,2.16,24.0,16.3,74,52
1990-04-11,8.1,10.3,25.70,24.0,208,0.30,32.7,22.4,99,94
1990-04-12,3.5,7.9,1.60,3.0,269,1.98,28.4,18.3,74,39
1990-04-13,1.6,4.4,0.00,0.0,280,2.41,14.8,11.6,64,36
1990-04-14,3.1,9.3,0.00,0.0,230,2.82,15.3,10.9,64,39
1990-04-15,5.6,13.3,0.00,0.0,174,2.40,25.2,16.7,79,56
1990-04-16,10.0,15.1,4.80,5.0,208,2.82,20.2,13.6,80,44
1990-04-17,7.1,12.9,0.20,1.0,170,2.98,24.0,15.4,70,44
1990-04-18,4.2,6.8,13.60,10.0,274,2.50,24.1,19.9,70,36
1990-04-19,2.8,7.3,0.00,0.0,286,3.11,20.0,12.9,50,30
1990-04-20,4.7,10.5,0.00,0.0,221,2.67,20.6,15.3,69,48
1990-04-21,6.0,8.0,7.90,9.0,206,0.87,17.5,15.0,82,65
1990-04-22,6.2,8.6,1.80,6.0,23,1.26,16.5,12.8,91,74
1990-04-23,5.2,10.6,0.00,0.0,2,2.93,21.6,15.2,74,46
1990-04-24,3.6,7.0,0.00,0.0,4,2.78,25.8,20.9,65,50
1990-04-25,3.0,10.7,0.00,0.0,353,3.30,17.4,12.3,62,38
1990-04-26,7.5,15.6,0.00,0.0,284,2.75,11.7,8.2,71,51
1990-04-27,11.9,21.4,0.00,0.0,252,3.52,13.4,11.6,82,61
1990-04-28,11.5,13.9,0.80,3.0,0,3.00,19.3,15.6,73,50
1990-04-29,4.5,8.8,0.00,0.0,111,2.23,16.6,10.3,63,55
1990-04-30,8.3,16.3,0.00,0.0,177,2.35,7.7,6.3,73,57
1990-05-01,12.0,17.8,0.00,0.0,150,1.76,14.7,10.0,89,80
1990-05-02,13.0,15.9,3.80,6.0,200,2.50,19.6,12.6,84,49
1990-05-03,10.2,13.9,0.00,0.0,328,4.37,16.1,10.4,49,32
1990-05-04,9.4,14.5,0.00,0.0,306,3.99,12.9,9.5,54,29
1990-05-05,6.7,9.8,10.30,9.0,125,0.97,25.8,13.9,76,53
1990-05-06,4.0,5.1,0.80,4.0,7,0.97,27.6,17.6,89,64
1990-05-07,5.7,12.9,0.00,0.0,313,3.14,20.9,10.2,67,37
1990-05-08,6.3,10.9,8.50,17.0,73,1.46,13.9,9.1,87,61
1990-05-09,9.0,15.5,0.10,1.0,208,3.18,25.1,14.6,74,40
1990-05-10,13.6,19.9,0.00,0.0,201,3.43,16.8,11.1,80,61
1990-05-11,13.3,14.5,17.80,7.0,174,1.12,29.5,21.9,91,65
1990-05-12,9.2,13.1,0.00,0.0,281,3.89,23.8,18.4,58,33
1990-05-13,9.7,12.8,0.10,1.0,212,2.59,17.3,13.2,59,38
1990-05-14,9.7,12.3,35.30,14.0,148,0.56,25.2,16.0,96,85
1990-05-15,11.8,19.1,0.00,0.0,13,3.61,24.1,14.6,77,47
1990-05-16,11.9,17.1,1.90,7.0,204,3.10,15.5,12.0,80,58
1990-05-17,10.4,14.6,0.00,0.0,70,3.10,19.1,11.5,77,54
1990-05-18,6.4,10.7,11.90,13.0,113,0.63,28.7,22.9,96,88
1990-05-19,8.9,13.5,0.00,0.0,307,2.46,12.6,9.5,79,56
1990-05-20,6.8,8.9,1.40,5.0,353,1.59,20.9,14.8,81,65
1990-05-21,5.6,8.9,0.00,0.0,10,1.91,17.6,14.1,75,67
1990-05-22,5.7,6.6,18.80,22.0,38,0.50,9.2,6.3,97,78
1990-05-23,5.3,6.3,7.30,22.0,46,0.55,15.5,11.7,96,90
1990-05-24,3.6,7.9,11.40,19.0,19,0.87,21.8,16.6,93,63
1990-05-25,7.1,13.9,0.30,2.0,5,3.74,18.2,14.6,67,38
1990-05-26,10.8,19.0,0.00,0.0,320,4.60,11.4,6.4,64,38
1990-05-27,13.5,21.5,0.00,0.0,265,4.82,12.4,9.4,69,35
1990-05-28,14.8,21.7,0.00,0.0,253,5.13,17.0,13.8,66,39
1990-05-29,14.3,20.4,0.20,2.0,180,4.92,21.6,14.6,59,36
1990-05-30,11.2,14.6,16.80,17.0,62,0.91,33.4,15.8,95,79
1990-05-31,9.1,13.2,1.20,3.0,295,4.26,30.1,20.9,61,37
1990-06-01,12.9,19.1,0.50,1.0,252,3.79,15.5,12.1,65,52
1990-06-02,16.6,23.4,0.00,0.0,243,5.72,19.7,15.5,61,35
1990-06-03,16.9,22.9,0.10,1.0,224,4.67,22.8,17.4,78,62
1990-06-04,14.3,15.6,12.90,13.0,204,0.81,24.9,21.7,94,81
1990-06-05,13.6,15.9,0.00,0.0,264,4.26,19.4,14.6,73,46
1990-06-06,11.7,15.6,0.00,0.0,277,4.40,17.7,12.5,62,39
1990-06-07,12.4,16.9,6.60,8.0,214,2.45,15.1,11.8,81,58
1990-06-08,14.8,19.5,0.00,0.0,312,3.36,16.5,12.6,81,53
1990-06-09,14.2,16.5,0.30,1.0,233,1.66,7.9,5.8,81,69
1990-06-10,15.0,19.8,0.00,0.0,111,3.84,17.7,10.1,74,49
1990-06-11,10.6,12.9,13.30,15.0,70,0.75,19.6,17.2,95,83
1990-06-12,12.6,18.9,3.20,6.0,26,4.49,19.5,14.9,73,42
1990-06-13,16.1,22.8,0.00,0.0,97,5.33,10.1,5.5,60,35
1990-06-14,15.3,21.5,0.00,0.0,119,3.01,13.5,9.3,79,62
1990-06-15,18.7,24.7,0.20,1.0,201,4.40,14.6,9.5,83,57
1990-06-16,19.3,23.9,0.50,2.0,179,2.72,8.4,6.4,89,68
1990-06-17,20.0,24.9,0.00,0.0,237,3.32,7.5,5.0,85,60
1990-06-18,18.9,24.4,0.00,0.0,215,4.59,22.5,14.9,82,56
1990-06-19,19.0,24.1,1.30,6.0,201,2.72,21.6,17.5,88,67
1990-06-20,19.4,23.2,6.00,9.0,149,2.37,8.4,4.8,93,74
1990-06-21,17.9,21.3,2.70,9.0,54,2.02,10.2,6.0,93,77
1990-06-22,18.1,21.8,4.80,10.0,296,3.20,10.5,7.5,86,64
1990-06-23,16.6,19.0,0.10,1.0,118,2.36,18.0,11.7,89,78
1990-06-24,16.9,22.5,13.40,13.0,133,1.39,20.8,15.4,97,87
1990-06-25,19.3,24.9,0.80,1.0,231,4.80,17.9,14.3,83,58
1990-06-26,19.5,25.2,0.00,0.0,236,5.33,15.0,11.7,75,53
1990-06-27,19.0,25.1,0.00,0.0,216,4.87,20.5,14.8,77,55
1990-06-28,18.0,23.3,1.00,4.0,238,3.03,16.6,12.2,85,69
1990-06-29,17.9,22.0,0.00,0.0,282,4.81,10.6,7.4,71,44
1990-06-30,16.6,22.2,9.80,7.0,32,3.64,9.7,6.2,77,52
1990-07-01,17.5,21.3,1.60,4.0,118,3.14,6.6,4.0,83,61
1990-07-02,17.2,22.1,0.00,0.0,78,4.50,13.8,8.7,75,46
1990-07-03,17.6,23.3,0.00,0.0,3,4.60,11.5,7.3,68,42
1990-07-04,19.3,24.8,3.60,9.0,249,3.78,19.0,14.8,78,56
1990-07-05,19.9,23.0,0.30,2.0,281,4.26,17.8,13.3,76,49
1990-07-06,16.9,20.6,0.00,0.0,309,5.43,14.6,10.7,56,40
1990-07-07,16.0,19.3,0.00,0.0,318,4.37,15.3,10.4,63,43
1990-07-08,15.7,20.4,0.00,0.0,304,4.57,12.0,9.6,71,46
1990-07-09,14.8,16.8,6.30,5.0,196,1.11,19.8,13.6,84,73
1990-07-10,19.8,25.8,3.20,4.0,241,4.39,19.9,14.0,85,47
1990-07-11,18.2,20.7,0.00,0.0,289,5.02,20.9,16.0,64,47
1990-07-12,17.4,22.4,0.00,0.0,265,4.30,15.2,10.9,69,42
1990-07-13,17.6,22.2,0.00,0.0,321,4.92,12.2,9.0,66,42
1990-07-14,18.2,23.9,0.00,0.0,264,5.60,19.4,13.9,64,37
1990-07-15,19.9,27.3,0.00,0.0,263,5.81,17.7,14.5,64,39
1990-07-16,21.5,26.3,0.00,0.0,227,2.96,19.4,13.1,89,72
1990-07-17,22.4,27.2,0.00,0.0,268,5.59,17.4,14.0,73,43
1990-07-18,22.3,28.2,0.00,0.0,268,5.69,17.1,13.1,69,48
1990-07-19,23.6,29.5,0.00,0.0,240,5.90,20.8,14.8,70,46
1990-07-20,23.0,29.0,0.00,0.0,254,5.40,19.4,13.9,65,38
1990-07-21,20.9,25.5,4.70,11.0,258,3.47,13.4,10.8,84,56
1990-07-22,22.2,27.9,0.00,0.0,285,5.01,10.9,7.2,70,38
1990-07-23,19.5,22.9,4.30,10.0,146,1.43,18.5,11.6,89,73
1990-07-24,21.8,24.4,2.60,9.0,189,1.81,16.8,13.2,96,86
1990-07-25,23.2,27.2,1.30,5.0,181,3.59,19.6,16.5,87,66
1990-07-26,21.3,23.0,8.00,12.0,202,1.40,13.8,10.8,95,89
1990-07-27,20.8,22.0,15.70,18.0,143,1.36,6.4,3.6,98,91
1990-07-28,20.5,24.1,15.70,20.0,96,2.69,6.6,4.4,93,78
1990-07-29,21.8,27.0,0.00,0.0,266,4.54,8.0,4.1,83,51
1990-07-30,22.4,28.5,0.00,0.0,248,5.06,10.0,5.4,77,47
1990-07-31,19.0,21.9,3.10,4.0,98,1.73,19.6,15.2,91,82
1990-08-01,20.5,23.4,1.30,6.0,48,1.61,17.9,14.9,92,82
1990-08-02,18.9,22.4,0.50,2.0,302,3.61,20.3,17.6,77,57
1990-08-03,20.4,25.7,0.00,0.0,278,5.40,18.0,14.4,64,41
1990-08-04,22.6,29.2,0.40,1.0,233,4.46,10.0,5.8,76,48
1990-08-05,22.7,28.1,0.70,3.0,154,4.37,11.2,5.8,83,54
1990-08-06,21.2,26.5,0.00,0.0,163,4.35,12.6,8.9,80,55
1990-08-07,19.2,22.6,0.60,4.0,125,2.55,16.3,10.6,86,74
1990-08-08,20.4,24.6,4.50,10.0,126,1.83,11.8,10.3,94,84
1990-08-09,22.3,25.6,4.30,6.0,192,2.75,9.5,8.1,92,75
1990-08-10,23.0,26.8,0.70,6.0,202,3.18,10.7,7.1,86,63
1990-08-11,22.5,25.3,7.20,10.0,159,2.19,15.7,11.5,93,81
1990-08-12,21.3,22.1,7.80,9.0,193,0.76,17.3,15.1,98,93
1990-08-13,22.0,26.7,1.20,3.0,241,3.74,13.2,9.2,85,59
1990-08-14,20.6,24.6,6.10,7.0,199,1.88,23.0,15.7,92,72
1990-08-15,19.5,23.5,0.00,0.0,281,4.38,15.9,11.2,76,50
1990-08-16,20.8,26.2,0.00,0.0,261,4.28,11.6,8.6,74,53
1990-08-17,21.4,26.7,0.00,0.0,232,4.60,13.8,9.4,77,54
1990-08-18,21.6,27.3,0.00,0.0,215,4.78,17.4,13.3,76,54
1990-08-19,17.7,20.7,3.80,5.0,325,2.25,19.2,15.0,82,49
1990-08-20,15.6,19.7,0.00,0.0,29,3.97,10.5,6.3,62,44
1990-08-21,16.4,20.9,0.00,0.0,192,3.97,7.4,5.3,67,45
1990-08-22,17.2,23.3,0.00,0.0,245,4.26,8.0,5.0,71,43
1990-08-23,17.5,24.0,0.00,0.0,261,4.04,9.4,7.6,69,38
1990-08-24,20.6,28.4,0.00,0.0,294,4.58,9.3,5.3,66,44
1990-08-25,21.0,26.8,0.00,0.0,179,4.16,8.7,5.6,74,42
1990-08-26,22.6,29.3,0.00,0.0,18,4.34,6.4,3.4,74,44
1990-08-27,22.9,28.8,0.00,0.0,179,4.10,10.2,6.2,77,49
1990-08-28,22.0,26.6,0.00,0.0,224,3.57,9.9,6.4,81,56
1990-08-29,21.2,25.6,0.50,2.0,223,3.29,20.9,10.7,83,64
1990-08-30,20.4,25.0,1.90,4.0,282,2.86,9.8,5.4,86,58
1990-08-31,19.8,25.0,0.00,0.0,311,4.42,12.2,8.4,65,35
1990-09-01,20.1,25.4,0.00,0.0,118,3.92,10.5,7.6,68,46
1990-09-02,19.8,25.2,0.00,0.0,217,4.13,15.1,11.3,76,44
1990-09-03,16.9,19.4,10.00,10.0,28,1.69,20.8,13.1,83,61
1990-09-04,14.4,19.7,0.00,0.0,64,3.92,17.2,11.1,66,43
1990-09-05,16.0,19.9,0.40,1.0,239,2.62,10.0,7.7,79,52
1990-09-06,17.5,23.8,0.00,0.0,302,3.20,7.9,5.4,78,49
1990-09-07,17.7,22.2,3.50,3.0,203,2.49,20.8,12.0,82,61
1990-09-08,14.1,17.4,11.00,7.0,343,3.27,22.7,17.6,73,41
1990-09-09,13.3,18.7,0.00,0.0,153,3.27,11.7,7.1,70,52
1990-09-10,15.5,19.5,1.00,3.0,154,1.46,12.9,7.7,87,77
1990-09-11,17.8,21.5,0.00,0.0,317,2.92,12.1,8.2,83,58
1990-09-12,16.1,20.8,0.20,1.0,124,2.03,11.8,10.1,83,60
1990-09-13,17.5,22.3,0.00,0.0,258,2.34,12.3,9.9,84,57
1990-09-14,16.3,20.8,0.00,0.0,135,2.67,14.6,12.0,76,61
1990-09-15,18.0,21.0,5.90,10.0,141,1.07,25.5,18.8,93,85
1990-09-16,16.2,18.7,1.30,1.0,239,2.65,16.0,14.1,82,55
1990-09-17,13.1,14.7,2.40,6.0,289,1.62,12.0,7.4,84,62
1990-09-18,10.5,12.5,0.00,0.0,288,2.27,13.8,10.7,69,52
1990-09-19,9.6,13.2,0.00,0.0,292,1.72,15.9,11.1,73,57
1990-09-20,10.1,13.3,14.40,15.0,192,0.49,27.4,12.8,94,82
1990-09-21,10.6,14.2,0.00,0.0,300,1.96,17.6,14.3,81,55
1990-09-22,11.7,15.6,0.00,0.0,212,1.86,12.7,8.0,80,58
1990-09-23,13.5,17.7,24.30,14.0,153,0.52,25.3,17.6,96,87
1990-09-24,13.1,17.2,0.00,0.0,226,2.67,17.7,13.3,81,50
1990-09-25,12.6,17.5,0.00,0.0,232,2.76,13.0,9.0,75,48
1990-09-26,12.8,18.1,0.00,0.0,176,2.69,11.8,8.1,79,53
1990-09-27,13.7,18.6,0.70,2.0,126,1.73,10.5,7.2,90,72
1990-09-28,15.2,20.8,0.00,0.0,242,2.61,11.3,6.4,86,59
1990-09-29,14.8,20.4,0.00,0.0,248,2.08,14.2,9.4,87,65
1990-09-30,14.6,17.0,0.30,2.0,115,1.10,15.6,9.6,89,76
1990-10-01,14.7,17.1,0.00,0.0,163,0.95,15.8,11.8,92,72
1990-10-02,11.1,15.1,2.20,5.0,265,1.77,19.1,11.9,78,51
1990-10-03,8.9,10.5,0.10,1.0,307,1.97,27.6,19.5,73,47
1990-10-04,10.1,16.1,0.00,0.0,218,2.42,21.0,11.0,68,47
1990-10-05,14.0,17.7,5.10,5.0,214,2.61,28.2,19.3,78,46
1990-10-06,14.4,21.2,0.20,1.0,222,2.69,18.3,13.2,75,57
1990-10-07,17.9,23.2,0.00,0.0,237,3.03,19.2,14.2,72,57
1990-10-08,15.9,20.3,0.00,0.0,228,1.30,12.5,8.3,88,72
1990-10-09,15.6,18.1,0.90,4.0,155,0.78,15.1,12.1,92,84
1990-10-10,13.9,16.7,0.80,5.0,335,0.78,19.5,13.9,90,73
1990-10-11,11.5,14.1,0.90,3.0,109,0.97,19.1,15.2,82,72
1990-10-12,16.5,21.6,1.20,7.0,155,0.92,14.8,10.8,93,79
1990-10-13,18.5,21.8,0.10,1.0,175,0.96,14.1,10.9,96,83
1990-10-14,18.7,19.0,18.70,13.0,167,0.32,16.4,12.0,100,99
1990-10-15,16.9,20.2,0.20,2.0,238,1.43,20.0,10.5,92,71
1990-10-16,12.1,16.0,0.00,0.0,292,2.34,16.9,14.7,68,47
1990-10-17,11.1,15.2,0.00,0.0,258,2.53,18.2,14.2,65,40
1990-10-18,14.2,18.8,0.00,0.0,213,2.05,22.1,17.2,77,64
1990-10-19,14.8,18.3,6.30,9.0,194,1.11,34.0,25.5,86,73
1990-10-20,6.6,8.3,0.20,1.0,285,2.80,30.3,25.1,52,47
1990-10-21,6.5,11.5,0.00,0.0,331,1.94,16.3,7.5,61,43
1990-10-22,9.4,15.1,0.00,0.0,204,1.14,18.4,13.8,87,68
1990-10-23,12.1,14.7,1.00,4.0,207,0.71,13.2,9.3,91,79
1990-10-24,13.5,15.9,15.40,16.0,141,0.24,29.0,19.8,99,97
1990-10-25,9.4,14.5,0.00,0.0,309,0.91,17.2,11.1,86,73
1990-10-26,6.5,8.5,6.90,10.0,33,0.48,23.7,14.7,85,78
1990-10-27,3.3,4.6,16.60,18.0,3,0.65,29.5,22.9,89,67
1990-10-28,2.8,6.3,0.00,0.0,117,1.22,15.9,8.1,74,55
1990-10-29,6.7,9.1,30.40,15.0,68,0.20,29.8,16.7,94,84
1990-10-30,5.3,6.5,10.00,12.0,342,0.76,29.5,23.8,86,63
1990-10-31,4.3,5.2,0.00,0.0,307,1.37,26.8,20.4,69,55
1990-11-01,2.2,4.3,0.00,0.0,313,1.84,22.9,20.8,57,47
1990-11-02,3.9,10.0,0.00,0.0,299,1.66,19.1,12.1,60,45
1990-11-03,9.3,12.5,0.70,3.0,289,1.14,16.3,12.2,89,74
1990-11-04,9.7,16.9,0.00,0.0,193,1.28,18.1,11.6,86,68
1990-11-05,7.4,12.1,0.00,0.0,311,1.57,20.6,15.7,67,48
1990-11-06,5.1,8.2,12.00,6.0,104,0.74,30.8,18.8,77,63
1990-11-07,4.0,8.2,0.80,4.0,300,0.88,27.7,21.6,78,59
1990-11-08,1.6,2.5,0.20,2.0,324,0.84,24.5,11.7,69,61
1990-11-09,-0.2,2.8,0.00,0.0,313,1.25,25.7,21.2,67,60
1990-11-10,1.7,6.0,0.00,0.0,164,0.65,17.3,8.9,88,73
1990-11-11,6.8,11.3,10.30,12.0,199,0.75,39.5,29.7,86,56
1990-11-12,0.5,1.6,2.50,4.0,273,1.29,31.1,22.8,66,52
1990-11-13,-1.9,0.9,1.50,9.0,278,1.14,32.1,27.6,63,57
1990-11-14,1.7,4.0,0.00,0.0,307,1.17,24.1,18.7,69,56
1990-11-15,2.7,8.2,0.00,0.0,258,0.81,16.9,12.2,81,70
1990-11-16,6.5,13.7,0.00,0.0,252,1.08,12.3,9.3,85,64
1990-11-17,8.3,13.3,0.00,0.0,199,0.84,15.3,12.2,92,77
1990-11-18,5.9,8.4,41.00,21.0,28,0.12,21.1,12.5,100,98
1990-11-19,3.2,7.7,30.00,17.0,33,0.19,24.1,19.4,100,98
1990-11-20,3.3,6.1,2.60,6.0,313,0.37,17.6,15.9,91,72
1990-11-21,1.5,2.7,0.00,0.0,330,0.55,14.9,12.2,78,73
1990-11-22,2.8,5.3,0.00,0.0,359,0.46,16.6,10.5,86,81
1990-11-23,3.3,5.0,0.00,0.0,312,0.41,6.5,3.7,89,74
1990-11-24,5.3,8.8,2.30,6.0,167,0.23,17.1,11.4,95,90
1990-11-25,5.3,8.9,3.00,5.0,218,1.06,25.6,18.2,79,49
1990-11-26,3.1,9.9,1.50,4.0,276,1.49,30.5,27.1,61,47
1990-11-27,0.0,3.7,0.00,0.0,270,0.92,19.7,11.1,68,54
1990-11-28,9.1,14.5,0.00,0.0,229,0.94,18.1,14.5,90,74
1990-11-29,11.0,12.8,1.90,6.0,247,0.24,20.9,16.2,98,91
1990-11-30,1.8,5.4,4.10,15.0,333,0.71,17.9,13.6,82,51
