latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
45.166958,-61.542053,61.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),precipitation_sum (mm),precipitation_hours (h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_min (%)
1990-01-01,3.6,6.5,22.50,21.0,206,0.19,44.9,32.9,95,86
1990-01-02,-4.7,3.0,0.20,1.0,280,0.92,40.5,31.7,65,47
1990-01-03,-3.2,0.6,0.00,0.0,274,0.85,27.7,24.0,74,63
1990-01-04,-3.2,2.2,0.00,0.0,216,0.47,24.7,14.5,80,72
1990-01-05,1.8,4.3,2.40,3.0,258,0.60,38.3,27.4,84,67
1990-01-06,-4.6,-1.4,0.00,0.0,245,0.67,17.0,11.1,66,59
1990-01-07,-5.2,-1.3,1.60,5.0,299,0.48,28.3,16.9,74,56
1990-01-08,-1.1,2.6,1.20,7.0,227,0.63,22.9,16.4,79,63
1990-01-09,-3.0,-1.2,0.60,4.0,24,0.38,24.7,15.7,85,73
1990-01-10,-1.9,3.0,4.50,5.0,166,0.28,29.3,18.4,89,84
1990-01-11,-1.3,3.9,7.30,8.0,271,0.41,39.0,29.0,87,72
1990-01-12,-1.8,3.2,12.30,11.0,139,0.22,30.1,17.3,87,71
1990-01-13,-0.5,1.2,0.00,0.0,251,0.55,29.8,18.0,87,79
1990-01-14,-9.0,-3.9,0.00,0.0,294,0.46,26.3,19.8,75,56
1990-01-15,-11.2,-5.5,0.00,0.0,276,0.51,26.4,16.5,73,62
1990-01-16,-1.9,1.2,1.20,6.0,215,0.30,22.2,12.3,89,79
1990-01-17,-7.1,-3.0,0.00,0.0,298,0.51,21.8,12.9,84,68
1990-01-18,2.0,5.0,1.00,3.0,218,0.39,39.8,30.0,91,88
1990-01-19,-0.7,3.7,0.90,3.0,286,0.69,33.2,25.9,79,46
1990-01-20,-10.1,-4.3,0.00,0.0,281,0.97,36.6,25.5,52,41
1990-01-21,-7.2,-0.3,0.20,1.0,327,0.55,27.5,23.1,72,60
1990-01-22,-10.8,-6.4,2.00,9.0,29,0.53,22.7,18.1,72,66
1990-01-23,-2.6,0.2,2.40,15.0,138,0.37,19.8,14.4,86,75
1990-01-24,-2.9,0.4,0.70,1.0,224,0.41,24.5,14.5,87,81
1990-01-25,2.5,3.9,8.70,6.0,213,0.53,25.4,16.5,94,85
1990-01-26,4.4,8.6,10.80,21.0,192,0.16,41.1,25.0,99,99
1990-01-27,4.5,9.3,19.10,15.0,243,0.77,48.2,35.2,84,54
1990-01-28,-0.1,2.5,0.00,0.0,231,0.86,34.7,21.7,75,60
1990-01-29,-0.4,2.3,0.00,0.0,293,1.31,27.2,18.7,57,37
1990-01-30,-2.2,1.2,33.30,20.0,93,0.45,57.4,32.2,80,61
1990-01-31,-3.5,0.8,0.00,0.0,316,0.56,30.2,17.8,84,75
1990-02-01,-4.9,-0.3,0.00,0.0,244,0.61,29.3,15.4,84,78
1990-02-02,-0.5,3.8,0.00,0.0,271,0.84,38.2,30.6,78,65
1990-02-03,-16.5,-9.7,0.00,0.0,327,0.42,32.4,29.5,69,62
1990-02-04,-17.8,-13.2,0.90,4.0,316,0.39,22.6,16.0,71,57
1990-02-05,-15.6,-14.5,2.90,10.0,357,0.39,31.0,26.1,75,67
1990-02-06,-12.7,-1.1,1.60,6.0,267,0.42,31.4,20.7,79,67
1990-02-07,-5.3,-0.6,0.90,2.0,286,0.85,30.7,20.4,76,59
1990-02-08,-0.8,0.9,0.30,2.0,274,0.99,27.8,19.5,76,58
1990-02-09,0.7,4.6,0.00,0.0,219,0.77,41.3,26.0,87,81
1990-02-10,4.8,7.3,22.40,17.0,221,0.42,45.4,30.1,93,86
1990-02-11,3.3,6.8,6.80,11.0,239,0.75,44.6,24.4,85,54
1990-02-12,-2.6,-0.9,0.00,0.0,310,1.31,20.9,13.7,58,47
1990-02-13,-6.9,-2.1,0.00,0.0,315,1.17,22.9,17.5,62,45
1990-02-14,0.1,4.1,3.40,12.0,245,0.93,33.4,25.3,78,57
1990-02-15,-9.2,-5.9,0.00,0.0,333,1.00,31.4,18.9,54,40
1990-02-16,-5.2,-3.3,8.20,15.0,98,0.41,25.2,16.3,76,52
1990-02-17,-2.8,2.1,5.20,6.0,344,0.53,31.5,21.4,88,71
1990-02-18,-15.1,-12.1,0.00,0.0,311,0.62,33.4,27.5,65,48
1990-02-19,-4.9,2.8,0.70,3.0,247,0.66,28.5,19.7,79,64
1990-02-20,-7.1,-1.2,1.50,7.0,305,0.55,42.9,28.5,78,59
1990-02-21,-15.1,-10.6,0.00,0.0,309,0.67,35.5,26.0,64,49
1990-02-22,-2.4,3.8,0.00,0.0,228,1.09,35.4,21.0,76,61
1990-02-23,4.8,6.4,9.80,14.0,233,0.37,40.4,33.8,94,73
1990-02-24,-2.7,3.5,30.60,23.0,20,0.20,35.3,21.1,93,82
1990-02-25,-11.3,-9.3,0.70,2.0,349,0.67,32.7,21.6,74,60
1990-02-26,-14.8,-13.2,0.00,0.0,344,0.56,29.2,24.4,72,57
1990-02-27,-14.8,-7.7,0.00,0.0,261,0.72,26.7,14.4,69,56
1990-02-28,-2.1,1.8,4.30,14.0,215,0.82,30.3,22.6,82,71
1990-03-01,-11.2,-8.0,0.00,0.0,290,0.86,24.8,18.0,65,46
1990-03-02,-1.8,2.4,0.00,0.0,222,1.25,39.1,30.1,74,61
1990-03-03,2.6,4.2,2.00,7.0,220,0.93,40.8,24.2,89,81
1990-03-04,-2.1,0.9,9.10,13.0,0,0.41,22.7,18.7,89,77
1990-03-05,-7.1,-3.9,0.20,2.0,314,0.91,20.2,18.0,72,46
1990-03-06,-10.2,-6.4,0.00,0.0,316,1.02,18.4,10.6,66,40
1990-03-07,-13.6,-10.9,0.00,0.0,341,0.64,30.7,23.6,71,58
1990-03-08,-12.8,-8.3,0.00,0.0,333,0.84,28.5,22.6,67,51
1990-03-09,-6.9,-2.3,0.80,4.0,341,1.03,20.3,11.3,70,51
1990-03-10,-4.2,1.5,0.00,0.0,256,1.34,19.7,10.8,80,60
1990-03-11,1.0,3.1,1.10,4.0,230,0.85,27.5,22.9,85,79
1990-03-12,1.0,4.8,0.00,0.0,300,1.73,21.0,16.4,72,48
1990-03-13,-0.7,2.7,0.00,0.0,326,1.06,13.8,4.8,76,65
1990-03-14,-5.1,-2.7,0.00,0.0,349,1.39,21.0,18.4,64,48
1990-03-15,-4.3,-0.8,3.90,7.0,118,0.82,16.4,12.3,76,68
1990-03-16,-0.9,2.3,0.50,4.0,164,0.63,15.6,10.9,86,83
1990-03-17,3.0,7.3,0.10,1.0,215,0.60,26.3,14.9,98,93
1990-03-18,6.5,7.0,3.40,15.0,225,0.30,37.3,32.8,99,98
1990-03-19,3.9,6.9,2.40,3.0,253,1.89,26.6,23.1,78,47
1990-03-20,1.9,4.8,0.00,0.0,218,1.83,18.5,11.3,68,59
1990-03-21,1.9,4.6,26.90,17.0,100,0.54,38.2,23.6,92,77
1990-03-22,0.6,3.0,3.20,5.0,309,1.75,35.6,21.0,75,47
1990-03-23,3.4,7.4,0.00,0.0,188,1.53,45.8,33.0,84,73
1990-03-24,-0.5,6.1,6.10,8.0,278,2.00,44.3,25.1,58,28
1990-03-25,-1.7,0.6,0.00,0.0,173,1.58,19.0,10.9,56,41
1990-03-26,-0.2,2.0,0.00,0.0,192,1.22,23.8,16.0,82,69
1990-03-27,-3.5,0.8,0.00,0.0,299,1.62,31.3,21.9,61,40
1990-03-28,-6.1,-1.1,0.00,0.0,267,1.65,24.0,14.1,53,32
1990-03-29,-4.7,-2.3,1.20,3.0,302,1.63,31.2,25.8,55,35
1990-03-30,-4.6,0.9,0.00,0.0,274,2.12,19.7,11.7,50,30
1990-03-31,-1.4,0.2,2.40,7.0,144,0.95,26.8,18.2,76,67
1990-04-01,0.1,0.6,6.70,23.0,93,0.54,35.7,31.3,89,82
1990-04-02,1.4,2.5,2.80,10.0,106,0.59,31.0,26.7,92,82
1990-04-03,3.0,4.9,1.20,7.0,111,0.65,23.9,19.1,98,95
1990-04-04,5.5,7.4,17.00,21.0,117,0.45,41.8,29.8,98,95
1990-04-05,6.0,8.8,9.10,7.0,191,1.88,35.1,18.5,88,68
1990-04-06,4.9,7.7,0.00,0.0,212,2.38,27.0,21.0,76,61
1990-04-07,2.7,4.2,13.10,16.0,234,0.63,24.7,12.2,96,78
1990-04-08,1.2,4.1,11.80,6.0,278,1.90,33.6,23.3,73,45
1990-04-09,1.4,4.6,0.00,0.0,295,2.30,19.4,13.3,60,34
1990-04-10,2.6,5.7,1.10,9.0,229,1.36,30.8,20.5,74,65
1990-04-11,6.2,9.1,29.20,21.0,217,0.61,45.8,34.1,93,83
1990-04-12,5.6,7.2,20.50,10.0,235,1.86,36.3,25.2,81,45
1990-04-13,2.2,5.3,1.10,5.0,251,2.01,13.5,9.0,72,57
1990-04-14,1.7,5.3,0.00,0.0,209,2.29,21.6,12.3,72,53
1990-04-15,2.7,6.4,0.00,0.0,188,1.89,23.0,18.4,82,71
1990-04-16,6.3,10.2,9.90,7.0,180,1.22,41.7,25.7,91,82
1990-04-17,5.5,9.3,0.00,0.0,213,2.72,19.5,15.1,77,54
1990-04-18,4.8,7.5,3.60,5.0,230,2.01,35.9,22.5,73,31
1990-04-19,1.9,4.7,0.00,0.0,266,2.42,17.4,11.8,58,39
1990-04-20,3.2,6.1,0.00,0.0,222,2.19,26.0,19.4,71,62
1990-04-21,4.3,6.4,3.50,5.0,211,1.26,28.4,25.4,79,74
1990-04-22,4.1,4.7,38.20,24.0,71,0.32,17.1,11.3,98,94
1990-04-23,3.8,5.0,19.30,19.0,50,0.41,25.7,17.3,96,90
1990-04-24,1.7,2.7,0.30,3.0,348,1.13,30.7,28.5,82,69
1990-04-25,1.1,3.8,1.70,11.0,349,1.60,27.7,21.6,77,67
1990-04-26,3.3,9.8,0.00,0.0,315,2.66,15.3,9.9,73,46
1990-04-27,5.5,9.9,0.00,0.0,228,1.41,18.8,9.9,88,77
1990-04-28,5.4,10.9,1.40,2.0,328,1.80,32.3,25.6,84,64
1990-04-29,1.9,5.6,0.00,0.0,28,2.79,18.7,11.3,71,58
1990-04-30,3.6,8.0,0.00,0.0,228,1.64,18.2,13.7,82,68
1990-05-01,7.7,12.4,0.00,0.0,214,2.37,17.3,13.8,87,75
1990-05-02,8.6,9.9,1.20,6.0,190,0.91,29.7,20.7,96,88
1990-05-03,7.9,11.2,0.50,2.0,340,3.83,24.6,18.0,57,39
1990-05-04,6.3,9.6,0.00,0.0,332,3.51,16.1,9.0,57,39
1990-05-05,4.1,6.8,3.10,3.0,151,1.90,26.0,14.6,76,57
1990-05-06,2.6,4.6,21.80,22.0,85,0.64,44.4,30.5,96,91
1990-05-07,3.7,7.8,0.70,6.0,314,2.30,32.3,24.6,72,48
1990-05-08,4.8,7.7,0.00,0.0,209,2.72,15.6,11.0,79,67
1990-05-09,5.3,8.3,0.00,0.0,216,1.79,35.3,21.0,86,74
1990-05-10,7.4,10.1,0.00,0.0,200,2.36,33.2,17.1,87,78
1990-05-11,8.6,11.9,16.80,7.0,170,1.35,37.1,25.6,95,85
1990-05-12,7.5,10.2,0.30,2.0,255,2.56,26.9,18.5,77,43
1990-05-13,7.8,12.3,0.00,0.0,215,3.18,22.6,12.4,68,53
1990-05-14,6.3,7.4,20.90,18.0,163,0.66,25.8,18.9,93,73
1990-05-15,7.9,11.0,33.00,10.0,52,2.12,29.5,21.0,89,74
1990-05-16,6.8,10.2,5.20,10.0,151,1.67,22.7,14.2,88,82
1990-05-17,6.1,7.2,0.10,1.0,49,0.89,30.7,19.0,93,88
1990-05-18,3.2,4.1,4.60,11.0,106,0.76,40.7,34.8,87,84
1990-05-19,4.9,6.1,7.00,14.0,91,0.83,38.0,24.0,95,90
1990-05-20,5.5,7.2,2.50,14.0,359,1.50,22.0,18.5,85,74
1990-05-21,6.3,9.5,0.00,0.0,355,1.68,20.9,14.5,82,73
1990-05-22,5.8,6.9,1.00,5.0,55,0.97,24.7,20.7,87,82
1990-05-23,4.6,5.5,8.20,23.0,67,0.53,30.0,26.1,92,86
1990-05-24,4.1,6.0,8.80,15.0,53,1.04,31.4,28.2,86,70
1990-05-25,5.9,9.9,1.50,6.0,8,3.25,25.8,19.9,74,52
1990-05-26,7.1,13.6,0.00,0.0,326,4.01,23.4,15.1,69,42
1990-05-27,8.8,12.5,0.20,1.0,203,3.27,15.8,9.4,80,67
1990-05-28,9.7,14.7,0.00,0.0,200,3.48,15.1,10.0,82,65
1990-05-29,12.3,15.7,0.00,0.0,223,4.30,20.1,16.5,68,53
1990-05-30,9.8,10.8,43.80,21.0,145,0.75,26.2,21.4,96,75
1990-05-31,8.3,12.2,3.70,7.0,298,3.48,44.8,26.1,68,36
1990-06-01,10.3,15.7,0.00,0.0,233,4.17,16.9,13.0,67,44
1990-06-02,13.8,18.0,0.00,0.0,229,4.41,26.6,19.8,73,58
1990-06-03,13.4,17.0,0.00,0.0,228,3.76,33.4,25.0,79,71
1990-06-04,12.0,12.7,6.70,12.0,214,1.09,37.4,34.3,92,88
1990-06-05,12.0,14.9,2.60,7.0,215,2.31,32.9,20.0,90,68
1990-06-06,11.7,14.2,0.00,0.0,260,3.33,21.9,12.0,72,52
1990-06-07,10.4,12.7,2.90,5.0,220,2.45,22.4,19.0,79,70
1990-06-08,12.6,16.7,1.80,5.0,314,3.37,23.0,14.0,85,59
1990-06-09,12.3,15.3,0.00,0.0,212,2.84,18.2,10.8,82,70
1990-06-10,10.6,13.5,0.00,0.0,103,2.98,16.3,9.9,89,76
1990-06-11,8.0,9.8,0.10,1.0,68,1.54,30.3,25.3,88,75
1990-06-12,9.6,14.4,1.60,8.0,43,3.27,27.6,18.0,76,61
1990-06-13,11.9,15.4,0.00,0.0,183,4.18,13.4,7.2,74,58
1990-06-14,11.6,15.6,0.00,0.0,108,1.69,13.4,10.7,89,72
1990-06-15,14.3,17.6,0.00,0.0,209,2.78,18.4,15.3,91,75
1990-06-16,14.1,15.9,1.00,5.0,200,1.31,17.1,12.4,96,88
1990-06-17,14.4,17.9,4.30,11.0,202,2.37,14.5,12.1,94,81
1990-06-18,14.4,16.8,0.00,0.0,217,2.69,29.1,21.6,92,79
1990-06-19,14.8,16.8,3.60,5.0,210,1.46,26.6,21.9,95,89
1990-06-20,14.5,16.5,17.50,18.0,194,1.30,14.5,9.5,97,92
1990-06-21,15.1,17.4,0.30,3.0,0,1.90,9.6,5.8,94,86
1990-06-22,12.5,15.1,6.40,14.0,96,0.71,13.3,7.2,95,92
1990-06-23,10.7,12.1,1.00,5.0,97,2.05,20.1,14.8,88,79
1990-06-24,10.9,13.4,16.10,13.0,121,0.61,30.3,23.7,95,88
1990-06-25,15.8,18.7,1.50,4.0,224,3.43,23.2,17.7,91,76
1990-06-26,16.6,20.0,0.00,0.0,228,4.06,21.9,19.4,84,70
1990-06-27,15.7,19.1,0.00,0.0,220,3.94,25.5,20.8,85,70
1990-06-28,16.2,18.6,1.20,3.0,220,3.43,25.2,18.8,85,78
1990-06-29,16.6,19.6,0.00,0.0,270,4.07,15.1,11.5,80,51
1990-06-30,14.6,17.1,2.20,8.0,174,2.25,15.9,8.0,83,73
1990-07-01,14.7,16.6,0.10,1.0,89,3.51,13.0,6.9,86,74
1990-07-02,14.8,18.4,0.00,0.0,65,4.20,11.3,8.3,80,58
1990-07-03,12.7,14.6,0.40,1.0,65,1.74,18.7,14.0,85,77
1990-07-04,14.9,19.1,0.40,2.0,229,1.78,21.7,15.9,91,79
1990-07-05,16.8,20.1,1.00,4.0,264,3.26,19.9,16.6,84,60
1990-07-06,15.4,18.1,0.00,0.0,263,4.09,15.9,11.0,68,56
1990-07-07,14.1,15.5,0.00,0.0,71,3.21,16.2,10.6,80,71
1990-07-08,14.4,17.8,2.80,8.0,307,3.73,16.6,11.1,75,51
1990-07-09,14.4,15.8,2.90,5.0,205,2.06,32.9,17.4,83,70
1990-07-10,15.9,19.1,4.70,9.0,220,1.96,32.9,21.0,94,85
1990-07-11,17.4,19.4,0.00,0.0,277,3.77,17.3,14.3,74,55
1990-07-12,16.7,19.3,0.00,0.0,250,3.82,17.6,13.4,72,60
1990-07-13,16.5,18.9,0.00,0.0,304,3.95,12.6,8.5,70,56
1990-07-14,18.0,22.6,0.00,0.0,244,5.17,23.6,17.5,70,48
1990-07-15,20.1,25.2,0.00,0.0,258,5.68,23.2,17.1,65,53
1990-07-16,17.4,21.3,0.00,0.0,120,3.45,16.5,12.7,80,70
1990-07-17,20.1,25.4,0.00,0.0,241,3.90,20.7,13.7,86,64
1990-07-18,21.4,24.6,0.00,0.0,254,4.62,14.8,10.5,76,56
1990-07-19,21.2,23.7,0.00,0.0,227,4.59,24.3,16.8,79,67
1990-07-20,21.1,25.3,0.00,0.0,241,4.69,23.7,19.0,73,49
1990-07-21,18.7,21.2,8.60,15.0,230,3.00,19.8,15.6,87,78
1990-07-22,18.3,20.2,0.10,1.0,189,3.24,13.4,5.8,90,80
1990-07-23,16.6,18.8,12.80,9.0,149,1.78,20.3,10.7,94,80
1990-07-24,19.4,22.0,0.70,4.0,208,1.89,22.6,20.0,96,88
1990-07-25,20.2,22.5,0.00,0.0,197,2.70,24.4,18.8,94,86
1990-07-26,20.2,22.3,0.00,0.0,211,2.26,24.1,20.4,95,86
1990-07-27,20.1,21.7,4.20,13.0,221,2.00,14.4,7.5,93,82
1990-07-28,18.1,19.7,6.50,14.0,114,1.37,9.8,7.9,95,85
1990-07-29,19.9,23.2,0.00,0.0,218,4.10,15.1,9.8,86,68
1990-07-30,19.7,22.7,0.00,0.0,184,3.85,13.8,9.8,89,77
1990-07-31,16.9,19.0,0.80,5.0,108,2.12,24.5,18.3,90,82
1990-08-01,18.2,19.3,34.30,24.0,82,0.85,44.3,30.0,96,93
1990-08-02,18.2,20.9,43.80,11.0,287,2.77,43.3,31.5,85,66
1990-08-03,18.9,22.0,0.30,3.0,248,3.81,27.6,17.6,74,57
1990-08-04,20.2,23.2,0.00,0.0,192,4.03,11.5,7.5,81,68
1990-08-05,19.3,21.7,0.00,0.0,178,3.75,13.5,8.3,89,78
1990-08-06,18.5,21.0,0.00,0.0,199,3.34,16.8,12.2,90,78
1990-08-07,18.2,21.0,0.00,0.0,196,3.82,11.9,8.5,87,74
1990-08-08,18.5,21.3,0.00,0.0,163,3.71,11.3,7.1,87,74
1990-08-09,20.1,23.1,0.00,0.0,195,2.78,15.7,11.5,90,80
1990-08-10,20.4,22.4,0.00,0.0,198,2.38,15.2,12.2,94,84
1990-08-11,20.2,22.3,0.00,0.0,175,2.68,16.8,12.7,93,82
1990-08-12,20.3,22.1,0.50,3.0,195,1.55,23.5,20.6,96,90
1990-08-13,21.0,23.5,0.90,5.0,223,3.35,22.2,15.2,91,77
1990-08-14,19.9,22.2,0.30,2.0,195,2.32,27.2,19.4,92,84
1990-08-15,19.9,22.4,0.10,1.0,245,4.00,21.7,15.5,81,58
1990-08-16,20.3,23.0,0.30,2.0,263,3.69,14.8,9.3,78,67
1990-08-17,20.4,22.9,0.00,0.0,209,3.91,22.1,14.3,83,69
1990-08-18,20.1,23.1,0.00,0.0,220,4.28,25.9,20.7,78,68
1990-08-19,16.7,19.0,7.00,9.0,303,1.73,29.6,23.3,85,58
1990-08-20,15.3,17.9,0.00,0.0,352,4.20,24.7,17.0,59,45
1990-08-21,15.7,18.9,0.00,0.0,214,3.58,22.6,11.5,65,54
1990-08-22,16.8,20.1,0.00,0.0,227,4.04,21.1,15.8,73,58
1990-08-23,18.0,22.1,0.00,0.0,233,4.11,20.9,16.8,77,56
1990-08-24,19.2,23.0,0.00,0.0,250,3.88,17.3,11.1,79,69
1990-08-25,18.7,22.1,0.00,0.0,184,3.61,17.9,11.1,85,70
1990-08-26,20.7,25.2,0.50,2.0,236,3.91,15.5,8.0,80,64
1990-08-27,20.9,22.9,0.00,0.0,200,3.46,17.5,11.9,86,73
1990-08-28,20.2,22.2,2.40,9.0,165,2.06,19.4,13.3,92,84
1990-08-29,20.3,22.2,0.00,0.0,207,2.75,24.5,14.9,92,78
1990-08-30,20.5,22.4,0.00,0.0,238,2.19,22.3,13.1,87,76
1990-08-31,19.8,23.6,0.00,0.0,272,3.66,11.6,7.2,74,58
1990-09-01,18.3,20.2,0.00,0.0,65,3.96,15.5,12.4,71,55
1990-09-02,18.1,22.1,0.00,0.0,203,3.57,19.8,14.6,77,65
1990-09-03,17.3,18.4,8.50,13.0,331,1.27,23.7,15.9,89,75
1990-09-04,14.7,16.8,0.00,0.0,52,3.07,22.8,18.3,70,60
1990-09-05,16.4,20.2,0.20,1.0,215,3.31,18.4,13.4,71,55
1990-09-06,17.6,20.3,0.00,0.0,136,3.00,14.9,9.2,82,67
1990-09-07,18.1,21.7,0.00,0.0,209,3.30,23.0,11.4,86,65
1990-09-08,15.2,18.6,16.70,9.0,320,2.96,39.2,31.9,75,50
1990-09-09,13.3,16.0,0.00,0.0,197,3.32,20.5,10.7,65,56
1990-09-10,16.0,18.4,11.00,8.0,163,1.38,20.9,13.7,85,76
1990-09-11,17.2,20.4,0.30,1.0,332,2.28,21.4,11.6,88,68
1990-09-12,14.1,17.0,0.00,0.0,47,3.23,20.9,13.1,75,65
1990-09-13,16.3,19.9,0.20,2.0,273,2.25,23.8,15.5,82,73
1990-09-14,13.1,15.9,0.00,0.0,62,3.07,22.1,12.9,73,62
1990-09-15,15.9,18.1,0.00,0.0,150,2.36,27.7,20.5,84,76
1990-09-16,18.1,19.4,11.10,9.0,192,2.42,39.8,24.7,88,70
1990-09-17,16.4,18.2,14.50,12.0,271,1.17,21.1,11.9,90,85
1990-09-18,12.9,14.4,2.60,7.0,294,2.28,17.3,12.4,79,65
1990-09-19,11.4,14.5,3.70,15.0,321,2.35,14.8,11.3,76,49
1990-09-20,13.0,16.5,16.50,7.0,186,1.23,37.0,17.4,80,62
1990-09-21,12.8,14.9,0.00,0.0,274,2.33,38.1,29.4,75,54
1990-09-22,13.1,16.3,0.00,0.0,237,2.35,14.8,11.8,77,63
1990-09-23,15.6,18.1,31.00,13.0,152,0.77,43.0,28.8,89,79
1990-09-24,15.7,18.0,6.60,3.0,216,2.05,44.0,19.5,88,72
1990-09-25,13.5,15.2,0.00,0.0,241,1.72,21.6,11.9,76,63
1990-09-26,13.6,16.6,0.00,0.0,157,2.41,11.7,6.3,82,66
1990-09-27,14.4,16.6,0.00,0.0,135,2.23,13.5,10.5,80,69
1990-09-28,15.3,18.0,0.00,0.0,206,1.63,15.4,9.7,90,77
1990-09-29,15.4,18.4,0.00,0.0,243,1.85,15.4,12.6,89,71
1990-09-30,14.4,15.6,0.30,3.0,52,1.09,23.1,11.7,88,79
1990-10-01,15.9,17.2,21.40,19.0,158,0.53,28.8,23.8,94,84
1990-10-02,13.4,16.0,2.00,4.0,309,2.45,24.9,17.6,77,53
1990-10-03,10.3,12.9,6.60,14.0,298,2.08,34.9,26.6,75,54
1990-10-04,10.2,13.6,0.20,1.0,277,2.74,27.2,18.4,66,52
1990-10-05,14.7,16.6,5.30,6.0,209,1.91,37.6,28.3,81,71
1990-10-06,14.0,17.5,0.00,0.0,235,2.43,27.9,22.1,76,62
1990-10-07,17.4,21.2,0.00,0.0,237,2.67,32.1,18.6,80,68
1990-10-08,14.9,16.4,0.50,3.0,42,1.15,15.2,9.9,92,83
1990-10-09,13.4,15.6,2.00,6.0,121,0.99,19.6,16.5,86,80
1990-10-10,13.5,16.7,7.10,17.0,303,0.99,27.9,23.2,86,69
1990-10-11,11.3,13.5,0.00,0.0,93,1.78,24.7,20.2,71,67
1990-10-12,15.4,18.6,1.20,5.0,174,1.34,21.9,13.0,87,73
1990-10-13,17.1,18.8,1.40,7.0,197,0.79,17.8,13.1,98,95
1990-10-14,17.8,19.1,24.00,8.0,184,0.58,28.5,19.6,98,92
1990-10-15,16.5,17.5,8.50,3.0,261,1.14,21.0,11.8,94,84
1990-10-16,14.1,16.2,0.00,0.0,287,2.32,23.5,18.6,72,48
1990-10-17,11.3,14.8,0.00,0.0,265,2.72,25.3,20.5,63,47
1990-10-18,14.0,16.3,0.30,1.0,230,1.95,26.1,21.8,77,66
1990-10-19,15.7,17.4,12.20,10.0,191,1.14,49.8,36.5,86,73
1990-10-20,8.4,12.2,0.00,0.0,269,3.00,42.7,34.2,55,45
1990-10-21,7.5,10.3,0.00,0.0,317,2.21,25.9,14.3,64,56
1990-10-22,10.8,14.1,0.00,0.0,217,1.62,29.9,23.5,78,71
1990-10-23,12.2,13.5,0.00,0.0,284,1.07,20.4,14.2,86,74
1990-10-24,11.7,15.2,1.60,10.0,121,0.80,38.6,27.0,87,77
1990-10-25,11.4,15.5,7.50,6.0,261,1.05,42.2,22.9,86,72
1990-10-26,7.3,8.2,8.50,14.0,20,0.60,29.7,17.6,83,78
1990-10-27,6.3,7.3,18.80,23.0,14,0.73,37.4,35.3,87,74
1990-10-28,5.3,6.8,0.00,0.0,360,1.70,35.9,18.7,63,55
1990-10-29,8.7,10.6,24.60,9.0,118,1.07,44.6,26.7,77,64
1990-10-30,8.2,10.4,33.10,19.0,7,0.55,41.8,37.0,91,82
1990-10-31,5.7,6.8,0.60,3.0,311,1.68,42.1,35.8,71,59
1990-11-01,2.5,5.0,0.00,0.0,311,1.87,38.6,37.4,58,56
1990-11-02,3.1,6.1,0.00,0.0,304,1.81,32.6,24.6,61,50
1990-11-03,6.4,8.4,1.20,5.0,343,0.71,21.3,10.9,79,55
1990-11-04,6.0,11.5,0.90,4.0,231,0.70,29.0,16.5,83,75
1990-11-05,7.4,11.6,0.30,2.0,299,1.50,32.9,29.2,72,53
1990-11-06,3.8,5.4,6.60,5.0,89,1.03,44.6,21.7,70,63
1990-11-07,5.3,8.4,16.80,12.0,301,0.72,45.4,34.1,86,71
1990-11-08,1.5,2.8,0.00,0.0,309,0.95,28.5,19.2,74,58
1990-11-09,2.0,4.9,0.00,0.0,310,1.17,42.0,35.1,73,68
1990-11-10,5.0,7.5,0.00,0.0,297,1.09,27.1,14.5,81,69
1990-11-11,7.9,11.4,16.70,10.0,182,0.86,59.8,39.5,85,65
1990-11-12,2.4,4.6,0.00,0.0,256,1.89,43.5,34.8,60,53
1990-11-13,-0.9,0.6,0.20,1.0,262,1.49,41.8,35.9,59,51
1990-11-14,1.9,4.1,0.00,0.0,300,1.14,29.8,25.6,74,60
1990-11-15,3.0,6.3,0.00,0.0,253,0.95,24.9,18.9,77,65
1990-11-16,4.9,8.6,0.00,0.0,264,0.85,15.6,10.1,86,74
1990-11-17,7.3,9.6,0.00,0.0,202,0.63,24.0,18.5,95,86
1990-11-18,8.4,10.2,9.30,16.0,172,0.48,18.3,12.9,98,95
1990-11-19,8.5,10.3,18.20,21.0,66,0.24,26.1,15.7,99,96
1990-11-20,6.5,9.8,8.80,21.0,195,0.24,35.0,22.2,95,85
1990-11-21,3.1,4.1,0.20,1.0,303,0.56,11.5,8.6,80,75
1990-11-22,4.0,5.8,0.00,0.0,18,0.47,15.3,11.9,88,82
1990-11-23,4.4,5.4,0.00,0.0,356,0.29,19.0,15.2,92,88
1990-11-24,4.2,7.4,5.50,5.0,196,0.37,23.3,15.0,92,84
1990-11-25,5.5,7.1,0.60,2.0,224,1.06,35.7,28.6,81,65
1990-11-26,3.9,8.0,4.90,5.0,258,1.51,41.2,36.3,68,49
1990-11-27,-0.3,2.0,0.00,0.0,292,1.31,36.7,21.6,61,52
1990-11-28,5.8,9.6,8.70,8.0,228,0.43,22.7,16.1,95,79
1990-11-29,8.7,10.1,2.90,5.0,237,0.21,27.4,21.7,99,96
