latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,-122.17876,978.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_min (%)
1990-02-15,-13.1,-9.0,71,2.10,107,0.43,10.0,16.6,10.3,55
1990-02-16,-21.4,-10.3,66,0.00,315,0.29,0.0,14.8,13.3,48
1990-02-17,-27.4,-20.4,64,0.00,30,0.24,0.0,12.7,6.8,47
1990-02-18,-20.3,-8.8,63,0.00,120,0.46,0.0,11.5,10.0,44
1990-02-19,-10.7,-4.0,67,0.00,130,0.56,0.0,16.8,14.3,52
1990-02-20,-5.0,-2.0,71,2.30,140,0.64,8.0,22.0,17.6,58
1990-02-21,-3.6,2.8,84,0.90,133,0.58,4.0,9.7,8.0,60
1990-02-22,-1.1,4.1,82,0.00,141,0.94,0.0,10.2,7.5,62
1990-02-23,-1.8,4.3,80,0.00,112,0.95,0.0,11.3,8.2,60
1990-02-24,0.8,5.0,82,4.10,128,0.88,9.0,11.4,9.6,69
1990-02-25,-1.5,4.7,75,0.00,294,0.96,0.0,15.9,8.5,42
1990-02-26,-5.6,1.5,71,0.00,96,0.98,0.0,8.0,3.6,45
1990-02-27,-6.0,3.6,71,0.00,116,1.04,0.0,14.1,8.6,47
1990-02-28,-1.8,5.1,72,0.00,131,1.25,0.0,15.7,13.1,47
1990-03-01,-2.6,4.4,74,0.00,113,1.16,0.0,9.8,8.1,50
1990-03-02,-4.1,4.5,72,0.00,109,1.16,0.0,9.1,7.4,47
1990-03-03,-3.7,5.2,69,0.00,104,1.26,0.0,10.5,6.8,46
1990-03-04,-2.7,5.7,74,0.00,117,1.20,0.0,9.7,7.3,48
1990-03-05,-1.8,5.6,76,0.00,121,1.17,0.0,15.1,6.9,52
1990-03-06,0.7,5.0,78,1.70,149,1.12,5.0,17.1,12.9,58
1990-03-07,-1.6,2.6,87,7.40,59,0.45,15.0,5.9,4.5,62
1990-03-08,-3.8,-0.6,81,6.30,274,0.92,10.0,10.2,5.4,46
1990-03-09,-7.2,0.6,73,0.30,126,0.79,3.0,24.2,12.5,59
1990-03-10,-0.6,2.2,72,3.20,143,1.28,11.0,22.2,15.8,43
1990-03-11,-4.9,1.2,71,0.00,343,1.13,0.0,11.0,5.7,48
1990-03-12,-5.9,1.4,68,0.00,52,1.27,0.0,10.1,6.6,45
1990-03-13,-4.4,3.1,70,0.00,129,1.31,0.0,19.4,12.9,44
1990-03-14,-0.5,3.9,72,0.70,144,1.33,3.0,21.4,14.7,49
1990-03-15,-1.4,5.8,74,0.00,123,1.14,0.0,10.2,5.4,41
1990-03-16,0.5,5.1,80,0.90,119,0.88,7.0,10.4,6.8,58
1990-03-17,0.9,6.2,89,0.30,32,1.07,3.0,9.9,5.6,66
1990-03-18,1.9,6.6,84,1.20,136,1.53,4.0,11.8,8.3,64
1990-03-19,1.3,6.1,80,0.10,109,1.67,1.0,6.8,4.1,63
1990-03-20,0.6,7.5,85,3.40,104,1.00,8.0,8.4,5.8,52
1990-03-21,-1.1,3.6,85,0.00,336,1.13,0.0,16.3,8.3,57
1990-03-22,-7.1,0.9,54,0.00,359,1.58,0.0,17.1,11.9,34
1990-03-23,-8.4,-0.4,49,0.00,17,1.59,0.0,8.0,5.0,30
1990-03-24,-5.7,2.5,47,0.00,59,1.83,0.0,7.9,3.6,23
1990-03-25,-3.4,5.4,54,0.00,102,2.01,0.0,9.7,6.8,31
1990-03-26,-0.3,7.6,59,0.00,103,2.10,0.0,11.0,7.2,28
1990-03-27,1.0,6.8,62,0.00,348,2.08,0.0,9.7,5.6,45
1990-03-28,1.0,9.8,65,0.00,100,1.70,0.0,9.6,6.1,31
1990-03-29,1.9,9.7,69,0.00,114,1.73,0.0,8.8,5.9,32
1990-03-30,3.3,8.3,79,3.30,60,1.57,12.0,7.6,4.1,52
1990-03-31,1.6,7.4,82,2.50,19,2.11,5.0,8.0,4.5,46
1990-04-01,3.8,11.4,67,0.00,126,1.96,0.0,17.2,11.8,43
1990-04-02,3.4,10.7,78,0.90,118,1.92,4.0,13.4,7.0,53
1990-04-03,1.3,7.3,75,0.50,345,2.04,3.0,7.2,5.1,47
1990-04-04,2.4,10.5,60,0.00,25,2.50,0.0,7.8,4.3,28
1990-04-05,4.8,10.6,55,0.00,15,2.61,0.0,7.4,3.5,28
1990-04-06,2.9,9.4,63,0.00,358,2.59,0.0,9.2,7.3,41
1990-04-07,3.7,9.4,61,0.00,1,2.42,0.0,9.0,5.5,41
1990-04-08,1.8,8.1,60,0.00,349,1.86,0.0,13.9,12.0,44
1990-04-09,-1.8,2.4,46,0.00,346,2.35,0.0,15.1,12.4,33
1990-04-10,-0.4,6.9,46,0.00,52,2.48,0.0,7.6,5.4,35
1990-04-11,2.5,10.5,64,0.00,100,1.81,0.0,10.2,7.3,45
1990-04-12,3.5,10.3,83,3.70,345,2.08,9.0,8.6,4.6,45
1990-04-13,4.9,10.3,72,0.00,141,1.75,0.0,6.8,4.5,44
1990-04-14,4.8,11.5,80,1.50,319,2.11,5.0,7.6,3.7,42
1990-04-15,5.8,13.6,66,0.00,55,2.89,0.0,9.1,6.8,37
1990-04-16,6.4,16.5,60,0.00,49,3.45,0.0,9.4,6.7,27
1990-04-17,8.2,16.2,53,1.80,112,2.52,5.0,13.7,9.8,27
1990-04-18,5.8,13.6,80,5.60,156,1.98,4.0,12.0,6.6,37
1990-04-19,7.0,12.5,71,1.50,128,1.52,4.0,12.6,6.9,47
1990-04-20,5.7,13.9,83,3.60,137,2.20,10.0,10.5,7.8,35
1990-04-21,7.8,13.8,62,0.00,132,2.82,0.0,12.8,8.6,35
1990-04-22,7.5,13.0,67,0.30,115,2.44,3.0,10.3,6.5,37
1990-04-23,6.6,12.6,77,1.20,13,2.64,4.0,6.4,3.9,49
1990-04-24,5.7,12.4,74,9.20,267,2.56,11.0,8.8,5.7,33
1990-04-25,3.0,9.1,66,0.90,127,1.72,5.0,16.1,9.0,30
1990-04-26,2.5,8.0,89,4.60,304,1.81,19.0,5.4,3.0,54
1990-04-27,2.0,6.7,86,4.60,315,1.70,21.0,10.3,3.8,58
1990-04-28,1.7,6.6,56,1.10,336,2.53,3.0,14.8,13.3,37
1990-04-29,1.9,8.4,48,0.00,333,3.22,0.0,15.9,11.9,32
1990-04-30,5.3,14.6,51,0.00,340,3.53,0.0,8.7,4.8,27
1990-05-01,6.2,14.7,69,2.50,283,1.64,9.0,10.5,5.3,27
1990-05-02,5.7,12.4,87,1.20,196,2.14,7.0,8.7,4.1,44
1990-05-03,8.3,16.7,67,0.00,128,2.97,0.0,10.2,7.3,38
1990-05-04,11.3,21.3,61,0.00,120,4.07,0.0,13.2,6.9,29
1990-05-05,13.3,22.4,59,0.90,128,4.75,2.0,26.5,12.9,25
1990-05-06,7.4,21.3,38,0.10,225,4.10,1.0,25.0,15.3,24
1990-05-07,3.9,9.2,63,3.70,295,2.37,17.0,17.1,9.3,35
1990-05-08,4.9,11.5,62,0.60,341,2.76,3.0,18.3,7.6,40
1990-05-09,7.4,11.5,64,0.20,3,2.54,2.0,5.9,3.3,41
1990-05-10,6.3,11.4,90,9.80,332,2.22,16.0,6.9,3.6,61
1990-05-11,7.1,12.1,77,0.40,323,2.69,3.0,13.0,6.1,45
1990-05-12,5.6,12.0,59,0.40,324,2.94,1.0,14.2,8.5,31
1990-05-13,5.8,11.2,59,1.10,346,3.22,4.0,10.2,7.7,32
1990-05-14,6.7,12.9,57,0.80,332,3.62,1.0,13.4,8.8,30
1990-05-15,7.7,14.5,57,0.00,339,3.90,0.0,12.0,5.5,28
1990-05-16,8.3,14.2,68,1.00,300,2.68,6.0,7.7,4.1,29
1990-05-17,6.8,11.1,89,3.70,149,2.13,11.0,7.1,3.5,63
1990-05-18,7.7,13.2,74,1.00,319,3.07,6.0,7.4,4.9,46
1990-05-19,7.6,13.3,76,0.40,143,3.10,4.0,6.9,5.7,48
1990-05-20,9.2,15.5,63,1.10,109,3.60,3.0,13.3,8.5,33
1990-05-21,8.5,14.9,73,4.20,155,3.41,9.0,14.1,8.9,35
1990-05-22,9.4,14.3,57,1.10,123,2.81,4.0,17.8,12.0,37
1990-05-23,7.6,13.7,81,3.10,135,2.84,13.0,13.9,4.9,44
1990-05-24,10.0,14.9,67,0.10,339,2.77,1.0,12.7,5.5,39
1990-05-25,9.0,12.5,83,6.90,311,0.93,14.0,10.2,7.4,59
1990-05-26,9.2,15.7,81,2.50,138,2.58,8.0,22.4,11.7,33
1990-05-27,11.8,18.9,54,0.00,117,4.18,0.0,19.6,12.8,34
1990-05-28,12.7,18.0,69,0.10,135,2.86,1.0,17.4,9.2,37
1990-05-29,11.3,14.3,93,6.30,124,1.57,19.0,10.7,5.8,70
1990-05-30,10.6,16.1,88,4.90,174,2.37,7.0,6.1,4.0,54
1990-05-31,12.2,18.5,73,0.10,134,3.84,1.0,5.4,3.3,45
1990-06-01,11.6,17.3,77,0.70,344,3.44,1.0,13.4,7.2,40
1990-06-02,12.4,17.8,62,0.00,336,4.02,0.0,12.2,7.1,39
1990-06-03,10.7,17.3,75,7.10,135,2.16,10.0,21.9,15.9,49
1990-06-04,7.7,10.7,88,8.90,191,1.95,16.0,15.6,6.8,60
1990-06-05,8.3,14.2,77,0.10,188,3.10,1.0,8.0,5.7,47
1990-06-06,10.1,16.1,66,0.50,132,4.01,1.0,15.4,7.3,35
1990-06-07,10.9,16.1,70,3.10,169,2.98,13.0,15.3,9.3,32
1990-06-08,10.9,16.6,56,0.00,178,3.59,0.0,16.6,9.2,30
1990-06-09,11.0,15.9,66,0.20,140,3.23,1.0,14.7,8.9,46
1990-06-10,10.7,15.8,86,11.00,99,1.89,16.0,8.2,4.1,46
1990-06-11,7.0,10.7,99,27.60,259,0.60,24.0,21.7,12.6,92
1990-06-12,5.0,7.6,99,17.50,300,0.66,24.0,20.9,17.9,90
1990-06-13,10.1,18.0,71,0.30,344,3.98,2.0,15.5,12.3,38
1990-06-14,13.0,20.2,62,0.00,318,4.76,0.0,10.6,5.3,32
1990-06-15,15.1,21.2,60,0.00,169,4.55,0.0,8.6,5.1,32
1990-06-16,13.6,21.3,57,0.00,316,4.01,0.0,12.7,9.3,35
1990-06-17,12.2,18.2,54,0.00,297,3.91,0.0,12.7,6.3,34
1990-06-18,12.9,18.0,66,1.30,305,3.12,6.0,12.8,8.5,36
1990-06-19,11.7,17.4,71,1.70,285,2.70,5.0,14.2,6.0,38
1990-06-20,11.2,16.9,74,0.20,285,3.43,1.0,7.5,4.8,37
1990-06-21,14.5,23.9,61,0.00,132,4.98,0.0,8.6,6.2,32
1990-06-22,19.0,26.4,52,0.00,135,6.07,0.0,16.3,11.1,28
1990-06-23,17.0,26.5,56,0.40,245,4.79,1.0,15.2,10.1,28
1990-06-24,15.1,21.3,51,0.00,322,5.11,0.0,9.7,6.7,31
1990-06-25,15.5,21.1,60,0.00,248,4.49,0.0,12.7,5.0,32
1990-06-26,14.2,20.0,65,2.80,184,3.85,6.0,11.0,3.9,39
1990-06-27,12.7,19.7,72,1.50,132,4.14,3.0,7.6,4.1,36
1990-06-28,14.2,19.4,67,0.90,132,3.90,3.0,8.4,6.0,38
1990-06-29,13.8,18.4,71,2.00,132,3.56,4.0,17.6,8.7,42
1990-06-30,15.4,20.8,66,3.60,121,4.12,8.0,16.1,10.4,33
1990-07-01,12.8,17.9,58,1.50,272,4.18,2.0,8.3,5.3,39
1990-07-02,10.8,16.5,77,9.50,341,2.05,10.0,7.2,4.9,46
1990-07-03,9.6,14.0,93,7.90,204,2.07,24.0,6.0,3.7,69
1990-07-04,12.6,19.6,73,0.60,126,3.99,4.0,11.8,5.5,38
1990-07-05,15.9,23.0,64,0.00,73,4.23,0.0,10.2,4.7,30
1990-07-06,14.3,19.7,78,5.90,327,2.02,8.0,10.6,6.6,46
1990-07-07,14.3,20.2,78,0.60,309,3.64,2.0,9.2,4.9,49
1990-07-08,16.1,21.8,70,0.00,146,4.23,0.0,9.9,7.0,43
1990-07-09,14.6,21.8,78,4.40,279,3.93,3.0,11.7,4.2,43
1990-07-10,17.7,26.8,61,0.00,129,5.26,0.0,7.6,4.9,32
1990-07-11,21.2,30.3,61,0.00,133,5.95,0.0,16.0,6.4,23
1990-07-12,22.4,30.5,49,0.00,152,6.14,0.0,20.2,9.8,22
1990-07-13,17.1,27.4,57,0.30,317,5.21,2.0,17.8,9.2,27
1990-07-14,15.9,22.2,44,0.00,336,5.50,0.0,11.3,7.6,26
1990-07-15,17.1,22.8,47,0.00,338,4.92,0.0,8.4,5.8,26
1990-07-16,14.8,22.3,52,0.00,306,3.77,0.0,13.0,10.3,32
1990-07-17,12.8,18.0,48,0.00,317,4.45,0.0,12.9,7.8,33
1990-07-18,13.2,17.9,61,0.60,321,3.61,3.0,10.2,7.2,34
1990-07-19,13.0,19.4,67,0.70,347,4.23,3.0,12.3,6.1,36
1990-07-20,15.4,22.9,51,0.00,338,4.91,0.0,11.1,6.7,26
1990-07-21,17.8,25.0,47,0.00,322,5.32,0.0,9.5,5.2,21
1990-07-22,19.5,26.9,45,0.00,17,5.40,0.0,6.1,4.3,21
1990-07-23,19.1,26.6,60,1.20,316,3.73,4.0,7.4,4.2,26
1990-07-24,17.4,22.4,69,3.50,359,3.35,7.0,6.4,4.0,41
1990-07-25,17.1,25.1,78,2.00,6,3.82,6.0,11.7,5.0,37
1990-07-26,19.8,25.4,47,0.00,316,5.85,0.0,13.6,10.5,22
1990-07-27,17.2,25.0,44,0.00,316,5.72,0.0,14.7,10.7,23
1990-07-28,17.2,24.5,48,0.00,335,5.15,0.0,10.4,6.8,26
1990-07-29,19.5,27.3,48,0.00,332,5.11,0.0,9.8,5.0,25
1990-07-30,21.4,28.5,49,0.30,351,4.91,1.0,6.1,4.1,23
1990-07-31,19.5,28.2,60,0.40,218,4.75,2.0,11.5,5.5,23
1990-08-01,18.3,25.7,41,0.00,309,5.39,0.0,13.1,9.1,22
1990-08-02,16.4,21.8,38,0.00,311,4.90,0.0,12.4,8.0,22
1990-08-03,16.3,20.9,54,0.00,307,3.53,0.0,8.4,5.0,32
1990-08-04,18.4,27.6,57,0.00,83,4.55,0.0,8.6,5.1,25
1990-08-05,22.6,31.1,39,0.00,132,6.35,0.0,19.8,10.8,14
1990-08-06,21.3,30.7,35,0.10,195,5.86,1.0,20.1,12.0,15
1990-08-07,16.7,22.6,38,0.00,322,4.38,0.0,9.9,6.8,22
1990-08-08,17.8,25.9,54,0.00,1,4.29,0.0,5.0,3.0,28
1990-08-09,20.4,26.7,50,0.00,332,4.90,0.0,8.3,6.0,28
1990-08-10,21.2,29.0,47,0.00,349,5.43,0.0,10.2,7.7,22
1990-08-11,22.9,31.4,43,0.00,347,5.30,0.0,11.4,6.4,20
1990-08-12,24.0,31.3,42,0.00,151,5.71,0.0,13.5,9.6,17
1990-08-13,23.0,30.4,41,0.70,137,5.61,1.0,16.0,9.7,18
1990-08-14,20.1,26.3,51,0.10,180,4.60,1.0,12.7,7.3,26
1990-08-15,19.5,25.7,48,0.00,133,4.42,0.0,8.7,5.6,23
1990-08-16,17.8,25.5,53,1.40,328,3.41,5.0,11.5,6.6,24
1990-08-17,16.3,21.5,71,0.70,330,3.26,4.0,6.5,3.1,42
1990-08-18,17.4,22.5,62,0.00,353,3.64,0.0,7.1,3.1,34
1990-08-19,17.9,24.8,59,0.00,343,4.21,0.0,8.9,4.5,26
1990-08-20,19.7,27.7,45,0.00,344,4.73,0.0,8.7,4.9,17
1990-08-21,20.7,27.5,44,0.00,345,4.73,0.0,10.8,7.9,17
1990-08-22,16.9,26.0,64,0.00,292,2.99,0.0,13.7,8.1,29
1990-08-23,10.4,16.5,63,4.00,295,2.43,11.0,13.7,9.8,38
1990-08-24,9.2,14.9,58,0.00,333,2.83,0.0,8.2,7.1,28
1990-08-25,10.4,17.1,48,0.00,340,3.63,0.0,12.2,7.7,27
1990-08-26,11.4,16.3,68,3.90,302,2.71,9.0,11.1,3.0,35
1990-08-27,12.3,19.8,67,0.80,148,2.96,2.0,10.1,8.4,24
1990-08-28,14.8,20.8,49,0.00,221,2.70,0.0,7.5,4.7,22
1990-08-29,15.8,21.3,53,0.00,141,3.20,0.0,9.4,5.6,29
1990-08-30,12.6,19.6,76,3.40,190,1.51,16.0,9.7,6.7,38
1990-08-31,11.9,17.0,74,4.60,149,2.50,14.0,12.0,8.1,41
1990-09-01,11.9,16.8,71,0.60,139,2.52,3.0,9.7,7.0,42
1990-09-02,9.0,15.8,81,4.30,250,2.60,5.0,7.6,3.7,46
1990-09-03,9.8,16.7,64,0.20,317,3.08,1.0,7.1,4.8,31
1990-09-04,12.1,20.5,60,0.00,140,3.36,0.0,10.7,6.4,27
1990-09-05,14.8,21.4,55,0.00,97,3.24,0.0,10.8,5.3,27
1990-09-06,15.1,23.7,64,0.00,23,3.56,0.0,9.0,5.9,26
1990-09-07,16.4,24.3,55,0.00,160,3.87,0.0,9.4,6.6,21
1990-09-08,16.2,24.1,50,0.00,339,3.52,0.0,9.0,6.1,22
1990-09-09,15.1,22.4,57,0.00,348,3.22,0.0,6.8,4.1,26
1990-09-10,15.6,23.5,57,0.00,139,3.29,0.0,6.2,3.5,26
1990-09-11,16.1,23.3,55,0.00,36,3.06,0.0,6.3,3.2,26
1990-09-12,14.2,23.1,50,0.00,328,3.09,0.0,13.8,9.7,24
1990-09-13,12.6,20.9,56,0.00,140,3.16,0.0,11.8,6.6,27
1990-09-14,14.5,23.2,59,0.00,89,3.13,0.0,7.0,4.6,27
1990-09-15,15.9,23.1,57,0.00,112,3.13,0.0,8.7,5.6,28
1990-09-16,13.6,21.5,76,7.20,316,1.23,11.0,9.4,6.0,39
1990-09-17,11.0,17.7,82,0.00,141,1.99,0.0,8.7,5.6,38
1990-09-18,12.8,18.1,58,0.00,137,2.75,0.0,14.1,9.7,37
1990-09-19,9.8,15.2,66,0.00,320,2.36,0.0,10.2,6.8,33
1990-09-20,10.6,18.2,59,0.00,21,2.40,0.0,8.9,4.9,32
1990-09-21,13.9,20.5,64,0.00,355,2.30,0.0,5.2,3.2,38
1990-09-22,15.3,24.6,70,0.00,124,2.99,0.0,16.0,8.9,34
1990-09-23,16.8,24.4,56,0.00,144,3.58,0.0,15.6,11.4,27
1990-09-24,15.8,24.0,60,0.00,157,2.90,0.0,9.2,5.8,27
1990-09-25,14.2,23.4,55,0.00,336,2.78,0.0,14.3,9.8,29
1990-09-26,10.3,16.6,49,0.00,350,2.62,0.0,9.7,6.2,27
1990-09-27,9.9,17.1,53,0.00,22,2.27,0.0,7.1,4.6,24
1990-09-28,12.3,18.5,45,0.00,130,2.53,0.0,18.3,12.7,26
1990-09-29,10.1,18.0,55,0.30,307,2.50,2.0,16.1,9.8,24
1990-09-30,7.7,13.3,59,0.00,94,1.67,0.0,9.3,3.6,23
1990-10-01,9.3,13.3,58,2.70,153,2.05,10.0,26.0,15.0,31
1990-10-02,6.3,10.6,45,0.70,269,2.38,4.0,16.9,12.9,26
1990-10-03,3.6,8.7,70,2.70,140,0.83,7.0,14.3,7.4,28
1990-10-04,4.8,9.9,92,21.40,126,0.91,21.0,16.3,10.4,57
1990-10-05,2.2,5.9,73,2.70,307,1.23,9.0,12.5,9.3,51
1990-10-06,0.8,6.0,72,0.00,285,1.21,0.0,10.2,5.1,35
1990-10-07,1.6,5.6,79,6.10,154,0.47,8.0,10.4,6.8,41
1990-10-08,3.5,9.7,92,6.10,137,0.96,13.0,10.0,8.8,63
1990-10-09,5.5,8.5,88,10.90,138,0.66,22.0,17.6,14.1,77
1990-10-10,2.2,6.1,65,1.90,296,1.06,1.0,10.8,7.7,38
1990-10-11,1.0,5.9,70,2.10,122,0.70,3.0,24.1,9.0,42
1990-10-12,1.5,8.0,78,2.80,152,1.13,9.0,25.3,14.1,37
1990-10-13,2.5,6.6,53,0.00,237,1.34,0.0,15.1,8.5,40
1990-10-14,0.1,4.5,62,0.40,182,1.19,1.0,8.7,6.3,39
1990-10-15,-0.9,3.8,72,0.00,106,0.97,0.0,6.7,5.3,45
1990-10-16,-0.3,4.1,75,0.70,286,1.07,5.0,10.6,4.0,28
1990-10-17,-0.9,3.3,70,1.10,122,0.69,4.0,24.7,12.2,42
1990-10-18,1.7,6.4,76,1.70,143,1.07,3.0,26.0,18.4,54
1990-10-19,0.4,5.5,60,0.00,277,1.02,0.0,12.4,7.4,43
1990-10-20,0.2,4.2,70,0.00,134,0.95,0.0,16.4,7.2,45
1990-10-21,2.0,7.1,72,8.90,151,1.30,12.0,22.5,15.9,41
1990-10-22,1.1,5.4,60,0.00,226,1.12,0.0,9.4,7.0,38
1990-10-23,0.7,4.7,70,0.00,129,0.82,0.0,22.7,12.8,46
1990-10-24,4.2,7.4,78,4.80,143,0.90,16.0,26.8,20.3,64
1990-10-25,4.6,8.4,98,23.70,101,0.37,22.0,10.4,7.2,85
1990-10-26,3.0,7.4,74,0.10,164,0.97,1.0,15.2,9.4,40
1990-10-27,6.2,11.2,53,0.00,136,2.21,0.0,25.5,21.7,42
1990-10-28,2.9,8.2,83,10.20,160,0.92,11.0,23.1,12.7,48
1990-10-29,0.1,4.2,80,0.20,134,0.58,2.0,22.3,12.7,56
1990-10-30,2.2,6.6,74,2.10,141,1.16,4.0,23.6,17.6,43
1990-10-31,-0.1,4.7,75,0.90,135,0.69,3.0,11.0,6.1,54
1990-11-01,-1.5,1.8,68,0.00,294,0.60,0.0,7.8,5.5,46
1990-11-02,-1.7,1.7,71,0.00,126,0.68,0.0,9.5,6.2,47
1990-11-03,0.2,4.2,65,2.20,133,1.01,4.0,20.0,15.8,58
1990-11-04,-0.2,3.5,86,1.80,131,0.52,10.0,14.6,8.8,72
1990-11-05,-1.8,2.2,73,0.00,329,0.71,0.0,11.0,8.3,44
1990-11-06,-2.7,0.8,67,0.00,122,0.64,0.0,20.4,10.9,44
1990-11-07,-0.0,4.5,70,4.20,140,0.96,14.0,21.7,16.2,49
1990-11-08,-1.9,2.7,62,2.40,238,0.75,6.0,16.5,9.6,38
1990-11-09,-1.4,1.9,78,1.30,126,0.56,9.0,13.8,11.8,55
1990-11-10,-0.9,1.9,91,2.10,80,0.23,7.0,7.9,5.1,85
1990-11-11,0.5,2.4,99,22.30,92,0.14,24.0,10.0,6.0,95
1990-11-12,6.0,11.6,84,4.60,141,0.99,8.0,27.7,20.4,49
1990-11-13,3.6,7.8,90,5.70,147,0.53,11.0,21.7,12.9,69
1990-11-14,-1.7,1.7,79,0.60,152,0.36,4.0,15.3,10.0,70
1990-11-15,-1.9,2.0,80,1.00,141,0.49,5.0,18.3,11.1,63
1990-11-16,1.8,5.7,75,0.00,139,0.81,0.0,21.7,18.1,66
1990-11-17,-1.1,4.3,91,6.70,99,0.43,8.0,12.6,5.2,75
1990-11-18,-3.2,-0.3,84,1.80,147,0.27,7.0,10.7,8.5,69
1990-11-19,-2.4,-0.8,84,9.20,142,0.32,21.0,16.6,14.1,76
1990-11-20,-6.9,-1.6,86,5.80,313,0.26,10.0,12.7,6.5,64
1990-11-21,-11.8,-4.6,84,0.50,122,0.21,2.0,20.4,10.7,69
1990-11-22,-3.5,-0.3,79,5.60,153,0.42,9.0,23.5,13.6,68
1990-11-23,-2.9,-1.3,95,33.40,44,0.13,24.0,16.6,6.9,85
