latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
46.994724,-65.45456,39.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_min (%)
1990-01-01,-0.5,2.9,92,13.00,214,0.24,16.0,25.0,13.8,69
1990-01-02,-9.3,-3.0,62,0.00,271,0.69,0.0,26.3,21.1,53
1990-01-03,-5.5,-1.9,76,0.00,259,0.54,0.0,20.3,14.5,54
1990-01-04,-4.7,1.9,84,0.10,187,0.35,1.0,16.2,11.4,79
1990-01-05,-1.7,3.2,74,2.60,261,0.65,5.0,23.9,17.8,53
1990-01-06,-12.0,-8.2,81,0.80,211,0.21,6.0,10.5,7.6,76
1990-01-07,-12.9,-8.6,75,0.30,283,0.28,2.0,16.3,10.0,60
1990-01-08,-7.3,-0.5,82,0.00,230,0.45,0.0,12.5,10.8,69
1990-01-09,-9.6,-5.9,84,0.00,60,0.28,0.0,12.1,8.2,72
1990-01-10,-3.7,2.0,93,7.50,147,0.22,20.0,19.2,9.8,88
1990-01-11,-7.0,-3.5,77,3.50,353,0.49,9.0,23.5,14.9,60
1990-01-12,-8.0,-5.0,88,10.70,62,0.19,16.0,16.3,12.1,82
1990-01-13,-6.9,-4.8,81,0.00,286,0.38,0.0,12.6,10.0,64
1990-01-14,-14.1,-9.0,70,0.00,287,0.36,0.0,15.9,13.6,54
1990-01-15,-18.1,-14.4,73,0.00,233,0.27,0.0,12.1,7.7,57
1990-01-16,-10.5,-5.2,80,3.60,323,0.39,12.0,9.8,6.6,62
1990-01-17,-11.1,-5.8,80,0.00,215,0.42,0.0,13.8,7.2,65
1990-01-18,3.6,7.2,87,8.60,220,0.59,12.0,26.1,20.2,80
1990-01-19,-6.5,1.7,68,0.00,289,0.59,0.0,29.2,19.6,45
1990-01-20,-16.0,-9.6,69,0.00,241,0.34,0.0,19.7,12.3,58
1990-01-21,-15.0,-9.7,71,0.00,343,0.32,0.0,16.3,11.2,53
1990-01-22,-16.7,-14.0,76,0.60,56,0.23,3.0,12.7,9.3,66
1990-01-23,-9.6,-4.0,82,5.40,120,0.42,14.0,11.9,6.9,70
1990-01-24,-8.2,-2.5,85,3.70,183,0.25,8.0,15.3,8.7,78
1990-01-25,0.7,4.2,88,0.30,210,0.70,2.0,17.3,12.1,70
1990-01-26,4.3,9.8,97,11.60,184,0.19,15.0,26.0,15.3,92
1990-01-27,-0.6,3.1,74,7.80,278,0.81,8.0,28.6,17.4,55
1990-01-28,-2.5,5.0,77,0.00,220,0.87,0.0,26.3,17.3,59
1990-01-29,-4.1,0.7,68,0.00,259,0.87,0.0,23.2,13.7,58
1990-01-30,-6.6,-4.6,85,34.00,57,0.21,17.0,31.8,21.5,81
1990-01-31,-8.2,-4.3,79,2.10,319,0.58,4.0,24.1,9.7,64
1990-02-01,-5.6,1.1,84,0.00,216,0.53,0.0,21.3,12.3,72
1990-02-02,-3.9,2.9,65,0.00,276,0.83,0.0,26.2,20.3,45
1990-02-03,-20.5,-14.0,57,0.00,318,0.38,0.0,17.1,14.3,40
1990-02-04,-20.8,-15.7,63,0.10,278,0.27,1.0,11.0,5.2,44
1990-02-05,-19.4,-14.9,70,0.00,2,0.36,0.0,9.8,7.5,51
1990-02-06,-14.1,-5.3,73,0.60,223,0.41,4.0,17.1,11.7,64
1990-02-07,-6.6,-0.7,73,0.00,245,0.81,0.0,19.2,13.0,56
1990-02-08,-2.5,-0.2,72,0.00,262,0.89,0.0,18.1,12.5,57
1990-02-09,0.7,5.6,85,0.20,206,0.77,1.0,25.6,15.6,73
1990-02-10,0.1,5.1,89,18.00,24,0.30,11.0,24.1,15.2,80
1990-02-11,-4.1,-1.1,76,0.50,267,0.86,2.0,26.2,15.1,50
1990-02-12,-9.1,-4.8,72,0.00,274,0.68,0.0,16.1,9.7,52
1990-02-13,-12.0,-5.3,73,1.90,233,0.53,4.0,20.8,10.4,52
1990-02-14,-3.5,-0.6,71,1.00,271,0.90,4.0,21.1,16.6,47
1990-02-15,-14.2,-10.6,64,0.00,287,0.56,0.0,16.0,8.6,47
1990-02-16,-12.1,-9.7,80,4.50,76,0.25,15.0,9.7,6.3,74
1990-02-17,-10.2,-8.8,82,7.30,44,0.41,16.0,15.5,10.9,63
1990-02-18,-16.1,-12.5,58,0.00,287,0.63,0.0,17.4,15.4,42
1990-02-19,-9.5,-1.2,71,2.00,223,0.87,5.0,15.0,12.0,56
1990-02-20,-11.7,-4.2,62,2.40,305,0.63,5.0,25.8,20.2,44
1990-02-21,-17.0,-10.9,62,0.00,278,0.63,0.0,20.5,14.2,45
1990-02-22,-3.9,6.9,67,0.00,219,1.40,0.0,22.3,16.6,45
1990-02-23,0.5,3.6,87,8.10,307,0.40,19.0,16.4,8.7,64
1990-02-24,-7.9,-2.1,77,8.00,20,0.37,19.0,19.9,13.4,67
1990-02-25,-14.3,-11.5,67,0.10,344,0.59,1.0,13.8,8.0,49
1990-02-26,-18.0,-15.5,63,0.00,314,0.53,0.0,13.5,11.1,41
1990-02-27,-18.1,-6.8,65,0.50,209,0.59,2.0,19.5,12.2,41
1990-02-28,-7.1,-4.5,71,1.80,262,0.81,7.0,19.3,13.9,43
1990-03-01,-14.5,-9.7,65,0.00,245,0.72,0.0,16.7,12.5,40
1990-03-02,-2.6,4.2,64,0.30,213,1.52,2.0,21.3,19.4,53
1990-03-03,-0.5,2.1,70,0.00,247,1.44,0.0,21.5,12.0,45
1990-03-04,-8.4,-5.1,76,0.00,35,0.52,0.0,13.0,9.8,57
1990-03-05,-10.2,-7.8,67,0.00,296,0.85,0.0,15.8,10.6,40
1990-03-06,-14.3,-9.9,67,0.00,295,0.78,0.0,12.0,9.6,44
1990-03-07,-14.5,-9.3,65,0.00,324,0.82,0.0,14.6,13.0,43
1990-03-08,-10.8,-1.5,63,0.00,299,1.15,0.0,14.6,10.8,42
1990-03-09,-2.9,2.8,69,0.00,320,1.27,0.0,13.6,9.8,57
1990-03-10,-1.1,6.5,76,0.00,237,1.64,0.0,16.4,8.7,49
1990-03-11,3.2,6.5,72,0.00,246,1.66,0.0,19.4,15.9,54
1990-03-12,0.3,6.0,73,0.00,275,1.67,0.0,13.5,11.2,48
1990-03-13,-1.4,1.3,82,0.00,32,1.00,0.0,10.5,7.6,66
1990-03-14,-6.1,-2.9,79,0.00,75,1.13,0.0,11.2,8.2,59
