latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
60.070297,-128.72093,746.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),precipitation_sum (mm),precipitation_hours (h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_min (%)
1990-04-01,-0.7,2.6,0.30,2.0,68,1.02,8.6,5.4,75,54
1990-04-02,-0.7,3.4,0.30,2.0,299,1.25,10.9,4.2,79,48
1990-04-03,-1.4,3.4,0.00,0.0,243,1.53,11.9,9.2,71,40
1990-04-04,-1.7,3.8,0.00,0.0,135,1.40,10.1,7.1,69,40
1990-04-05,-0.3,3.6,0.00,0.0,243,1.49,18.7,12.4,68,38
1990-04-06,-2.4,3.4,0.00,0.0,272,1.70,16.8,8.3,69,39
1990-04-07,-1.3,3.4,0.60,3.0,336,1.27,18.4,10.6,66,40
1990-04-08,-4.9,1.7,0.00,0.0,320,1.52,11.3,8.6,67,38
1990-04-09,-3.5,2.3,0.00,0.0,38,1.68,6.8,3.8,68,40
1990-04-10,-1.7,4.0,0.00,0.0,151,1.93,6.0,2.5,67,41
1990-04-11,-1.5,4.2,0.00,0.0,83,1.81,15.6,7.1,68,46
1990-04-12,-1.2,4.0,0.00,0.0,98,1.80,12.7,7.1,73,47
1990-04-13,-0.4,6.5,0.00,0.0,270,2.00,9.6,6.9,67,40
1990-04-14,1.5,7.7,0.00,0.0,267,2.24,14.7,9.2,65,36
1990-04-15,0.8,7.5,0.00,0.0,302,2.21,14.5,6.3,69,37
1990-04-16,1.3,7.7,0.00,0.0,103,2.31,7.6,4.0,65,39
1990-04-17,2.1,7.7,0.00,0.0,60,1.71,8.3,3.2,68,42
1990-04-18,3.4,8.3,0.00,0.0,248,1.98,13.1,9.8,73,52
1990-04-19,3.5,8.5,0.00,0.0,143,1.99,6.8,4.3,74,56
1990-04-20,3.6,8.1,0.20,2.0,194,2.15,12.3,7.6,72,44
1990-04-21,2.7,7.4,0.00,0.0,131,2.08,9.7,6.1,76,52
1990-04-22,1.8,7.1,0.70,2.0,135,1.88,5.2,2.8,85,57
1990-04-23,1.2,7.5,1.40,10.0,38,1.38,8.4,4.8,85,52
1990-04-24,1.7,4.1,2.00,15.0,87,1.12,14.4,11.2,85,69
1990-04-25,0.9,3.8,3.90,15.0,87,1.09,18.9,14.2,77,61
1990-04-26,-0.3,3.0,0.00,0.0,96,1.67,17.5,12.8,65,45
1990-04-27,-0.2,5.0,0.00,0.0,86,2.36,11.8,5.3,60,43
1990-04-28,2.5,10.4,0.00,0.0,128,2.75,5.9,2.3,55,23
1990-04-29,4.5,10.6,0.00,0.0,258,2.95,10.5,6.8,56,24
1990-04-30,5.1,10.7,0.00,0.0,252,2.41,11.8,5.8,65,40
1990-05-01,4.2,9.2,0.00,0.0,252,2.32,13.8,9.2,63,41
1990-05-02,3.6,8.0,0.00,0.0,249,2.09,11.1,8.7,64,42
1990-05-03,4.1,9.5,0.50,2.0,193,2.19,13.7,6.6,61,42
1990-05-04,4.6,9.8,0.40,2.0,203,1.98,18.4,9.2,65,44
1990-05-05,4.6,7.1,1.90,5.0,140,1.46,15.5,7.5,74,54
1990-05-06,3.0,5.1,20.00,24.0,40,0.77,14.8,10.8,92,76
1990-05-07,2.4,6.9,1.70,5.0,130,1.74,10.1,4.4,82,60
1990-05-08,5.4,10.9,0.00,0.0,260,2.72,9.2,7.0,62,40
1990-05-09,5.2,11.3,1.80,2.0,268,2.58,13.9,9.3,68,42
1990-05-10,3.4,8.9,6.40,13.0,78,1.95,14.5,8.1,76,49
1990-05-11,4.6,10.6,0.00,0.0,103,2.88,6.5,4.0,57,33
1990-05-12,5.9,12.1,0.00,0.0,73,3.04,4.9,2.5,55,26
1990-05-13,6.4,12.4,0.00,0.0,292,3.17,15.0,8.2,56,26
1990-05-14,6.9,13.9,0.00,0.0,318,3.49,15.1,6.4,53,28
1990-05-15,7.6,13.8,0.90,2.0,293,3.10,12.3,4.8,72,39
1990-05-16,7.8,14.3,3.20,6.0,274,2.76,13.0,5.5,78,39
1990-05-17,7.9,13.5,1.70,6.0,283,2.64,11.0,6.9,70,44
1990-05-18,7.5,13.0,4.10,10.0,217,2.23,8.0,3.5,84,56
1990-05-19,5.9,11.4,6.80,8.0,86,1.92,10.6,7.8,80,37
1990-05-20,8.0,15.5,0.00,0.0,122,3.64,9.7,7.1,57,30
1990-05-21,10.5,16.6,0.10,1.0,214,4.27,15.5,8.0,53,27
1990-05-22,10.4,16.2,0.00,0.0,231,4.13,15.8,7.4,53,30
1990-05-23,8.0,16.0,3.80,11.0,228,2.95,14.7,7.1,74,37
1990-05-24,6.7,12.4,0.80,6.0,246,3.37,15.3,10.5,57,34
1990-05-25,9.5,15.9,0.00,0.0,306,3.52,12.2,6.2,57,32
1990-05-26,10.7,15.6,0.00,0.0,96,2.70,19.8,14.9,57,33
1990-05-27,10.7,17.4,0.00,0.0,100,2.38,19.6,13.5,71,41
1990-05-28,14.6,22.5,0.00,0.0,94,4.38,14.9,10.7,63,34
1990-05-29,14.4,21.9,1.60,4.0,60,2.76,14.0,3.8,74,34
1990-05-30,13.3,17.7,9.30,10.0,283,1.74,8.6,5.2,89,61
1990-05-31,12.7,13.9,24.10,22.0,66,0.87,17.9,11.7,97,78
1990-06-01,7.7,14.5,9.80,22.0,98,1.19,17.3,14.4,84,66
1990-06-02,4.5,8.7,8.50,22.0,89,1.30,10.5,8.2,90,64
1990-06-03,8.8,17.1,0.00,0.0,75,2.86,9.2,5.8,65,34
1990-06-04,13.3,20.5,0.00,0.0,344,4.66,6.2,3.2,55,27
1990-06-05,14.4,20.6,3.20,3.0,259,3.82,15.4,10.4,56,26
1990-06-06,10.7,18.0,6.80,11.0,140,3.16,8.6,5.0,83,45
1990-06-07,12.3,18.1,7.00,15.0,254,3.02,16.5,9.0,78,44
1990-06-08,11.7,16.2,0.50,2.0,258,3.09,14.8,10.5,63,41
1990-06-09,12.3,16.5,0.00,0.0,249,3.73,16.5,11.0,53,34
1990-06-10,12.8,18.3,0.00,0.0,237,3.96,14.4,7.8,52,31
1990-06-11,13.9,19.8,0.00,0.0,92,4.64,13.8,8.9,54,31
1990-06-12,15.4,20.4,0.00,0.0,81,3.98,8.2,3.7,60,33
1990-06-13,15.1,20.9,2.40,2.0,247,4.05,9.4,4.2,71,39
1990-06-14,15.0,20.5,0.70,2.0,223,3.84,17.0,8.2,65,37
1990-06-15,14.1,19.4,0.00,0.0,261,4.04,15.7,12.1,55,39
1990-06-16,11.3,15.7,1.00,1.0,257,3.67,18.7,15.6,54,40
1990-06-17,11.7,16.2,0.00,0.0,256,3.65,18.0,14.6,53,35
1990-06-18,11.9,16.0,0.20,2.0,259,4.25,16.2,14.4,50,35
1990-06-19,12.3,16.4,0.40,2.0,257,4.40,15.8,13.4,53,36
1990-06-20,12.5,17.0,0.00,0.0,248,4.19,13.7,10.5,48,31
1990-06-21,13.6,17.3,1.20,5.0,198,3.22,12.6,7.9,59,32
1990-06-22,13.6,19.5,3.20,6.0,112,2.85,14.1,8.5,74,53
1990-06-23,12.0,15.9,4.50,4.0,249,3.69,18.9,11.9,69,33
1990-06-24,8.1,13.5,8.50,16.0,243,1.95,19.7,16.9,76,43
1990-06-25,8.4,11.4,7.90,15.0,245,1.24,18.6,11.5,90,81
1990-06-26,10.2,14.9,8.30,23.0,227,1.99,10.5,4.8,93,67
1990-06-27,12.1,17.7,2.30,2.0,242,2.97,4.5,2.5,77,42
1990-06-28,15.4,21.8,0.00,0.0,269,4.28,4.5,2.5,63,37
1990-06-29,15.9,21.9,0.40,4.0,19,3.84,6.1,2.7,72,36
1990-06-30,13.2,19.7,6.90,8.0,88,2.26,18.4,13.0,77,55
1990-07-01,13.7,17.4,0.00,0.0,91,3.11,18.1,12.0,62,46
1990-07-02,14.6,19.6,0.00,0.0,90,4.62,11.2,9.7,55,35
1990-07-03,15.2,20.3,0.30,1.0,85,4.61,11.3,5.9,59,36
1990-07-04,15.7,21.1,0.50,1.0,44,4.41,12.1,4.3,66,37
1990-07-05,15.6,21.3,0.80,1.0,83,4.26,8.6,7.1,66,37
1990-07-06,17.2,23.6,0.00,0.0,102,5.17,9.7,6.5,54,30
1990-07-07,18.1,23.7,0.00,0.0,244,5.08,11.9,9.5,56,29
1990-07-08,16.9,21.7,0.10,1.0,248,4.74,12.2,8.3,53,37
1990-07-09,15.8,21.7,0.40,2.0,226,4.46,11.0,8.7,56,27
1990-07-10,16.7,21.8,2.20,3.0,194,4.45,15.8,8.4,55,26
1990-07-11,14.2,19.3,0.50,2.0,248,3.86,15.6,9.6,51,36
1990-07-12,13.8,18.4,2.70,10.0,233,3.48,9.9,4.1,64,36
1990-07-13,12.2,16.2,2.30,5.0,271,3.81,25.9,17.9,60,36
1990-07-14,13.7,19.9,0.00,0.0,258,4.76,19.7,11.4,49,29
1990-07-15,14.7,20.1,1.80,4.0,260,3.70,9.0,4.5,56,27
1990-07-16,12.7,17.6,6.40,13.0,252,2.65,6.8,4.5,83,50
1990-07-17,13.6,19.7,2.40,6.0,188,3.33,7.0,3.6,79,49
1990-07-18,14.8,20.9,1.20,3.0,74,3.80,8.5,3.1,76,43
1990-07-19,17.1,23.5,0.00,0.0,326,4.34,5.7,2.9,67,36
1990-07-20,19.5,26.4,0.00,0.0,300,4.64,5.4,3.9,64,36
1990-07-21,20.3,27.6,1.20,1.0,278,4.74,7.9,5.0,66,33
1990-07-22,20.9,27.2,0.60,1.0,290,4.82,13.2,5.5,63,25
1990-07-23,21.1,27.2,0.20,1.0,303,4.69,8.7,3.7,51,25
1990-07-24,20.8,26.5,0.10,1.0,278,4.65,8.4,3.9,56,29
1990-07-25,20.3,26.7,0.00,0.0,244,5.41,16.5,9.3,45,26
1990-07-26,16.2,23.6,0.00,0.0,256,4.22,16.8,13.3,45,27
1990-07-27,14.5,19.3,0.00,0.0,259,4.26,17.4,13.1,47,29
1990-07-28,16.2,23.0,0.00,0.0,251,4.21,10.5,7.9,48,28
1990-07-29,19.1,26.5,0.00,0.0,247,4.27,12.2,6.2,56,26
1990-07-30,20.6,26.5,0.00,0.0,265,4.59,13.7,6.5,50,25
1990-07-31,17.3,26.5,0.00,0.0,273,3.84,19.1,12.0,58,29
1990-08-01,14.5,19.2,0.80,2.0,284,4.25,17.9,14.8,51,29
1990-08-02,14.1,18.6,0.00,0.0,258,3.55,12.9,8.1,48,26
1990-08-03,14.0,19.3,0.00,0.0,243,3.38,13.9,8.5,50,27
1990-08-04,17.0,23.7,0.00,0.0,202,4.38,14.8,9.1,50,27
1990-08-05,18.7,26.1,0.00,0.0,174,4.31,14.3,5.8,47,20
1990-08-06,17.2,25.9,2.50,9.0,176,2.28,16.6,8.4,60,19
1990-08-07,13.3,20.0,0.00,0.0,256,4.26,17.7,14.0,48,24
1990-08-08,15.2,20.3,0.00,0.0,194,3.32,12.9,7.6,50,23
1990-08-09,15.5,21.6,0.50,2.0,155,2.63,12.7,6.3,56,35
1990-08-10,17.2,25.3,0.60,3.0,248,2.92,11.5,6.6,72,37
1990-08-11,20.9,29.2,0.00,0.0,322,4.06,7.8,3.9,60,29
1990-08-12,22.6,29.5,0.00,0.0,328,4.62,9.0,5.5,54,28
1990-08-13,19.5,28.5,0.30,1.0,87,3.84,16.9,12.3,57,28
1990-08-14,16.4,21.0,0.00,0.0,89,2.64,14.9,11.9,59,42
1990-08-15,15.7,19.8,0.00,0.0,94,2.70,13.3,7.3,61,43
1990-08-16,15.9,23.1,0.00,0.0,106,3.55,10.9,5.7,59,31
1990-08-17,18.2,23.4,0.00,0.0,235,3.72,11.8,8.2,54,29
1990-08-18,17.5,23.5,0.00,0.0,245,4.45,13.1,9.6,49,28
1990-08-19,16.2,23.7,2.80,6.0,186,2.19,11.0,6.9,58,26
1990-08-20,14.5,20.6,1.10,2.0,220,2.68,15.9,9.7,73,28
1990-08-21,14.6,20.6,0.40,2.0,247,2.82,15.0,8.6,47,27
1990-08-22,11.3,16.5,6.30,9.0,283,1.77,12.9,9.9,68,40
1990-08-23,9.4,15.2,0.10,1.0,72,2.19,5.9,3.5,76,34
1990-08-24,11.9,17.5,0.00,0.0,260,2.80,10.5,6.0,52,32
1990-08-25,12.6,18.4,0.00,0.0,315,2.98,8.2,5.5,54,27
1990-08-26,13.2,19.4,0.00,0.0,257,2.97,13.0,6.4,50,26
1990-08-27,14.3,18.9,0.10,1.0,252,2.81,15.6,12.7,59,28
1990-08-28,14.3,18.3,2.10,3.0,243,2.88,24.4,15.5,64,46
1990-08-29,13.0,17.9,0.50,3.0,258,3.64,20.3,15.7,49,38
1990-08-30,8.8,14.2,0.40,2.0,316,2.26,14.1,6.5,60,32
1990-08-31,7.9,13.4,2.90,8.0,93,1.40,10.0,4.8,70,33
1990-09-01,7.3,13.9,0.00,0.0,210,2.19,15.9,6.4,73,31
1990-09-02,8.9,13.7,0.00,0.0,259,2.76,16.2,11.9,56,32
1990-09-03,10.2,14.5,0.20,1.0,248,2.64,22.8,15.1,56,38
1990-09-04,10.4,16.8,7.40,9.0,230,2.07,20.9,12.9,71,41
1990-09-05,10.1,15.7,0.60,3.0,271,1.94,17.5,9.0,71,39
1990-09-06,12.2,19.0,0.00,0.0,237,2.95,19.6,11.8,58,37
1990-09-07,11.8,18.6,0.20,2.0,276,3.36,22.5,17.1,55,26
1990-09-08,8.3,14.4,0.00,0.0,282,2.80,16.0,8.9,50,25
1990-09-09,9.7,15.7,0.20,1.0,238,1.94,19.3,9.9,59,25
1990-09-10,11.3,16.1,0.00,0.0,251,2.87,22.0,16.7,57,41
1990-09-11,11.0,15.5,1.80,3.0,240,1.92,20.0,11.9,66,42
1990-09-12,8.8,15.1,0.00,0.0,252,2.06,14.1,9.2,71,43
1990-09-13,11.5,15.1,0.30,2.0,244,1.96,21.3,11.3,63,44
1990-09-14,10.6,18.0,0.00,0.0,217,2.07,16.9,8.8,70,47
1990-09-15,12.7,18.3,0.20,2.0,199,1.37,18.8,6.8,71,46
1990-09-16,8.5,13.5,0.00,0.0,264,2.28,17.4,14.1,55,39
1990-09-17,6.9,13.4,0.00,0.0,328,1.86,15.1,6.5,67,36
1990-09-18,7.9,13.2,3.80,11.0,92,0.91,10.4,6.3,74,36
1990-09-19,7.9,12.4,1.80,3.0,254,1.78,14.8,12.3,72,39
1990-09-20,9.5,15.1,0.30,1.0,246,2.04,18.4,11.8,61,40
1990-09-21,11.4,17.6,0.30,2.0,187,1.51,16.9,8.3,70,40
1990-09-22,13.9,20.1,0.00,0.0,174,2.18,16.6,9.8,70,46
1990-09-23,15.0,20.3,0.20,1.0,183,2.66,17.7,13.5,55,39
1990-09-24,10.3,13.9,1.20,4.0,225,1.63,19.7,12.0,65,44
1990-09-25,8.9,13.2,0.30,2.0,239,2.05,21.2,13.9,59,35
1990-09-26,5.5,10.7,0.00,0.0,263,1.83,18.2,11.3,57,35
1990-09-27,4.0,9.7,0.00,0.0,94,1.42,15.9,8.6,62,35
1990-09-28,6.8,13.8,2.70,7.0,111,1.59,19.1,12.7,64,42
1990-09-29,8.2,11.5,0.00,0.0,227,2.59,22.7,19.5,50,35
1990-09-30,6.8,10.8,0.00,0.0,209,1.79,17.4,11.0,57,36
1990-10-01,3.8,9.7,0.00,0.0,294,1.16,16.8,6.0,67,37
1990-10-02,1.8,6.6,11.60,20.0,336,0.42,8.3,4.5,90,55
1990-10-03,1.1,2.9,1.60,7.0,269,0.52,6.9,3.1,94,77
1990-10-04,0.5,3.6,5.30,20.0,48,0.65,6.9,4.3,92,73
1990-10-05,-0.9,3.4,2.10,5.0,272,0.85,10.1,6.0,81,42
1990-10-06,-0.1,3.2,0.00,0.0,230,0.64,6.2,4.3,67,53
1990-10-07,1.1,4.0,0.00,0.0,181,0.60,5.5,3.3,85,70
1990-10-08,3.5,9.1,2.00,5.0,138,0.90,22.6,12.1,85,44
1990-10-09,3.3,8.0,0.00,0.0,250,1.09,18.2,13.0,67,50
1990-10-10,0.5,4.7,0.00,0.0,289,1.18,16.3,13.3,59,40
1990-10-11,-0.4,2.9,0.00,0.0,110,0.85,18.7,9.8,64,41
1990-10-12,-0.8,1.9,5.20,14.0,90,0.66,17.8,14.3,73,52
1990-10-13,-0.7,2.6,2.60,15.0,160,0.47,14.5,5.8,82,59
1990-10-14,-2.1,2.4,0.00,0.0,233,0.86,13.7,9.5,65,51
1990-10-15,-1.6,1.2,0.00,0.0,176,0.63,11.3,5.0,70,56
1990-10-16,-2.7,0.3,4.20,12.0,82,0.46,11.3,8.4,74,65
1990-10-17,-4.3,-1.6,0.00,0.0,102,0.44,13.6,6.4,75,55
1990-10-18,-3.7,-2.4,4.60,19.0,59,0.59,16.4,12.5,70,56
1990-10-19,-7.4,-2.7,0.00,0.0,266,0.45,9.4,6.4,73,61
1990-10-20,-4.8,1.0,0.00,0.0,113,0.47,9.1,5.0,76,55
1990-10-21,-0.8,2.4,4.70,13.0,118,0.45,16.0,9.4,81,62
1990-10-22,-2.0,1.5,0.00,0.0,244,0.64,13.7,9.6,73,61
1990-10-23,-4.3,-0.1,2.30,7.0,101,0.34,23.1,12.0,79,69
1990-10-24,-1.1,2.3,2.20,8.0,110,0.36,23.4,10.3,86,75
1990-10-25,-2.7,2.3,0.00,0.0,200,0.55,15.9,5.7,72,61
1990-10-26,-6.9,-1.9,0.00,0.0,49,0.29,15.9,5.7,83,63
1990-10-27,-5.9,-4.3,4.30,10.0,85,0.53,23.0,18.3,72,65
1990-10-28,-8.0,-4.6,0.00,0.0,76,0.23,9.4,3.8,83,71
1990-10-29,-8.8,-4.8,0.00,0.0,74,0.24,5.4,2.5,88,78
1990-10-30,-11.1,-5.2,0.00,0.0,355,0.19,6.2,4.7,83,71
1990-10-31,-6.9,-3.5,0.30,3.0,256,0.22,6.4,4.4,84,72
1990-11-01,-9.5,-4.5,0.20,1.0,282,0.22,8.8,5.9,84,70
1990-11-02,-15.8,-9.1,0.00,0.0,321,0.16,7.9,3.8,82,72
1990-11-03,-16.0,-11.5,0.00,0.0,301,0.14,6.6,4.7,80,68
1990-11-04,-19.6,-12.4,0.00,0.0,289,0.16,11.5,7.8,76,63
1990-11-05,-17.3,-10.6,0.00,0.0,278,0.16,10.1,5.1,77,62
1990-11-06,-14.3,-7.7,3.00,8.0,83,0.12,8.0,5.6,82,76
1990-11-07,-7.8,-4.5,6.50,19.0,100,0.19,13.2,6.5,85,59
1990-11-08,-13.9,-5.6,0.00,0.0,194,0.20,13.5,9.2,72,60
1990-11-09,-14.2,-11.0,3.40,18.0,86,0.28,19.2,15.0,70,58
1990-11-10,-22.5,-17.0,0.00,0.0,74,0.10,12.4,8.5,73,58
1990-11-11,-22.6,-21.3,1.10,7.0,73,0.10,11.7,7.9,70,59
1990-11-12,-26.1,-21.2,5.00,8.0,20,0.05,13.4,5.1,73,67
1990-11-13,-21.8,-20.0,1.60,5.0,100,0.08,14.2,5.1,75,68
1990-11-14,-22.0,-19.0,0.00,0.0,298,0.07,7.5,4.0,76,59
1990-11-15,-21.5,-12.3,1.60,7.0,30,0.08,5.4,4.3,76,71
1990-11-16,-13.3,-9.4,0.00,0.0,5,0.10,5.4,2.8,80,68
1990-11-17,-11.8,-8.6,0.90,7.0,313,0.10,8.2,3.6,82,72
1990-11-18,-8.5,-5.5,3.80,11.0,236,0.11,11.2,6.3,85,78
1990-11-19,-11.9,-6.6,2.40,12.0,66,0.08,11.0,7.5,81,64
1990-11-20,-25.5,-19.3,0.00,0.0,80,0.04,7.5,3.4,76,67
1990-11-21,-26.5,-23.1,0.00,0.0,46,0.04,4.8,3.3,74,68
