latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
60.070297,-128.72093,746.0,0,GMT,GMT

time,temperature_2m_mean (°C),temperature_2m_max (°C),precipitation_sum (mm),precipitation_hours (h),wind_direction_10m_dominant (°),et0_fao_evapotranspiration (mm),wind_speed_10m_max (km/h),wind_speed_10m_mean (km/h),relative_humidity_2m_mean (%),relative_humidity_2m_min (%)
1998-10-23,-0.2,3.3,0.00,0.0,62,0.42,5.3,4.2,95,84
1998-10-24,-2.3,2.9,0.00,0.0,51,0.33,6.6,4.2,91,80
1998-10-25,0.9,6.9,0.10,1.0,102,0.50,10.6,7.4,86,69
1998-10-26,2.0,5.2,0.00,0.0,239,1.06,22.9,17.3,63,57
1998-10-27,-3.3,1.1,6.90,8.0,347,0.28,15.5,8.2,77,64
1998-10-28,-3.2,-2.1,6.50,16.0,322,0.33,16.2,10.3,86,64
1998-10-29,-11.1,-3.7,0.00,0.0,266,0.29,13.1,7.8,80,63
1998-10-30,-15.5,-7.2,0.00,0.0,8,0.16,5.0,2.8,82,70
1998-10-31,-13.3,-6.7,0.00,0.0,296,0.21,5.9,3.6,78,59
1998-11-01,-8.7,-3.8,0.00,0.0,293,0.25,5.2,2.6,82,73
1998-11-02,-11.5,-5.4,0.00,0.0,320,0.17,6.4,4.6,86,80
1998-11-03,-8.6,-5.0,0.00,0.0,358,0.15,5.6,3.5,88,84
1998-11-04,-5.3,-1.8,0.00,0.0,81,0.20,12.0,7.4,88,77
1998-11-05,-3.6,-1.4,0.00,0.0,83,0.19,10.1,5.2,90,81
1998-11-06,-4.3,-1.8,0.00,0.0,274,0.16,5.2,3.2,92,87
1998-11-07,-6.8,-3.1,0.00,0.0,287,0.17,7.6,4.8,90,76
1998-11-08,-9.9,-5.9,0.00,0.0,293,0.16,6.9,5.7,85,73
1998-11-09,-16.1,-7.8,0.00,0.0,281,0.12,8.0,6.2,82,70
1998-11-10,-20.9,-14.8,0.00,0.0,316,0.09,7.0,4.4,79,73
1998-11-11,-22.0,-16.9,0.00,0.0,334,0.06,4.9,2.9,78,74
1998-11-12,-17.0,-14.8,2.10,11.0,307,0.09,4.8,2.9,79,61
1998-11-13,-21.5,-14.6,0.00,0.0,338,0.09,6.3,4.1,74,55
1998-11-14,-17.8,-13.3,0.30,3.0,14,0.09,7.3,4.7,78,73
1998-11-15,-17.4,-13.9,0.30,3.0,74,0.08,9.8,6.6,80,68
1998-11-16,-24.3,-18.1,0.00,0.0,39,0.05,8.5,4.9,75,63
1998-11-17,-28.2,-21.5,0.00,0.0,310,0.04,4.9,2.4,72,64
1998-11-18,-27.8,-20.7,0.00,0.0,8,0.05,4.6,3.0,72,61
1998-11-19,-20.5,-13.6,0.00,0.0,13,0.06,5.4,2.9,77,69
1998-11-20,-15.0,-9.7,1.20,7.0,346,0.07,5.6,3.0,82,76
1998-11-21,-13.8,-10.8,0.00,0.0,345,0.06,3.8,2.0,84,77
1998-11-22,-15.8,-11.0,0.00,0.0,28,0.06,4.1,2.8,83,76
1998-11-23,-15.9,-12.5,0.00,0.0,46,0.06,6.4,4.4,84,77
1998-11-24,-16.1,-11.7,0.30,3.0,347,0.06,5.9,4.1,83,77
1998-11-25,-15.3,-12.1,0.00,0.0,282,0.05,5.8,3.0,85,81
1998-11-26,-15.7,-12.8,0.00,0.0,53,0.05,5.8,3.3,83,76
1998-11-27,-14.7,-10.0,0.50,4.0,153,0.07,9.9,5.1,81,64
1998-11-28,-15.8,-10.2,1.50,11.0,3,0.05,7.7,3.3,81,65
1998-11-29,-19.1,-16.5,0.00,0.0,316,0.03,4.8,2.4,82,78
1998-11-30,-22.7,-18.1,0.00,0.0,300,0.03,4.0,2.2,78,73
1998-12-01,-24.9,-21.5,0.00,0.0,297,0.03,5.6,4.1,77,70
1998-12-02,-21.5,-16.4,0.00,0.0,301,0.03,6.0,2.5,77,73
1998-12-03,-18.6,-15.2,0.00,0.0,263,0.03,4.3,2.5,81,78
1998-12-04,-20.2,-17.5,0.00,0.0,347,0.03,4.6,2.6,81,78
1998-12-05,-19.5,-14.7,0.00,0.0,12,0.03,5.6,2.9,80,74
1998-12-06,-16.9,-15.0,0.30,2.0,322,0.03,5.2,2.4,83,77
1998-12-07,-18.9,-13.6,1.50,5.0,57,0.05,5.8,4.1,81,79
1998-12-08,-17.5,-14.0,0.20,2.0,69,0.03,6.1,4.8,83,81
1998-12-09,-16.8,-11.2,0.00,0.0,47,0.05,8.5,5.4,83,79
1998-12-10,-6.3,-0.4,3.80,7.0,107,0.18,17.1,11.3,84,61
1998-12-11,-8.7,-2.0,0.00,0.0,158,0.08,13.6,9.0,82,72
1998-12-12,-12.0,-9.4,0.00,0.0,56,0.04,11.5,5.7,88,84
1998-12-13,-15.8,-12.4,0.00,0.0,24,0.03,3.8,2.3,84,78
1998-12-14,-19.5,-14.5,0.00,0.0,345,0.02,5.4,2.3,81,75
1998-12-15,-20.8,-17.9,0.40,2.0,19,0.03,5.9,3.8,78,76
1998-12-16,-18.2,-13.4,0.90,5.0,26,0.04,6.0,4.5,80,79
1998-12-17,-16.0,-13.4,0.30,2.0,291,0.08,16.0,10.1,82,74
1998-12-18,-21.9,-14.8,0.00,0.0,286,0.04,10.6,9.0,79,76
1998-12-19,-32.5,-29.6,0.00,0.0,312,0.01,7.5,3.8,71,61
1998-12-20,-25.4,-17.6,0.00,0.0,359,0.03,4.5,2.0,65,61
1998-12-21,-21.2,-17.4,0.00,0.0,290,0.03,9.7,7.6,80,74
1998-12-22,-20.8,-19.1,0.00,0.0,355,0.02,6.5,2.5,77,75
1998-12-23,-28.2,-24.3,0.00,0.0,63,0.01,5.2,3.5,75,69
1998-12-24,-30.0,-27.6,0.00,0.0,329,0.01,5.2,3.3,73,71
1998-12-25,-32.8,-30.8,0.00,0.0,226,0.01,5.3,2.8,71,66
1998-12-26,-31.4,-29.4,0.00,0.0,344,0.01,6.0,3.6,69,67
1998-12-27,-31.3,-29.3,0.00,0.0,3,0.01,3.6,2.8,71,67
1998-12-28,-29.9,-27.4,0.00,0.0,50,0.03,11.3,7.7,74,68
1998-12-29,-26.6,-24.2,2.50,14.0,73,0.05,11.0,8.3,71,67
1998-12-30,-24.7,-24.1,1.50,8.0,78,0.02,5.0,2.8,77,73
1998-12-31,-23.1,-19.9,3.20,10.0,52,0.04,5.1,3.3,77,71
1999-01-01,-23.7,-20.4,0.40,3.0,61,0.02,5.2,3.7,77,71
1999-01-02,-22.8,-18.2,3.40,11.0,55,0.04,4.1,3.5,75,73
1999-01-03,-17.5,-14.5,5.20,15.0,38,0.04,4.4,2.4,81,77
1999-01-04,-14.8,-12.7,4.90,13.0,350,0.05,4.2,2.5,83,80
1999-01-05,-16.5,-11.7,2.80,7.0,300,0.09,17.4,9.3,79,69
1999-01-06,-28.1,-23.7,0.00,0.0,314,0.01,5.2,2.7,76,73
1999-01-07,-35.1,-30.2,0.00,0.0,332,0.01,5.2,2.7,71,69
1999-01-08,-34.5,-28.1,4.70,13.0,343,0.02,3.6,2.1,68,64
1999-01-09,-25.8,-23.3,3.90,22.0,43,0.03,3.4,2.1,74,70
1999-01-10,-22.8,-21.3,10.90,24.0,52,0.03,4.8,2.8,76,72
1999-01-11,-22.8,-21.4,2.00,7.0,84,0.03,5.9,2.7,77,73
1999-01-12,-23.7,-20.6,1.40,8.0,39,0.03,4.6,3.2,76,71
1999-01-13,-18.9,-12.7,3.50,9.0,63,0.05,8.6,5.6,79,74
1999-01-14,-14.9,-12.5,0.00,0.0,34,0.05,6.1,4.0,85,78
1999-01-15,-9.7,-8.4,0.00,0.0,219,0.14,13.0,10.2,79,75
1999-01-16,-14.2,-7.6,0.00,0.0,260,0.06,11.6,6.7,83,71
1999-01-17,-18.9,-16.4,0.00,0.0,354,0.04,2.5,1.5,79,71
1999-01-18,-21.1,-18.1,0.00,0.0,24,0.04,4.7,2.3,78,70
1999-01-19,-19.7,-18.1,0.00,0.0,275,0.05,5.9,4.1,79,73
1999-01-20,-25.6,-20.1,0.00,0.0,267,0.04,7.6,6.1,76,65
1999-01-21,-33.7,-26.7,0.00,0.0,313,0.02,6.0,3.8,70,59
1999-01-22,-38.9,-35.7,0.00,0.0,307,0.03,7.9,5.6,64,46
1999-01-23,-39.4,-31.9,0.00,0.0,16,0.02,4.7,3.3,59,42
1999-01-24,-29.2,-21.9,3.00,9.0,40,0.05,6.1,4.2,65,54
1999-01-25,-22.5,-16.7,0.30,3.0,22,0.07,4.3,3.0,73,64
1999-01-26,-22.3,-18.9,0.00,0.0,37,0.06,7.9,3.5,77,71
1999-01-27,-19.1,-16.6,1.60,9.0,60,0.08,10.1,6.0,80,73
1999-01-28,-19.8,-17.6,0.00,0.0,71,0.07,9.3,5.9,79,70
1999-01-29,-20.9,-18.5,0.00,0.0,63,0.08,11.2,4.5,76,61
1999-01-30,-23.0,-20.4,0.00,0.0,103,0.07,8.4,5.9,75,66
1999-01-31,-25.3,-21.9,0.00,0.0,60,0.05,5.2,3.2,72,60
1999-02-01,-25.5,-22.3,0.00,0.0,55,0.07,5.1,2.8,72,59
1999-02-02,-26.4,-21.2,0.00,0.0,345,0.06,4.2,2.7,70,58
1999-02-03,-25.0,-20.8,0.00,0.0,55,0.09,6.0,3.9,72,58
1999-02-04,-24.8,-22.4,0.00,0.0,64,0.08,6.1,4.9,75,67
1999-02-05,-20.8,-14.8,2.40,9.0,78,0.15,17.7,9.8,73,67
1999-02-06,-16.7,-13.5,0.00,0.0,82,0.17,16.3,5.4,77,66
1999-02-07,-20.6,-16.3,0.00,0.0,346,0.12,5.6,4.0,74,56
1999-02-08,-20.1,-15.8,0.00,0.0,328,0.13,3.7,2.6,74,60
1999-02-09,-21.8,-16.7,0.00,0.0,322,0.10,4.8,2.6,75,61
1999-02-10,-23.9,-19.8,0.00,0.0,317,0.09,5.0,3.1,72,61
1999-02-11,-23.9,-19.8,3.80,10.0,22,0.08,5.1,3.4,72,67
1999-02-12,-19.0,-14.2,3.60,14.0,303,0.15,4.3,2.9,76,61
1999-02-13,-16.0,-11.6,1.00,4.0,337,0.15,3.4,2.1,76,64
1999-02-14,-13.4,-6.3,0.00,0.0,52,0.28,4.9,2.5,74,54
1999-02-15,-13.5,-6.5,0.00,0.0,265,0.27,7.9,3.6,74,57
1999-02-16,-17.3,-11.3,0.20,2.0,27,0.17,6.9,5.0,79,68
1999-02-17,-12.6,-10.5,0.70,4.0,90,0.26,9.4,5.5,81,68
1999-02-18,-12.5,-7.3,0.00,0.0,90,0.30,6.8,2.9,78,60
1999-02-19,-13.8,-7.6,0.00,0.0,342,0.24,4.1,1.9,79,63
1999-02-20,-16.2,-11.6,0.00,0.0,352,0.28,3.9,2.5,74,54
1999-02-21,-18.3,-13.6,1.00,7.0,310,0.18,6.9,4.6,75,63
1999-02-22,-13.7,-8.3,0.70,5.0,356,0.26,7.3,3.5,80,68
1999-02-23,-9.6,-5.3,2.10,8.0,46,0.40,5.9,3.1,82,63
1999-02-24,-12.2,-7.0,0.00,0.0,18,0.31,5.8,3.0,83,71
1999-02-25,-10.9,-7.1,0.60,5.0,357,0.30,6.0,3.3,82,72
1999-02-26,-9.3,-6.3,0.00,0.0,242,0.44,7.0,4.1,80,60
1999-02-27,-14.0,-6.7,0.00,0.0,296,0.37,8.8,5.1,76,54
1999-02-28,-12.8,-7.9,0.00,0.0,68,0.39,13.4,8.7,74,58
1999-03-01,-10.2,-7.0,1.50,6.0,79,0.43,11.3,4.8,78,60
1999-03-02,-12.7,-6.8,0.00,0.0,5,0.49,5.7,2.5,76,55
1999-03-03,-13.3,-6.8,0.00,0.0,55,0.43,12.6,5.6,72,56
1999-03-04,-13.4,-8.8,0.00,0.0,88,0.37,12.3,10.3,74,57
1999-03-05,-14.1,-11.4,0.00,0.0,82,0.38,8.0,5.6,75,56
1999-03-06,-15.4,-11.8,1.50,12.0,84,0.33,11.7,9.5,69,57
1999-03-07,-18.0,-15.3,1.20,11.0,87,0.29,13.3,10.6,67,56
1999-03-08,-19.8,-15.9,0.30,2.0,95,0.26,10.8,5.8,71,57
1999-03-09,-18.4,-10.7,1.50,6.0,94,0.40,5.8,3.8,74,56
1999-03-10,-11.6,-3.9,0.00,0.0,101,0.69,8.0,5.0,68,46
1999-03-11,-9.4,-0.8,0.00,0.0,77,0.72,13.4,7.1,74,54
1999-03-12,-2.6,0.3,0.20,2.0,94,0.96,16.2,11.9,71,57
1999-03-13,-4.3,0.3,0.00,0.0,107,0.75,9.4,4.5,82,57
1999-03-14,-5.7,-0.8,0.00,0.0,224,0.80,12.2,7.1,77,46
1999-03-15,-7.7,-1.3,0.00,0.0,185,0.71,12.3,6.8,72,49
1999-03-16,-7.3,-1.9,0.00,0.0,220,0.84,12.9,7.9,69,43
1999-03-17,-7.8,-2.1,0.00,0.0,185,0.92,11.6,5.1,69,44
1999-03-18,-8.8,-3.0,0.00,0.0,21,0.90,7.8,4.3,72,50
1999-03-19,-8.6,-1.5,0.00,0.0,203,0.93,9.9,5.9,68,46
1999-03-20,-4.6,1.8,0.00,0.0,105,0.98,10.3,6.8,75,51
1999-03-21,-0.7,5.7,0.00,0.0,70,1.16,10.7,6.7,75,55
1999-03-22,1.2,5.7,0.00,0.0,65,1.17,7.1,3.6,81,56
1999-03-23,0.5,7.2,0.00,0.0,67,1.04,8.2,5.3,82,56
1999-03-24,1.1,5.7,1.10,4.0,175,1.27,8.4,5.4,80,53
1999-03-25,0.3,4.7,1.40,5.0,225,1.42,12.6,7.7,74,39
1999-03-26,-2.4,3.4,0.90,4.0,201,1.06,9.9,5.6,73,41
1999-03-27,-2.6,1.1,1.50,5.0,240,1.11,15.9,10.5,74,44
1999-03-28,-4.5,0.9,0.10,1.0,239,1.40,15.7,5.9,69,36
1999-03-29,-6.1,0.5,0.00,0.0,85,0.98,13.7,10.4,69,42
1999-03-30,-8.6,-3.1,0.00,0.0,88,0.96,13.7,10.2,72,51
1999-03-31,-8.0,0.6,0.20,1.0,105,1.16,11.9,7.9,71,48
1999-04-01,-3.4,1.7,0.30,2.0,168,0.91,10.7,8.1,71,49
1999-04-02,-0.3,2.4,0.00,0.0,221,1.46,15.2,11.3,70,39
1999-04-03,-3.4,2.0,0.00,0.0,251,1.42,13.3,7.5,69,41
1999-04-04,-4.3,1.3,0.00,0.0,92,1.32,16.9,7.4,70,42
1999-04-05,-4.5,2.4,0.00,0.0,123,1.49,12.1,7.0,67,38
1999-04-06,-2.3,1.6,3.10,15.0,228,1.17,13.7,8.0,75,45
1999-04-07,-3.4,1.2,0.30,2.0,243,1.42,12.5,6.1,72,50
1999-04-08,-4.3,0.3,1.00,4.0,84,1.06,18.0,13.1,71,49
1999-04-09,-7.7,-2.2,0.00,0.0,100,1.24,15.4,6.9,72,48
1999-04-10,-5.2,1.6,0.10,1.0,191,1.29,12.5,4.6,68,46
1999-04-11,0.1,3.8,0.00,0.0,162,1.48,14.7,11.2,70,45
1999-04-12,0.4,2.9,0.00,0.0,201,1.63,17.2,12.1,70,44
1999-04-13,-1.4,2.5,0.00,0.0,254,1.59,23.4,16.9,62,38
1999-04-14,-1.7,2.9,0.00,0.0,233,1.71,20.2,8.7,68,40
1999-04-15,0.3,4.0,0.10,1.0,111,0.98,12.4,7.8,77,48
1999-04-16,2.5,7.8,0.00,0.0,230,1.73,15.5,9.8,74,47
1999-04-17,2.4,8.8,0.00,0.0,299,2.32,10.2,4.3,71,48
1999-04-18,3.4,11.0,0.00,0.0,349,2.41,5.6,3.0,69,40
1999-04-19,4.6,11.3,0.00,0.0,267,2.43,5.7,2.9,68,42
1999-04-20,3.4,10.4,0.00,0.0,53,2.47,9.3,4.6,72,48
1999-04-21,3.6,10.7,0.00,0.0,67,2.21,8.2,4.9,76,51
1999-04-22,2.7,7.4,0.00,0.0,223,2.00,9.3,6.8,73,44
1999-04-23,2.6,6.4,0.60,5.0,220,1.92,23.3,11.3,68,42
1999-04-24,-0.5,5.3,2.00,6.0,126,1.26,20.0,10.5,72,43
1999-04-25,0.1,4.4,0.90,5.0,178,1.81,18.9,10.3,78,49
1999-04-26,0.4,3.7,2.60,12.0,236,1.65,16.4,10.3,72,52
1999-04-27,-1.0,3.9,0.70,2.0,143,2.07,7.4,5.0,74,53
1999-04-28,-0.2,5.2,0.20,1.0,115,2.15,10.1,8.6,72,36
1999-04-29,2.1,6.6,0.00,0.0,142,1.93,10.3,4.8,62,37
1999-04-30,2.8,8.4,0.00,0.0,105,2.36,7.4,3.7,71,50
1999-05-01,3.6,7.8,0.00,0.0,206,2.11,11.9,7.2,68,47
1999-05-02,2.9,7.4,0.00,0.0,183,2.00,10.5,4.3,74,49
1999-05-03,1.5,5.2,0.40,2.0,256,2.15,10.4,7.2,68,47
1999-05-04,0.9,3.8,3.60,12.0,86,1.28,11.3,6.8,81,59
1999-05-05,1.0,5.1,3.70,14.0,112,1.87,10.3,7.5,83,45
1999-05-06,1.7,5.4,0.30,3.0,92,1.96,25.7,18.7,65,43
1999-05-07,1.1,4.5,8.90,18.0,84,1.24,20.5,15.0,77,59
1999-05-08,0.6,3.5,6.70,24.0,360,1.17,10.6,6.1,85,63
1999-05-09,1.8,5.0,3.50,18.0,302,1.68,6.3,3.5,84,60
1999-05-10,1.5,6.0,0.60,4.0,88,2.35,8.1,6.0,81,59
1999-05-11,1.6,6.7,2.30,6.0,80,2.43,12.2,6.1,81,49
1999-05-12,4.1,8.6,0.90,7.0,60,1.84,10.9,6.7,71,49
1999-05-13,5.0,9.6,1.10,4.0,12,2.47,13.1,6.5,73,41
1999-05-14,4.2,9.2,0.00,0.0,61,2.78,14.2,6.0,66,41
1999-05-15,3.4,8.5,1.60,7.0,55,2.55,6.9,3.8,70,42
1999-05-16,4.0,8.9,0.30,1.0,90,2.71,10.5,7.3,64,44
1999-05-17,4.2,9.2,2.00,5.0,86,2.71,7.1,5.0,67,45
1999-05-18,3.8,8.5,3.90,10.0,100,1.87,15.6,9.2,81,56
1999-05-19,4.7,10.8,5.40,12.0,96,2.20,12.3,7.3,81,45
1999-05-20,4.8,10.7,1.00,2.0,133,2.40,9.3,5.0,79,47
1999-05-21,6.7,10.9,0.10,1.0,180,2.54,8.7,4.5,71,48
1999-05-22,6.1,11.6,1.60,4.0,236,3.15,13.2,8.6,65,30
1999-05-23,6.6,11.0,0.90,5.0,200,2.25,13.4,7.6,62,30
1999-05-24,8.9,15.9,2.50,5.0,120,2.64,8.2,5.7,81,48
1999-05-25,6.7,14.5,2.70,5.0,247,2.94,19.5,12.1,67,36
1999-05-26,5.1,9.6,0.00,0.0,248,3.43,20.6,15.4,48,31
1999-05-27,5.1,9.4,0.70,4.0,190,2.07,12.5,6.1,59,31
1999-05-28,5.3,10.8,0.30,2.0,253,2.83,15.6,10.1,68,43
1999-05-29,6.8,12.8,0.30,1.0,250,3.88,14.8,11.7,56,29
1999-05-30,6.9,12.3,2.60,10.0,233,2.50,17.1,9.8,61,31
1999-05-31,6.6,11.0,4.80,11.0,260,1.85,16.9,10.9,73,43
1999-06-01,8.8,15.1,0.20,1.0,290,3.87,14.1,9.3,64,41
1999-06-02,9.8,15.1,0.00,0.0,222,3.07,18.2,8.3,62,41
1999-06-03,8.4,12.1,1.20,7.0,251,2.95,20.3,11.5,61,44
1999-06-04,7.4,12.4,0.00,0.0,255,3.34,20.3,12.9,54,39
1999-06-05,8.6,12.5,2.60,9.0,75,2.10,18.1,13.5,64,39
1999-06-06,7.4,12.5,1.60,10.0,70,2.18,7.0,4.3,71,42
1999-06-07,9.8,18.3,0.00,0.0,327,4.01,8.7,5.4,59,25
1999-06-08,12.9,18.7,0.00,0.0,332,4.60,12.0,6.7,48,24
1999-06-09,12.0,18.7,0.80,2.0,5,4.19,13.4,5.9,60,33
1999-06-10,14.3,18.5,3.80,5.0,259,3.57,11.9,8.3,62,32
1999-06-11,13.5,19.2,3.80,4.0,117,3.23,7.6,4.3,83,55
1999-06-12,12.3,16.0,3.40,7.0,93,2.28,11.9,8.9,77,53
1999-06-13,14.5,21.6,0.00,0.0,92,3.79,13.2,9.9,66,42
1999-06-14,16.9,22.5,0.20,1.0,163,4.14,13.8,5.0,68,41
1999-06-15,18.9,25.3,0.00,0.0,103,4.81,10.5,5.2,63,34
1999-06-16,20.6,26.0,0.00,0.0,90,5.44,19.6,11.9,54,30
1999-06-17,16.0,25.6,1.20,6.0,224,4.62,19.6,11.1,57,31
1999-06-18,16.1,21.0,0.00,0.0,251,4.28,10.8,6.4,50,30
1999-06-19,14.9,21.2,5.30,8.0,243,2.25,13.0,7.1,68,31
1999-06-20,10.1,16.1,0.80,4.0,258,3.32,13.0,7.9,65,33
1999-06-21,9.6,16.2,10.80,14.0,282,1.83,14.6,10.0,79,32
1999-06-22,8.3,11.3,9.60,22.0,242,1.21,10.5,5.2,94,64
1999-06-23,10.8,15.8,0.10,1.0,184,2.25,4.0,2.2,75,54
1999-06-24,11.6,16.7,3.40,12.0,78,3.33,7.0,3.5,77,39
1999-06-25,13.2,19.0,0.00,0.0,93,4.58,9.5,6.9,53,31
1999-06-26,14.4,19.1,0.00,0.0,209,4.41,10.1,7.2,57,31
1999-06-27,12.5,17.3,2.40,2.0,267,3.43,11.5,7.4,70,37
1999-06-28,14.0,19.0,0.00,0.0,230,4.46,11.2,6.9,53,34
1999-06-29,13.9,19.0,0.00,0.0,195,4.15,12.3,8.1,51,34
1999-06-30,11.0,17.0,6.80,11.0,105,2.94,15.2,6.2,77,38
1999-07-01,9.9,14.3,0.80,4.0,89,2.52,13.0,7.2,65,43
1999-07-02,12.9,19.7,0.00,0.0,302,3.98,9.9,5.3,62,32
1999-07-03,15.2,20.4,0.00,0.0,316,4.84,16.1,10.2,50,29
1999-07-04,11.7,20.3,0.50,2.0,31,3.22,16.0,9.3,62,34
1999-07-05,12.0,18.9,0.00,0.0,249,3.74,13.4,6.1,56,37
1999-07-06,15.8,22.9,0.50,1.0,252,5.27,13.7,12.2,55,34
1999-07-07,17.7,23.4,0.30,1.0,254,5.10,12.1,6.7,53,29
1999-07-08,17.5,23.2,0.00,0.0,259,5.44,14.2,10.5,50,29
1999-07-09,16.1,22.3,0.00,0.0,249,4.70,15.0,10.7,44,27
1999-07-10,16.8,22.4,0.00,0.0,230,3.72,11.5,5.6,55,32
1999-07-11,17.0,21.9,0.00,0.0,226,3.55,15.7,6.6,55,33
1999-07-12,13.7,20.0,0.40,2.0,273,3.81,19.0,14.8,58,38
1999-07-13,13.7,21.0,1.80,7.0,291,3.60,17.7,13.2,64,40
1999-07-14,14.3,21.5,0.30,2.0,352,3.32,18.6,11.3,66,40
1999-07-15,14.4,22.5,0.00,0.0,146,4.53,9.0,4.3,52,28
1999-07-16,18.6,24.2,0.00,0.0,194,4.38,6.6,3.1,50,27
1999-07-17,19.6,26.9,0.00,0.0,114,4.51,10.8,4.6,52,23
1999-07-18,19.9,27.3,0.00,0.0,260,5.41,18.6,12.6,39,21
1999-07-19,16.0,21.9,0.00,0.0,281,3.67,19.3,8.2,48,28
1999-07-20,15.4,22.7,0.00,0.0,257,4.07,13.5,9.4,53,24
1999-07-21,16.8,22.3,0.00,0.0,244,3.86,19.2,14.4,49,26
1999-07-22,13.9,17.4,0.40,2.0,255,4.29,18.6,15.9,51,36
1999-07-23,10.9,15.9,0.40,2.0,293,3.53,20.2,13.0,55,30
1999-07-24,11.7,16.4,0.40,1.0,273,3.95,12.6,10.0,57,29
1999-07-25,11.9,16.3,0.10,1.0,247,3.15,16.9,10.2,56,37
1999-07-26,12.0,15.4,2.30,8.0,247,2.25,16.9,13.7,65,45
1999-07-27,12.0,15.8,3.20,7.0,247,2.14,16.4,11.2,69,50
1999-07-28,11.2,16.1,5.00,14.0,231,2.25,12.5,8.6,78,51
1999-07-29,11.2,16.5,4.80,6.0,298,3.02,17.3,12.9,69,29
1999-07-30,12.6,19.7,0.00,0.0,304,4.22,14.6,6.7,48,25
1999-07-31,15.8,22.3,0.00,0.0,50,3.68,7.6,3.5,51,25
1999-08-01,17.6,24.6,0.00,0.0,344,3.53,6.2,3.1,61,30
1999-08-02,20.0,28.0,0.00,0.0,150,4.64,9.8,4.3,50,25
1999-08-03,21.8,28.4,0.00,0.0,227,5.18,8.0,6.3,46,24
1999-08-04,22.4,29.6,0.00,0.0,283,5.11,6.9,5.4,44,20
1999-08-05,22.8,30.8,0.00,0.0,357,4.84,6.8,3.7,46,18
1999-08-06,23.6,30.7,0.00,0.0,96,5.65,14.5,9.7,47,18
1999-08-07,21.9,28.9,2.10,2.0,106,4.50,14.8,7.3,55,28
1999-08-08,17.6,21.6,0.90,3.0,239,3.24,11.4,9.4,63,36
1999-08-09,13.6,21.5,6.90,11.0,244,2.17,15.0,9.8,78,36
1999-08-10,12.6,14.9,0.00,0.0,48,1.72,10.0,3.9,79,60
1999-08-11,12.6,17.0,1.10,5.0,80,2.33,12.6,6.8,70,41
1999-08-12,14.6,21.5,0.00,0.0,153,3.38,5.1,3.6,57,30
1999-08-13,16.6,22.0,0.00,0.0,198,3.27,12.6,7.9,54,29
1999-08-14,16.2,20.1,0.00,0.0,266,2.69,14.2,7.9,65,43
1999-08-15,16.7,21.0,0.10,1.0,205,2.65,7.2,3.5,63,44
1999-08-16,16.2,20.1,0.00,0.0,231,3.08,10.5,6.7,57,33
1999-08-17,15.7,19.9,0.20,1.0,216,2.62,11.4,5.2,57,35
1999-08-18,14.9,20.7,0.00,0.0,240,3.72,10.0,7.3,54,27
1999-08-19,14.9,21.0,0.00,0.0,346,2.88,8.5,4.4,56,25
1999-08-20,15.6,20.8,0.00,0.0,223,3.50,12.2,8.1,58,27
1999-08-21,13.7,21.1,7.80,11.0,157,1.65,8.7,5.3,65,25
1999-08-22,11.8,15.1,0.20,1.0,223,2.98,17.6,9.3,62,32
1999-08-23,10.2,14.9,0.00,0.0,247,3.14,15.0,9.8,52,32
1999-08-24,9.0,14.4,3.40,10.0,87,1.77,9.5,6.1,68,32
1999-08-25,7.9,14.3,5.90,7.0,254,2.40,11.9,5.8,82,40
1999-08-26,9.2,14.3,0.50,2.0,256,3.03,14.6,12.4,56,37
1999-08-27,9.1,14.8,0.20,1.0,217,2.83,11.9,7.1,61,33
1999-08-28,9.8,14.5,9.20,13.0,99,1.81,16.0,12.4,76,33
1999-08-29,10.5,15.4,0.00,0.0,220,3.03,13.2,10.3,52,38
1999-08-30,9.4,13.6,0.00,0.0,263,2.70,15.9,11.5,57,40
1999-08-31,8.9,13.1,0.00,0.0,261,2.26,16.0,9.8,62,39
1999-09-01,9.5,14.0,0.10,1.0,269,2.15,15.8,10.8,59,40
1999-09-02,9.9,14.3,0.00,0.0,247,2.08,13.4,9.8,60,39
1999-09-03,10.4,14.5,1.70,4.0,188,1.50,13.0,7.7,72,50
1999-09-04,10.4,15.3,0.00,0.0,234,2.52,12.5,9.2,63,30
1999-09-05,10.2,16.3,0.00,0.0,339,2.51,8.4,6.3,53,29
1999-09-06,10.4,16.1,3.80,11.0,46,1.51,7.7,4.8,73,29
1999-09-07,9.0,12.8,6.80,12.0,162,1.56,8.4,4.7,85,47
1999-09-08,9.1,13.0,0.80,5.0,106,1.68,12.6,9.3,73,47
1999-09-09,8.6,12.4,13.20,13.0,197,1.44,12.6,8.6,81,51
1999-09-10,8.0,12.7,3.10,13.0,264,1.94,20.3,14.9,68,48
1999-09-11,8.3,12.8,0.10,1.0,253,1.93,18.4,10.2,62,46
1999-09-12,9.0,14.2,0.00,0.0,235,1.55,10.4,5.6,71,49
1999-09-13,11.0,18.9,0.00,0.0,176,2.12,7.6,3.3,69,30
1999-09-14,10.4,19.0,0.00,0.0,260,2.52,12.5,7.4,54,29
1999-09-15,9.9,15.3,0.40,1.0,101,1.73,9.1,5.9,63,33
