Year,Month,Jurisdiction,Number_fires
2003,6.0,Manitoba,0
2003,7.0,Manitoba,0
2003,8.0,Manitoba,1
2003,9.0,Manitoba,0
2003,10.0,Manitoba,0
2003,11.0,Manitoba,0
2003,12.0,Manitoba,0
2004,1.0,Manitoba,0
2004,2.0,Manitoba,0
2004,3.0,Manitoba,0
2004,4.0,Manitoba,7
2004,5.0,Manitoba,8
2004,6.0,Manitoba,2
2004,7.0,Manitoba,35
2004,8.0,Manitoba,2
2004,9.0,Manitoba,0
2004,10.0,Manitoba,0
2004,11.0,Manitoba,0
2004,12.0,Manitoba,0
2005,1.0,Manitoba,0
2005,2.0,Manitoba,0
2005,3.0,Manitoba,0
2005,4.0,Manitoba,34
2005,5.0,Manitoba,32
2005,6.0,Manitoba,22
2005,7.0,Manitoba,140
2005,8.0,Manitoba,21
2005,9.0,Manitoba,2
2005,10.0,Manitoba,3
2005,11.0,Manitoba,0
2005,12.0,Manitoba,0
2006,1.0,Manitoba,0
2006,2.0,Manitoba,0
2006,3.0,Manitoba,0
2006,4.0,Manitoba,45
2006,5.0,Manitoba,26
2006,6.0,Manitoba,237
2006,7.0,Manitoba,172
2006,8.0,Manitoba,116
2006,9.0,Manitoba,81
2006,10.0,Manitoba,6
2006,11.0,Manitoba,1
2006,12.0,Manitoba,0
2007,1.0,Manitoba,0
2007,2.0,Manitoba,0
2007,3.0,Manitoba,0
2007,4.0,Manitoba,38
2007,5.0,Manitoba,53
2007,6.0,Manitoba,71
2007,7.0,Manitoba,161
2007,8.0,Manitoba,50
2007,9.0,Manitoba,9
2007,10.0,Manitoba,1
2007,11.0,Manitoba,0
2007,12.0,Manitoba,0
2008,1.0,Manitoba,0
2008,2.0,Manitoba,0
2008,3.0,Manitoba,0
2008,4.0,Manitoba,18
2008,5.0,Manitoba,154
2008,6.0,Manitoba,123
2008,7.0,Manitoba,40
2008,8.0,Manitoba,54
2008,9.0,Manitoba,6
2008,10.0,Manitoba,2
2008,11.0,Manitoba,0
2008,12.0,Manitoba,0
2009,1.0,Manitoba,0
2009,2.0,Manitoba,0
2009,3.0,Manitoba,0
2009,4.0,Manitoba,2
2009,5.0,Manitoba,35
2009,6.0,Manitoba,72
2009,7.0,Manitoba,21
2009,8.0,Manitoba,11
2009,9.0,Manitoba,26
2009,10.0,Manitoba,17
2009,11.0,Manitoba,1
2009,12.0,Manitoba,0
2010,1.0,Manitoba,0
2010,2.0,Manitoba,0
2010,3.0,Manitoba,0
2010,4.0,Manitoba,91
2010,5.0,Manitoba,62
2010,6.0,Manitoba,79
2010,7.0,Manitoba,211
2010,8.0,Manitoba,115
2010,9.0,Manitoba,27
2010,10.0,Manitoba,3
2010,11.0,Manitoba,1
2010,12.0,Manitoba,0
2011,1.0,Manitoba,0
2011,2.0,Manitoba,0
2011,3.0,Manitoba,0
2011,4.0,Manitoba,6
2011,5.0,Manitoba,39
2011,6.0,Manitoba,38
2011,7.0,Manitoba,106
2011,8.0,Manitoba,82
2011,9.0,Manitoba,19
2011,10.0,Manitoba,27
2011,11.0,Manitoba,6
2011,12.0,Manitoba,0
2012,1.0,Manitoba,0
2012,2.0,Manitoba,0
2012,3.0,Manitoba,11
2012,4.0,Manitoba,51
2012,5.0,Manitoba,42
2012,6.0,Manitoba,61
2012,7.0,Manitoba,263
2012,8.0,Manitoba,43
2012,9.0,Manitoba,22
2012,10.0,Manitoba,6
2012,11.0,Manitoba,0
2012,12.0,Manitoba,0
2013,1.0,Manitoba,0
2013,2.0,Manitoba,0
2013,3.0,Manitoba,0
2013,4.0,Manitoba,3
2013,5.0,Manitoba,71
2013,6.0,Manitoba,106
2013,7.0,Manitoba,169
2013,8.0,Manitoba,103
2013,9.0,Manitoba,43
2013,10.0,Manitoba,0
2013,11.0,Manitoba,1
2013,12.0,Manitoba,0
2014,1.0,Manitoba,0
2014,2.0,Manitoba,0
2014,3.0,Manitoba,0
2014,4.0,Manitoba,5
2014,5.0,Manitoba,41
2014,6.0,Manitoba,49
2014,7.0,Manitoba,45
2014,8.0,Manitoba,94
2014,9.0,Manitoba,11
2014,10.0,Manitoba,1
2014,11.0,Manitoba,0
2014,12.0,Manitoba,0
2015,1.0,Manitoba,0
2015,2.0,Manitoba,0
2015,3.0,Manitoba,2
2015,4.0,Manitoba,50
2015,5.0,Manitoba,75
2015,6.0,Manitoba,151
2015,7.0,Manitoba,169
2015,8.0,Manitoba,13
2015,9.0,Manitoba,1
2015,10.0,Manitoba,2
2015,11.0,Manitoba,0
2015,12.0,Manitoba,0
2016,1.0,Manitoba,0
2016,2.0,Manitoba,0
2016,3.0,Manitoba,0
2016,4.0,Manitoba,22
2016,5.0,Manitoba,59
2016,6.0,Manitoba,64
2016,7.0,Manitoba,42
2016,8.0,Manitoba,15
2016,9.0,Manitoba,5
2016,10.0,Manitoba,0
2016,11.0,Manitoba,0
2016,12.0,Manitoba,0
2017,1.0,Manitoba,0
2017,2.0,Manitoba,0
2017,3.0,Manitoba,0
2017,4.0,Manitoba,8
2017,5.0,Manitoba,43
2017,6.0,Manitoba,27
2017,7.0,Manitoba,142
2017,8.0,Manitoba,298
2017,9.0,Manitoba,33
2017,10.0,Manitoba,15
2017,11.0,Manitoba,0
2017,12.0,Manitoba,0
2018,1.0,Manitoba,0
2018,2.0,Manitoba,0
2018,3.0,Manitoba,0
2018,4.0,Manitoba,33
2018,5.0,Manitoba,176
2018,6.0,Manitoba,97
2018,7.0,Manitoba,108
2018,8.0,Manitoba,54
2018,9.0,Manitoba,15
2018,10.0,Manitoba,0
2018,11.0,Manitoba,0
2018,12.0,Manitoba,0
2019,1.0,Manitoba,0
2019,2.0,Manitoba,0
2019,3.0,Manitoba,0
2019,4.0,Manitoba,21
2019,5.0,Manitoba,81
2019,6.0,Manitoba,60
2019,7.0,Manitoba,86
2019,8.0,Manitoba,35
2019,9.0,Manitoba,1
2019,10.0,Manitoba,0
2019,11.0,Manitoba,0
2019,12.0,Manitoba,0
2020,1.0,Manitoba,0
2020,2.0,Manitoba,0
2020,3.0,Manitoba,0
2020,4.0,Manitoba,11
2020,5.0,Manitoba,38
2020,6.0,Manitoba,24
2020,7.0,Manitoba,41
2020,8.0,Manitoba,36
2020,9.0,Manitoba,4
2020,10.0,Manitoba,1
2020,11.0,Manitoba,0
2020,12.0,Manitoba,0
2021,1.0,Manitoba,0
2021,2.0,Manitoba,0
2021,3.0,Manitoba,3
2021,4.0,Manitoba,22
2021,5.0,Manitoba,59
2021,6.0,Manitoba,40
2021,7.0,Manitoba,275
2021,8.0,Manitoba,56
2021,9.0,Manitoba,19
2021,10.0,Manitoba,22
2021,11.0,Manitoba,1
2021,12.0,Manitoba,0
2022,1.0,Manitoba,0
2022,2.0,Manitoba,0
2022,3.0,Manitoba,0
2022,4.0,Manitoba,1
2022,5.0,Manitoba,6
2022,6.0,Manitoba,21
2022,7.0,Manitoba,89
2022,8.0,Manitoba,70
2022,9.0,Manitoba,36
2022,10.0,Manitoba,4
2022,11.0,Manitoba,0
2022,12.0,Manitoba,0
1990,3.0,New Brunswick,1
1990,4.0,New Brunswick,42
1990,5.0,New Brunswick,71
1990,6.0,New Brunswick,100
1990,7.0,New Brunswick,114
1990,8.0,New Brunswick,32
1990,9.0,New Brunswick,13
1990,10.0,New Brunswick,4
1990,11.0,New Brunswick,0
1990,12.0,New Brunswick,0
1991,3.0,New Brunswick,0
1991,4.0,New Brunswick,91
1991,5.0,New Brunswick,154
1991,6.0,New Brunswick,150
1991,7.0,New Brunswick,141
1991,8.0,New Brunswick,92
1991,9.0,New Brunswick,20
1991,10.0,New Brunswick,7
1991,11.0,New Brunswick,1
1991,12.0,New Brunswick,0
1992,3.0,New Brunswick,0
1992,4.0,New Brunswick,50
1992,5.0,New Brunswick,345
1992,6.0,New Brunswick,78
1992,7.0,New Brunswick,24
1992,8.0,New Brunswick,42
1992,9.0,New Brunswick,23
1992,10.0,New Brunswick,14
1992,11.0,New Brunswick,0
1992,12.0,New Brunswick,0
1993,3.0,New Brunswick,0
1993,4.0,New Brunswick,60
1993,5.0,New Brunswick,195
1993,6.0,New Brunswick,40
1993,7.0,New Brunswick,32
1993,8.0,New Brunswick,72
1993,9.0,New Brunswick,28
1993,10.0,New Brunswick,3
1993,11.0,New Brunswick,0
1993,12.0,New Brunswick,0
1994,3.0,New Brunswick,0
1994,4.0,New Brunswick,41
1994,5.0,New Brunswick,89
1994,6.0,New Brunswick,37
1994,7.0,New Brunswick,48
1994,8.0,New Brunswick,104
1994,9.0,New Brunswick,40
1994,10.0,New Brunswick,137
1994,11.0,New Brunswick,22
1994,12.0,New Brunswick,0
1995,3.0,New Brunswick,0
1995,4.0,New Brunswick,28
1995,5.0,New Brunswick,71
1995,6.0,New Brunswick,116
1995,7.0,New Brunswick,89
1995,8.0,New Brunswick,156
1995,9.0,New Brunswick,74
1995,10.0,New Brunswick,11
1995,11.0,New Brunswick,2
1995,12.0,New Brunswick,0
1996,3.0,New Brunswick,1
1996,4.0,New Brunswick,26
1996,5.0,New Brunswick,75
1996,6.0,New Brunswick,129
1996,7.0,New Brunswick,11
1996,8.0,New Brunswick,74
1996,9.0,New Brunswick,37
1996,10.0,New Brunswick,13
1996,11.0,New Brunswick,1
1996,12.0,New Brunswick,0
1997,3.0,New Brunswick,0
1997,4.0,New Brunswick,16
1997,5.0,New Brunswick,72
1997,6.0,New Brunswick,68
1997,7.0,New Brunswick,77
1997,8.0,New Brunswick,75
1997,9.0,New Brunswick,13
1997,10.0,New Brunswick,45
1997,11.0,New Brunswick,2
1997,12.0,New Brunswick,0
1998,3.0,New Brunswick,0
1998,4.0,New Brunswick,67
1998,5.0,New Brunswick,61
1998,6.0,New Brunswick,29
1998,7.0,New Brunswick,44
1998,8.0,New Brunswick,73
1998,9.0,New Brunswick,5
1998,10.0,New Brunswick,7
1998,11.0,New Brunswick,2
1998,12.0,New Brunswick,0
1999,3.0,New Brunswick,0
1999,4.0,New Brunswick,55
1999,5.0,New Brunswick,180
1999,6.0,New Brunswick,210
1999,7.0,New Brunswick,80
1999,8.0,New Brunswick,40
1999,9.0,New Brunswick,31
1999,10.0,New Brunswick,3
1999,11.0,New Brunswick,7
1999,12.0,New Brunswick,1
2000,3.0,New Brunswick,1
2000,4.0,New Brunswick,31
2000,5.0,New Brunswick,73
2000,6.0,New Brunswick,77
2000,7.0,New Brunswick,40
2000,8.0,New Brunswick,46
2000,9.0,New Brunswick,44
2000,10.0,New Brunswick,30
2000,11.0,New Brunswick,0
2000,12.0,New Brunswick,0
2001,3.0,New Brunswick,0
2001,4.0,New Brunswick,36
2001,5.0,New Brunswick,169
2001,6.0,New Brunswick,43
2001,7.0,New Brunswick,47
2001,8.0,New Brunswick,116
2001,9.0,New Brunswick,53
2001,10.0,New Brunswick,29
2001,11.0,New Brunswick,3
2001,12.0,New Brunswick,0
2002,3.0,New Brunswick,0
2002,4.0,New Brunswick,31
2002,5.0,New Brunswick,97
2002,6.0,New Brunswick,42
2002,7.0,New Brunswick,37
2002,8.0,New Brunswick,76
2002,9.0,New Brunswick,22
2002,10.0,New Brunswick,10
2002,11.0,New Brunswick,2
2002,12.0,New Brunswick,0
2003,3.0,New Brunswick,0
2003,4.0,New Brunswick,18
2003,5.0,New Brunswick,89
2003,6.0,New Brunswick,38
2003,7.0,New Brunswick,29
2003,8.0,New Brunswick,26
2003,9.0,New Brunswick,27
2003,10.0,New Brunswick,3
2003,11.0,New Brunswick,0
2003,12.0,New Brunswick,0
2004,3.0,New Brunswick,0
2004,4.0,New Brunswick,57
2004,5.0,New Brunswick,118
2004,6.0,New Brunswick,41
2004,7.0,New Brunswick,14
2004,8.0,New Brunswick,11
2004,9.0,New Brunswick,8
2004,10.0,New Brunswick,6
2004,11.0,New Brunswick,1
2004,12.0,New Brunswick,0
2005,3.0,New Brunswick,0
2005,4.0,New Brunswick,137
2005,5.0,New Brunswick,41
2005,6.0,New Brunswick,39
2005,7.0,New Brunswick,29
2005,8.0,New Brunswick,49
2005,9.0,New Brunswick,12
2005,10.0,New Brunswick,1
2005,11.0,New Brunswick,1
2005,12.0,New Brunswick,0
2006,3.0,New Brunswick,19
2006,4.0,New Brunswick,154
2006,5.0,New Brunswick,64
2006,6.0,New Brunswick,9
2006,7.0,New Brunswick,33
2006,8.0,New Brunswick,22
2006,9.0,New Brunswick,8
2006,10.0,New Brunswick,1
2006,11.0,New Brunswick,0
2006,12.0,New Brunswick,0
2007,3.0,New Brunswick,1
2007,4.0,New Brunswick,68
2007,5.0,New Brunswick,130
2007,6.0,New Brunswick,31
2007,7.0,New Brunswick,21
2007,8.0,New Brunswick,33
2007,9.0,New Brunswick,15
2007,10.0,New Brunswick,17
2007,11.0,New Brunswick,2
2007,12.0,New Brunswick,0
2008,3.0,New Brunswick,0
2008,4.0,New Brunswick,14
2008,5.0,New Brunswick,81
2008,6.0,New Brunswick,13
2008,7.0,New Brunswick,33
2008,8.0,New Brunswick,14
2008,9.0,New Brunswick,11
2008,10.0,New Brunswick,2
2008,11.0,New Brunswick,0
2008,12.0,New Brunswick,0
2009,3.0,New Brunswick,0
2009,4.0,New Brunswick,54
2009,5.0,New Brunswick,88
2009,6.0,New Brunswick,11
2009,7.0,New Brunswick,3
2009,8.0,New Brunswick,18
2009,9.0,New Brunswick,17
2009,10.0,New Brunswick,3
2009,11.0,New Brunswick,3
2009,12.0,New Brunswick,0
2010,3.0,New Brunswick,3
2010,4.0,New Brunswick,47
2010,5.0,New Brunswick,52
2010,6.0,New Brunswick,7
2010,7.0,New Brunswick,14
2010,8.0,New Brunswick,42
2010,9.0,New Brunswick,11
2010,10.0,New Brunswick,2
2010,11.0,New Brunswick,1
2010,12.0,New Brunswick,0
2011,3.0,New Brunswick,0
2011,4.0,New Brunswick,23
2011,5.0,New Brunswick,25
2011,6.0,New Brunswick,7
2011,7.0,New Brunswick,11
2011,8.0,New Brunswick,1
2011,9.0,New Brunswick,0
2011,10.0,New Brunswick,0
2011,11.0,New Brunswick,0
2011,12.0,New Brunswick,0
2012,3.0,New Brunswick,8
2012,4.0,New Brunswick,189
2012,5.0,New Brunswick,49
2012,6.0,New Brunswick,22
2012,7.0,New Brunswick,26
2012,8.0,New Brunswick,28
2012,9.0,New Brunswick,12
2012,10.0,New Brunswick,3
2012,11.0,New Brunswick,1
2012,12.0,New Brunswick,0
2013,3.0,New Brunswick,3
2013,4.0,New Brunswick,176
2013,5.0,New Brunswick,123
2013,6.0,New Brunswick,7
2013,7.0,New Brunswick,34
2013,8.0,New Brunswick,7
2013,9.0,New Brunswick,0
2013,10.0,New Brunswick,3
2013,11.0,New Brunswick,0
2013,12.0,New Brunswick,0
2014,3.0,New Brunswick,0
2014,4.0,New Brunswick,39
2014,5.0,New Brunswick,79
2014,6.0,New Brunswick,20
2014,7.0,New Brunswick,16
2014,8.0,New Brunswick,12
2014,9.0,New Brunswick,9
2014,10.0,New Brunswick,5
2014,11.0,New Brunswick,0
2014,12.0,New Brunswick,0
2015,3.0,New Brunswick,0
2015,4.0,New Brunswick,3
2015,5.0,New Brunswick,165
2015,6.0,New Brunswick,3
2015,7.0,New Brunswick,22
2015,8.0,New Brunswick,11
2015,9.0,New Brunswick,15
2015,10.0,New Brunswick,3
2015,11.0,New Brunswick,0
2015,12.0,New Brunswick,0
2016,3.0,New Brunswick,0
2016,4.0,New Brunswick,151
2016,5.0,New Brunswick,55
2016,6.0,New Brunswick,25
2016,7.0,New Brunswick,10
2016,8.0,New Brunswick,25
2016,9.0,New Brunswick,12
2016,10.0,New Brunswick,7
2016,11.0,New Brunswick,0
2016,12.0,New Brunswick,0
2017,3.0,New Brunswick,0
2017,4.0,New Brunswick,16
2017,5.0,New Brunswick,25
2017,6.0,New Brunswick,16
2017,7.0,New Brunswick,39
2017,8.0,New Brunswick,79
2017,9.0,New Brunswick,35
2017,10.0,New Brunswick,33
2017,11.0,New Brunswick,2
2017,12.0,New Brunswick,0
2018,3.0,New Brunswick,0
2018,4.0,New Brunswick,37
2018,5.0,New Brunswick,124
2018,6.0,New Brunswick,34
2018,7.0,New Brunswick,40
2018,8.0,New Brunswick,15
2018,9.0,New Brunswick,31
2018,10.0,New Brunswick,4
2018,11.0,New Brunswick,0
2018,12.0,New Brunswick,0
2019,3.0,New Brunswick,0
2019,4.0,New Brunswick,12
2019,5.0,New Brunswick,88
2019,6.0,New Brunswick,19
2019,7.0,New Brunswick,21
2019,8.0,New Brunswick,32
2019,9.0,New Brunswick,5
2019,10.0,New Brunswick,6
2019,11.0,New Brunswick,0
2019,12.0,New Brunswick,0
2020,3.0,New Brunswick,0
2020,4.0,New Brunswick,100
2020,5.0,New Brunswick,127
2020,6.0,New Brunswick,72
2020,7.0,New Brunswick,27
2020,8.0,New Brunswick,64
2020,9.0,New Brunswick,49
2020,10.0,New Brunswick,22
2020,11.0,New Brunswick,5
2020,12.0,New Brunswick,0
2021,3.0,New Brunswick,3
2021,4.0,New Brunswick,52
2021,5.0,New Brunswick,58
2021,6.0,New Brunswick,30
2021,7.0,New Brunswick,7
2021,8.0,New Brunswick,17
2021,9.0,New Brunswick,6
2021,10.0,New Brunswick,6
2021,11.0,New Brunswick,0
2021,12.0,New Brunswick,0
2022,3.0,New Brunswick,1
2022,4.0,New Brunswick,36
2022,5.0,New Brunswick,99
2022,6.0,New Brunswick,13
2022,7.0,New Brunswick,15
2022,8.0,New Brunswick,12
2022,9.0,New Brunswick,11
2022,10.0,New Brunswick,9
2022,11.0,New Brunswick,17
2022,12.0,New Brunswick,1
1990,1.0,Newfoundland and Labrador,0
1990,3.0,Newfoundland and Labrador,2
1990,4.0,Newfoundland and Labrador,5
1990,5.0,Newfoundland and Labrador,19
1990,6.0,Newfoundland and Labrador,36
1990,7.0,Newfoundland and Labrador,29
1990,8.0,Newfoundland and Labrador,30
1990,9.0,Newfoundland and Labrador,41
1990,10.0,Newfoundland and Labrador,3
1990,11.0,Newfoundland and Labrador,0
1990,12.0,Newfoundland and Labrador,0
1991,1.0,Newfoundland and Labrador,0
1991,3.0,Newfoundland and Labrador,0
1991,4.0,Newfoundland and Labrador,4
1991,5.0,Newfoundland and Labrador,29
1991,6.0,Newfoundland and Labrador,38
1991,7.0,Newfoundland and Labrador,12
1991,8.0,Newfoundland and Labrador,32
1991,9.0,Newfoundland and Labrador,0
1991,10.0,Newfoundland and Labrador,0
1991,11.0,Newfoundland and Labrador,0
1991,12.0,Newfoundland and Labrador,0
1992,1.0,Newfoundland and Labrador,0
1992,3.0,Newfoundland and Labrador,0
1992,4.0,Newfoundland and Labrador,2
1992,5.0,Newfoundland and Labrador,47
1992,6.0,Newfoundland and Labrador,15
1992,7.0,Newfoundland and Labrador,13
1992,8.0,Newfoundland and Labrador,26
1992,9.0,Newfoundland and Labrador,3
1992,10.0,Newfoundland and Labrador,0
1992,11.0,Newfoundland and Labrador,0
1992,12.0,Newfoundland and Labrador,0
1993,1.0,Newfoundland and Labrador,0
1993,3.0,Newfoundland and Labrador,0
1993,4.0,Newfoundland and Labrador,1
1993,5.0,Newfoundland and Labrador,13
1993,6.0,Newfoundland and Labrador,24
1993,7.0,Newfoundland and Labrador,5
1993,8.0,Newfoundland and Labrador,13
1993,9.0,Newfoundland and Labrador,5
1993,10.0,Newfoundland and Labrador,4
1993,11.0,Newfoundland and Labrador,0
1993,12.0,Newfoundland and Labrador,0
1994,1.0,Newfoundland and Labrador,0
1994,3.0,Newfoundland and Labrador,0
1994,4.0,Newfoundland and Labrador,3
1994,5.0,Newfoundland and Labrador,15
1994,6.0,Newfoundland and Labrador,35
1994,7.0,Newfoundland and Labrador,35
1994,8.0,Newfoundland and Labrador,35
1994,9.0,Newfoundland and Labrador,5
1994,10.0,Newfoundland and Labrador,1
1994,11.0,Newfoundland and Labrador,0
1994,12.0,Newfoundland and Labrador,0
1995,1.0,Newfoundland and Labrador,0
1995,3.0,Newfoundland and Labrador,0
1995,4.0,Newfoundland and Labrador,3
1995,5.0,Newfoundland and Labrador,23
1995,6.0,Newfoundland and Labrador,20
1995,7.0,Newfoundland and Labrador,14
1995,8.0,Newfoundland and Labrador,23
1995,9.0,Newfoundland and Labrador,3
1995,10.0,Newfoundland and Labrador,0
1995,11.0,Newfoundland and Labrador,0
1995,12.0,Newfoundland and Labrador,0
1996,1.0,Newfoundland and Labrador,0
1996,3.0,Newfoundland and Labrador,0
1996,4.0,Newfoundland and Labrador,13
1996,5.0,Newfoundland and Labrador,23
1996,6.0,Newfoundland and Labrador,12
1996,7.0,Newfoundland and Labrador,4
1996,8.0,Newfoundland and Labrador,48
1996,9.0,Newfoundland and Labrador,9
1996,10.0,Newfoundland and Labrador,2
1996,11.0,Newfoundland and Labrador,0
1996,12.0,Newfoundland and Labrador,0
1997,1.0,Newfoundland and Labrador,0
1997,3.0,Newfoundland and Labrador,0
1997,4.0,Newfoundland and Labrador,0
1997,5.0,Newfoundland and Labrador,15
1997,6.0,Newfoundland and Labrador,25
1997,7.0,Newfoundland and Labrador,26
1997,8.0,Newfoundland and Labrador,11
1997,9.0,Newfoundland and Labrador,1
1997,10.0,Newfoundland and Labrador,0
1997,11.0,Newfoundland and Labrador,0
1997,12.0,Newfoundland and Labrador,0
1998,1.0,Newfoundland and Labrador,0
1998,3.0,Newfoundland and Labrador,0
1998,4.0,Newfoundland and Labrador,1
1998,5.0,Newfoundland and Labrador,94
1998,6.0,Newfoundland and Labrador,55
1998,7.0,Newfoundland and Labrador,11
1998,8.0,Newfoundland and Labrador,18
1998,9.0,Newfoundland and Labrador,0
1998,10.0,Newfoundland and Labrador,1
1998,11.0,Newfoundland and Labrador,0
1998,12.0,Newfoundland and Labrador,0
1999,1.0,Newfoundland and Labrador,0
1999,3.0,Newfoundland and Labrador,5
1999,4.0,Newfoundland and Labrador,10
1999,5.0,Newfoundland and Labrador,66
1999,6.0,Newfoundland and Labrador,66
1999,7.0,Newfoundland and Labrador,20
1999,8.0,Newfoundland and Labrador,10
1999,9.0,Newfoundland and Labrador,10
1999,10.0,Newfoundland and Labrador,1
1999,11.0,Newfoundland and Labrador,0
1999,12.0,Newfoundland and Labrador,0
2000,1.0,Newfoundland and Labrador,0
2000,3.0,Newfoundland and Labrador,0
2000,4.0,Newfoundland and Labrador,14
2000,5.0,Newfoundland and Labrador,34
2000,6.0,Newfoundland and Labrador,44
2000,7.0,Newfoundland and Labrador,9
2000,8.0,Newfoundland and Labrador,15
2000,9.0,Newfoundland and Labrador,7
2000,10.0,Newfoundland and Labrador,1
2000,11.0,Newfoundland and Labrador,0
2000,12.0,Newfoundland and Labrador,0
2001,1.0,Newfoundland and Labrador,1
2001,3.0,Newfoundland and Labrador,0
2001,4.0,Newfoundland and Labrador,0
2001,5.0,Newfoundland and Labrador,30
2001,6.0,Newfoundland and Labrador,36
2001,7.0,Newfoundland and Labrador,34
2001,8.0,Newfoundland and Labrador,63
2001,9.0,Newfoundland and Labrador,10
2001,10.0,Newfoundland and Labrador,5
2001,11.0,Newfoundland and Labrador,0
2001,12.0,Newfoundland and Labrador,1
2002,1.0,Newfoundland and Labrador,0
2002,3.0,Newfoundland and Labrador,0
2002,4.0,Newfoundland and Labrador,5
2002,5.0,Newfoundland and Labrador,30
2002,6.0,Newfoundland and Labrador,24
2002,7.0,Newfoundland and Labrador,13
2002,8.0,Newfoundland and Labrador,14
2002,9.0,Newfoundland and Labrador,6
2002,10.0,Newfoundland and Labrador,1
2002,11.0,Newfoundland and Labrador,0
2002,12.0,Newfoundland and Labrador,0
2003,1.0,Newfoundland and Labrador,0
2003,3.0,Newfoundland and Labrador,0
2003,4.0,Newfoundland and Labrador,2
2003,5.0,Newfoundland and Labrador,32
2003,6.0,Newfoundland and Labrador,45
2003,7.0,Newfoundland and Labrador,6
2003,8.0,Newfoundland and Labrador,16
2003,9.0,Newfoundland and Labrador,21
2003,10.0,Newfoundland and Labrador,3
2003,11.0,Newfoundland and Labrador,1
2003,12.0,Newfoundland and Labrador,0
2004,1.0,Newfoundland and Labrador,0
2004,3.0,Newfoundland and Labrador,0
2004,4.0,Newfoundland and Labrador,1
2004,5.0,Newfoundland and Labrador,66
2004,6.0,Newfoundland and Labrador,16
2004,7.0,Newfoundland and Labrador,14
2004,8.0,Newfoundland and Labrador,23
2004,9.0,Newfoundland and Labrador,3
2004,10.0,Newfoundland and Labrador,1
2004,11.0,Newfoundland and Labrador,0
2004,12.0,Newfoundland and Labrador,0
2005,1.0,Newfoundland and Labrador,0
2005,3.0,Newfoundland and Labrador,0
2005,4.0,Newfoundland and Labrador,6
2005,5.0,Newfoundland and Labrador,34
2005,6.0,Newfoundland and Labrador,31
2005,7.0,Newfoundland and Labrador,23
2005,8.0,Newfoundland and Labrador,14
2005,9.0,Newfoundland and Labrador,7
2005,10.0,Newfoundland and Labrador,0
2005,11.0,Newfoundland and Labrador,0
2005,12.0,Newfoundland and Labrador,0
2006,1.0,Newfoundland and Labrador,0
2006,3.0,Newfoundland and Labrador,0
2006,4.0,Newfoundland and Labrador,6
2006,5.0,Newfoundland and Labrador,33
2006,6.0,Newfoundland and Labrador,5
2006,7.0,Newfoundland and Labrador,9
2006,8.0,Newfoundland and Labrador,7
2006,9.0,Newfoundland and Labrador,3
2006,10.0,Newfoundland and Labrador,0
2006,11.0,Newfoundland and Labrador,0
2006,12.0,Newfoundland and Labrador,0
2007,1.0,Newfoundland and Labrador,0
2007,3.0,Newfoundland and Labrador,0
2007,4.0,Newfoundland and Labrador,2
2007,5.0,Newfoundland and Labrador,19
2007,6.0,Newfoundland and Labrador,17
2007,7.0,Newfoundland and Labrador,10
2007,8.0,Newfoundland and Labrador,1
2007,9.0,Newfoundland and Labrador,6
2007,10.0,Newfoundland and Labrador,0
2007,11.0,Newfoundland and Labrador,0
2007,12.0,Newfoundland and Labrador,0
2008,1.0,Newfoundland and Labrador,0
2008,3.0,Newfoundland and Labrador,0
2008,4.0,Newfoundland and Labrador,2
2008,5.0,Newfoundland and Labrador,33
2008,6.0,Newfoundland and Labrador,8
2008,7.0,Newfoundland and Labrador,14
2008,8.0,Newfoundland and Labrador,2
2008,9.0,Newfoundland and Labrador,7
2008,10.0,Newfoundland and Labrador,6
2008,11.0,Newfoundland and Labrador,0
2008,12.0,Newfoundland and Labrador,0
2009,1.0,Newfoundland and Labrador,0
2009,3.0,Newfoundland and Labrador,1
2009,4.0,Newfoundland and Labrador,26
2009,5.0,Newfoundland and Labrador,52
2009,6.0,Newfoundland and Labrador,27
2009,7.0,Newfoundland and Labrador,29
2009,8.0,Newfoundland and Labrador,4
2009,9.0,Newfoundland and Labrador,8
2009,10.0,Newfoundland and Labrador,0
2009,11.0,Newfoundland and Labrador,0
2009,12.0,Newfoundland and Labrador,0
2010,1.0,Newfoundland and Labrador,0
2010,3.0,Newfoundland and Labrador,2
2010,4.0,Newfoundland and Labrador,7
2010,5.0,Newfoundland and Labrador,5
2010,6.0,Newfoundland and Labrador,4
2010,7.0,Newfoundland and Labrador,4
2010,8.0,Newfoundland and Labrador,11
2010,9.0,Newfoundland and Labrador,6
2010,10.0,Newfoundland and Labrador,3
2010,11.0,Newfoundland and Labrador,1
2010,12.0,Newfoundland and Labrador,0
2011,1.0,Newfoundland and Labrador,0
2011,3.0,Newfoundland and Labrador,0
2011,4.0,Newfoundland and Labrador,2
2011,5.0,Newfoundland and Labrador,14
2011,6.0,Newfoundland and Labrador,5
2011,7.0,Newfoundland and Labrador,5
2011,8.0,Newfoundland and Labrador,9
2011,9.0,Newfoundland and Labrador,5
2011,10.0,Newfoundland and Labrador,0
2011,11.0,Newfoundland and Labrador,0
2011,12.0,Newfoundland and Labrador,0
2012,1.0,Newfoundland and Labrador,0
2012,3.0,Newfoundland and Labrador,1
2012,4.0,Newfoundland and Labrador,20
2012,5.0,Newfoundland and Labrador,14
